RECORDING_SESSION_LABEL	CURRENT_FIX_BLINK_AROUND	CURRENT_FIX_X	CURRENT_FIX_Y	TRIAL_INDEX	TRIAL_LABEL
18WN	NONE	489.20	399.00	1	Trial: 1
18WN	NONE	501.30	414.10	2	Trial: 2
18WN	NONE	495.20	412.50	3	Trial: 3
18WN	NONE	504.10	390.90	4	Trial: 4
18WN	NONE	511.50	393.50	5	Trial: 5
18WN	NONE	499.60	383.90	6	Trial: 6
18WN	NONE	505.90	394.00	7	Trial: 7
18WN	NONE	515.00	392.50	8	Trial: 8
18WN	NONE	497.30	401.20	9	Trial: 9
18WN	NONE	506.80	389.40	10	Trial: 10
18WN	NONE	507.10	384.60	11	Trial: 11
18WN	NONE	420.40	433.00	11	Trial: 11
18WN	NONE	521.80	387.70	11	Trial: 11
18WN	NONE	498.60	374.50	12	Trial: 12
18WN	NONE	503.10	376.60	12	Trial: 12
18WN	NONE	511.80	394.10	13	Trial: 13
18WN	NONE	519.30	375.60	14	Trial: 14
18WN	NONE	529.10	370.90	15	Trial: 15
18WN	NONE	507.30	386.30	16	Trial: 16
18WN	NONE	516.00	389.30	17	Trial: 17
18WN	NONE	512.70	388.70	18	Trial: 18
18WN	NONE	501.20	411.80	19	Trial: 19
18WN	NONE	502.00	402.30	20	Trial: 20
18WN	NONE	519.50	379.50	21	Trial: 21
18WN	NONE	499.80	402.00	22	Trial: 22
18WN	NONE	514.10	383.10	23	Trial: 23
18WN	NONE	516.80	388.00	24	Trial: 24
18WN	NONE	505.30	383.50	25	Trial: 25
18WN	NONE	506.10	400.80	26	Trial: 26
18WN	NONE	510.50	384.20	27	Trial: 27
18WN	NONE	493.60	404.40	28	Trial: 28
18WN	NONE	448.30	432.90	28	Trial: 28
18WN	NONE	498.20	431.20	28	Trial: 28
18WN	NONE	509.70	382.70	29	Trial: 29
18WN	NONE	524.10	372.20	30	Trial: 30
18WN	NONE	504.40	400.90	31	Trial: 31
18WN	NONE	511.30	408.70	32	Trial: 32
18WN	NONE	507.80	403.20	33	Trial: 33
18WN	NONE	514.90	389.60	34	Trial: 34
18WN	NONE	515.70	389.50	35	Trial: 35
18WN	NONE	518.00	390.00	36	Trial: 36
18WN	NONE	512.70	398.70	37	Trial: 37
18WN	NONE	512.50	389.30	38	Trial: 38
18WN	NONE	475.70	387.70	38	Trial: 38
18WN	NONE	530.80	381.50	38	Trial: 38
18WN	NONE	520.50	379.60	39	Trial: 39
18WN	NONE	518.60	380.30	40	Trial: 40
18WN	NONE	511.60	387.70	41	Trial: 41
18WN	NONE	517.90	379.20	42	Trial: 42
18WN	NONE	509.00	389.50	43	Trial: 43
18WN	NONE	509.60	393.90	44	Trial: 44
18WN	NONE	513.50	382.70	45	Trial: 45
18WN	NONE	505.50	395.60	46	Trial: 46
18WN	NONE	504.40	395.00	47	Trial: 47
18WN	NONE	510.40	385.10	48	Trial: 48
18WN	NONE	514.00	385.00	49	Trial: 49
18WN	NONE	511.40	377.00	50	Trial: 50
18WN	NONE	515.10	381.10	51	Trial: 51
18WN	NONE	519.90	381.60	52	Trial: 52
18WN	NONE	482.20	384.70	52	Trial: 52
18WN	NONE	537.90	375.90	52	Trial: 52
18WN	NONE	503.10	389.40	53	Trial: 53
18WN	NONE	456.60	400.00	53	Trial: 53
18WN	NONE	513.60	384.10	53	Trial: 53
18WN	NONE	522.90	389.80	54	Trial: 54
18WN	NONE	510.50	390.70	55	Trial: 55
18WN	NONE	509.00	385.40	56	Trial: 56
18WN	NONE	518.60	378.20	57	Trial: 57
18WN	NONE	508.30	401.00	58	Trial: 58
18WN	NONE	510.80	390.00	59	Trial: 59
18WN	NONE	513.70	386.20	60	Trial: 60
18WN	NONE	516.30	383.60	61	Trial: 61
18WN	NONE	511.90	392.80	62	Trial: 62
18WN	NONE	501.10	405.00	63	Trial: 63
18WN	NONE	509.50	384.90	64	Trial: 64
18WN	NONE	493.60	402.30	64	Trial: 64
18WN	NONE	512.20	385.30	65	Trial: 65
18WN	NONE	516.80	385.80	66	Trial: 66
