RECORDING_SESSION_LABEL	CURRENT_FIX_BLINK_AROUND	CURRENT_FIX_X	CURRENT_FIX_Y	CURRENT_FIX_START	CURRENT_FIX_END	TRIAL_INDEX	TRIAL_LABEL
18EB3	NONE	501.10	396.20	7	2079	1	Trial: 1
18EB3	NONE	504.50	399.80	7	2078	2	Trial: 2
18EB3	NONE	490.20	402.30	7	2089	3	Trial: 3
18EB3	NONE	509.10	391.90	7	2089	4	Trial: 4
18EB3	NONE	506.50	397.60	7	2077	5	Trial: 5
18EB3	NONE	498.00	400.80	7	2088	6	Trial: 6
18EB3	NONE	491.50	393.80	7	1057	7	Trial: 7
18EB3	NONE	503.10	396.30	1067	2078	7	Trial: 7
18EB3	NONE	507.80	387.70	7	2085	8	Trial: 8
18EB3	NONE	526.50	378.70	9	243	9	Trial: 9
18EB3	NONE	502.80	399.70	250	2088	9	Trial: 9
18EB3	NONE	498.10	395.60	7	2080	10	Trial: 10
18EB3	NONE	508.40	415.40	7	2078	11	Trial: 11
18EB3	NONE	666.90	1009.60	9	25	12	Trial: 12
18EB3	AFTER	686.20	996.40	44	633	12	Trial: 12
18EB3	BEFORE	509.70	402.70	851	2085	12	Trial: 12
18EB3	NONE	519.00	434.50	7	2091	13	Trial: 13
18EB3	NONE	506.60	396.00	7	2078	14	Trial: 14
18EB3	NONE	513.50	368.60	7	178	15	Trial: 15
18EB3	NONE	506.10	385.30	189	2081	15	Trial: 15
18EB3	NONE	500.00	400.90	7	2077	16	Trial: 16
18EB3	NONE	495.10	381.20	7	230	17	Trial: 17
18EB3	NONE	503.60	394.70	239	2081	17	Trial: 17
18EB3	NONE	505.80	403.80	7	790	18	Trial: 18
18EB3	NONE	503.10	412.70	797	2089	18	Trial: 18
18EB3	NONE	500.70	393.80	7	2088	19	Trial: 19
18EB3	NONE	512.70	393.20	7	2078	20	Trial: 20
18EB3	NONE	510.70	395.00	7	2081	21	Trial: 21
18EB3	NONE	511.90	387.60	7	2087	22	Trial: 22
18EB3	NONE	490.90	403.00	7	2079	23	Trial: 23
18EB3	NONE	501.30	401.80	7	1216	24	Trial: 24
18EB3	AFTER	245.40	414.90	1265	1696	24	Trial: 24
18EB3	BEFORE	364.90	397.50	1905	1973	24	Trial: 24
18EB3	NONE	522.80	393.90	2017	2078	24	Trial: 24
18EB3	NONE	504.90	398.30	7	2085	25	Trial: 25
18EB3	NONE	501.60	404.40	7	2078	26	Trial: 26
18EB3	NONE	497.60	404.90	7	2079	27	Trial: 27
18EB3	NONE	492.00	395.70	7	2095	28	Trial: 28
18EB3	NONE	499.30	403.50	7	2078	29	Trial: 29
18EB3	NONE	504.50	404.80	7	2077	30	Trial: 30
18EB3	NONE	500.00	410.20	7	2078	31	Trial: 31
18EB3	NONE	497.10	407.40	7	2079	32	Trial: 32
18EB3	NONE	509.00	398.10	7	2092	33	Trial: 33
18EB3	NONE	491.70	395.10	7	1073	34	Trial: 34
18EB3	NONE	495.40	399.20	1081	2098	34	Trial: 34
18EB3	NONE	518.90	402.40	7	154	35	Trial: 35
18EB3	NONE	496.70	408.50	169	2089	35	Trial: 35
18EB3	NONE	503.00	389.80	7	2084	36	Trial: 36
18EB3	NONE	507.60	401.10	7	2080	37	Trial: 37
18EB3	NONE	503.90	394.10	7	2085	38	Trial: 38
18EB3	NONE	503.20	389.10	7	2084	39	Trial: 39
18EB3	NONE	509.90	403.70	7	2078	40	Trial: 40
18EB3	NONE	515.00	378.20	7	2078	41	Trial: 41
18EB3	NONE	499.40	401.30	9	2088	42	Trial: 42
18EB3	NONE	504.60	404.00	7	2090	43	Trial: 43
18EB3	NONE	502.70	385.80	7	2082	44	Trial: 44
18EB3	NONE	511.50	394.50	7	2088	45	Trial: 45
18EB3	NONE	500.50	399.80	7	2084	46	Trial: 46
18EB3	NONE	505.50	401.20	7	2089	47	Trial: 47
18EB3	NONE	533.30	354.10	7	235	48	Trial: 48
18EB3	NONE	525.10	365.90	246	2085	48	Trial: 48
18EB3	NONE	505.20	409.80	7	2081	49	Trial: 49
18EB3	NONE	495.90	401.50	7	2087	50	Trial: 50
18EB3	NONE	495.20	395.70	7	2086	51	Trial: 51
18EB3	NONE	504.90	402.20	7	2097	52	Trial: 52
18EB3	NONE	506.50	401.30	7	2077	53	Trial: 53
18EB3	NONE	506.90	402.80	7	2088	54	Trial: 54
18EB3	NONE	501.40	386.00	7	2077	55	Trial: 55
18EB3	NONE	513.00	395.40	7	2089	56	Trial: 56
18EB3	NONE	504.10	382.60	7	2083	57	Trial: 57
18EB3	NONE	510.00	387.20	7	2083	58	Trial: 58
18EB3	NONE	502.00	400.30	7	881	59	Trial: 59
18EB3	NONE	490.40	391.70	889	2079	59	Trial: 59
18EB3	NONE	520.50	386.20	7	2079	60	Trial: 60
18EB3	NONE	496.10	402.70	7	2096	61	Trial: 61
18EB3	NONE	507.00	414.50	7	1570	62	Trial: 62
18EB3	NONE	444.80	414.90	1593	2078	62	Trial: 62
18EB3	NONE	502.10	402.20	7	2080	63	Trial: 63
18EB3	NONE	506.80	375.50	7	122	64	Trial: 64
18EB3	NONE	497.40	396.10	180	2085	64	Trial: 64
18EB3	NONE	498.30	404.90	7	2089	65	Trial: 65
18EB3	NONE	509.70	400.20	7	1948	66	Trial: 66
18EB3	NONE	605.70	303.30	1990	2084	66	Trial: 66
18EB3	NONE	505.40	399.40	7	2093	67	Trial: 67
18EB3	NONE	502.70	392.90	7	1073	68	Trial: 68
18EB3	NONE	509.10	387.90	1080	2078	68	Trial: 68
18EB3	NONE	502.50	413.10	7	2083	69	Trial: 69
18EB3	NONE	504.00	396.20	7	2078	70	Trial: 70
18EB3	NONE	505.50	404.00	7	2079	71	Trial: 71
18EB3	NONE	503.50	397.70	7	2087	72	Trial: 72
18EB3	NONE	498.40	406.10	7	2078	73	Trial: 73
18EB3	NONE	505.50	387.30	7	2086	74	Trial: 74
18EB3	NONE	509.90	393.90	7	2078	75	Trial: 75
18EB3	NONE	508.80	400.20	7	2088	76	Trial: 76
18EB3	NONE	501.30	408.40	7	1323	77	Trial: 77
18EB3	NONE	509.70	393.10	1330	2084	77	Trial: 77
18EB3	NONE	493.10	418.40	7	2078	78	Trial: 78
18EB3	NONE	498.30	403.70	7	2085	79	Trial: 79
18EB3	NONE	496.80	418.40	7	2082	80	Trial: 80
18EB3	NONE	519.00	395.90	7	2086	81	Trial: 81
18EB3	NONE	500.10	388.80	7	2095	82	Trial: 82
18EB3	NONE	500.90	400.90	7	2078	83	Trial: 83
18EB3	NONE	501.20	392.30	7	2079	84	Trial: 84
18EB3	NONE	508.20	388.00	7	2078	85	Trial: 85
18EB3	NONE	496.30	400.00	7	2085	86	Trial: 86
18EB3	NONE	500.00	407.20	7	2078	87	Trial: 87
18EB3	NONE	515.30	390.30	7	2079	88	Trial: 88
18EB3	NONE	508.50	387.90	7	2079	89	Trial: 89
18EB3	NONE	507.60	383.70	7	2078	90	Trial: 90
18EB3	NONE	500.60	401.60	7	2096	91	Trial: 91
18EB3	NONE	505.40	394.40	7	2079	92	Trial: 92
18EB3	NONE	508.40	393.70	7	2082	93	Trial: 93
18EB3	NONE	502.00	401.10	7	2088	94	Trial: 94
18EB3	NONE	509.40	399.90	7	2089	95	Trial: 95
18EB3	NONE	493.10	422.50	7	2088	96	Trial: 96
18EB3	NONE	509.10	388.20	7	529	97	Trial: 97
18EB3	NONE	494.30	400.40	538	2085	97	Trial: 97
18EB3	NONE	505.20	416.60	7	2088	98	Trial: 98
18EB3	NONE	500.30	405.80	7	2089	99	Trial: 99
18EB3	NONE	506.50	390.70	7	2078	100	Trial: 100
18EB3	NONE	508.70	391.90	7	2084	101	Trial: 101
18EB3	NONE	496.70	392.90	7	830	102	Trial: 102
18EB3	NONE	497.30	397.00	838	2078	102	Trial: 102
18EB3	NONE	505.40	401.10	7	2084	103	Trial: 103
18EB3	NONE	513.90	391.70	7	2078	104	Trial: 104
18EB3	NONE	509.00	401.60	7	2082	105	Trial: 105
18EB3	NONE	498.00	401.20	7	2087	106	Trial: 106
18EB3	NONE	514.10	404.50	7	2079	107	Trial: 107
18EB3	NONE	510.50	392.20	7	842	108	Trial: 108
18EB3	NONE	507.30	395.90	850	2078	108	Trial: 108
18EB3	NONE	503.50	393.80	7	2079	109	Trial: 109
18EB3	NONE	513.40	406.50	7	2083	110	Trial: 110
18EB3	NONE	499.60	412.50	7	2088	111	Trial: 111
18EB3	NONE	508.00	403.00	7	2078	112	Trial: 112
18EB3	NONE	511.50	398.60	7	2084	113	Trial: 113
18EB3	NONE	506.70	389.70	7	983	114	Trial: 114
18EB3	NONE	507.20	380.80	992	2080	114	Trial: 114
18EB3	NONE	501.30	386.10	7	2078	115	Trial: 115
18EB3	NONE	509.50	399.80	7	2083	116	Trial: 116
18EB3	NONE	507.80	388.00	7	2077	117	Trial: 117
18EB3	NONE	508.40	385.10	7	2078	118	Trial: 118
18EB3	NONE	506.60	387.10	7	2086	119	Trial: 119
18EB3	NONE	495.30	405.30	7	2088	120	Trial: 120
18EB3	NONE	506.30	395.90	7	864	121	Trial: 121
18EB3	NONE	503.40	399.20	871	2095	121	Trial: 121
18EB3	NONE	506.90	407.20	7	2087	122	Trial: 122
18EB3	NONE	507.50	393.80	7	568	123	Trial: 123
