RECORDING_SESSION_LABEL	CURRENT_FIX_BLINK_AROUND	CURRENT_FIX_X	CURRENT_FIX_Y	TRIAL_INDEX	TRIAL_LABEL
18JG	AFTER	511.20	384.60	1	Trial: 1
18JG	BEFORE	512.70	389.00	1	Trial: 1
18JG	NONE	512.80	382.30	2	Trial: 2
18JG	NONE	503.40	398.50	2	Trial: 2
18JG	NONE	509.80	394.20	3	Trial: 3
18JG	NONE	505.30	393.90	3	Trial: 3
18JG	AFTER	511.60	395.70	4	Trial: 4
18JG	BEFORE	515.10	414.90	4	Trial: 4
18JG	NONE	511.40	398.00	5	Trial: 5
18JG	NONE	504.20	401.30	6	Trial: 6
18JG	AFTER	510.10	388.00	7	Trial: 7
18JG	BEFORE	507.30	380.90	7	Trial: 7
18JG	NONE	513.30	369.80	7	Trial: 7
18JG	AFTER	504.20	398.90	8	Trial: 8
18JG	BEFORE	501.50	391.90	8	Trial: 8
18JG	NONE	514.40	394.60	9	Trial: 9
18JG	NONE	507.00	383.40	10	Trial: 10
18JG	NONE	504.50	371.80	11	Trial: 11
18JG	NONE	523.40	378.20	11	Trial: 11
18JG	NONE	509.10	391.00	11	Trial: 11
18JG	NONE	526.90	392.60	11	Trial: 11
18JG	NONE	506.20	401.00	11	Trial: 11
18JG	AFTER	505.70	398.20	12	Trial: 12
18JG	BEFORE	511.80	390.70	12	Trial: 12
18JG	NONE	514.20	391.60	13	Trial: 13
18JG	NONE	509.30	392.80	13	Trial: 13
18JG	NONE	547.60	396.90	13	Trial: 13
18JG	NONE	515.20	388.50	13	Trial: 13
18JG	NONE	510.60	403.40	14	Trial: 14
18JG	NONE	508.30	401.40	15	Trial: 15
18JG	NONE	510.10	386.30	16	Trial: 16
18JG	NONE	506.70	399.50	17	Trial: 17
18JG	NONE	506.70	390.20	18	Trial: 18
18JG	NONE	514.60	398.50	19	Trial: 19
18JG	NONE	514.90	390.50	20	Trial: 20
18JG	NONE	516.40	373.70	21	Trial: 21
18JG	NONE	511.80	394.50	22	Trial: 22
18JG	NONE	506.30	401.00	22	Trial: 22
18JG	NONE	538.10	398.10	22	Trial: 22
18JG	NONE	510.00	387.70	22	Trial: 22
18JG	NONE	503.30	397.30	23	Trial: 23
18JG	NONE	507.00	380.70	23	Trial: 23
18JG	NONE	511.90	399.80	24	Trial: 24
18JG	NONE	516.10	387.10	25	Trial: 25
18JG	NONE	522.40	384.10	25	Trial: 25
18JG	NONE	511.00	394.90	26	Trial: 26
18JG	NONE	511.70	392.00	27	Trial: 27
18JG	NONE	514.00	389.30	27	Trial: 27
18JG	NONE	530.80	380.80	28	Trial: 28
18JG	NONE	511.70	379.30	28	Trial: 28
18JG	NONE	507.70	395.60	29	Trial: 29
18JG	NONE	509.20	404.20	29	Trial: 29
18JG	NONE	558.50	410.20	29	Trial: 29
18JG	NONE	508.80	399.00	29	Trial: 29
18JG	NONE	514.40	391.30	30	Trial: 30
18JG	AFTER	498.50	373.00	30	Trial: 30
18JG	BEFORE	520.10	378.10	30	Trial: 30
18JG	NONE	513.90	392.10	31	Trial: 31
18JG	NONE	513.90	403.40	31	Trial: 31
18JG	NONE	519.20	391.90	31	Trial: 31
18JG	NONE	510.00	398.20	32	Trial: 32
18JG	NONE	511.10	405.20	32	Trial: 32
18JG	NONE	509.80	388.20	33	Trial: 33
18JG	NONE	514.70	386.00	34	Trial: 34
18JG	NONE	516.70	371.30	34	Trial: 34
18JG	NONE	509.70	394.20	35	Trial: 35
18JG	AFTER	510.40	391.00	36	Trial: 36
18JG	BEFORE	509.10	387.80	36	Trial: 36
18JG	NONE	509.20	383.60	37	Trial: 37
18JG	NONE	513.40	387.30	38	Trial: 38
