RECORDING_SESSION_LABEL	CURRENT_FIX_BLINK_AROUND	CURRENT_FIX_X	CURRENT_FIX_Y	TRIAL_INDEX	TRIAL_LABEL
18GL7	NONE	510.50	384.20	1	Trial: 1
18GL7	NONE	515.00	319.80	1	Trial: 1
18GL7	NONE	504.50	318.80	1	Trial: 1
18GL7	NONE	516.10	402.60	1	Trial: 1
18GL7	NONE	508.20	401.60	1	Trial: 1
18GL7	NONE	506.70	400.10	2	Trial: 2
18GL7	NONE	513.90	389.70	3	Trial: 3
18GL7	NONE	512.40	388.30	3	Trial: 3
18GL7	NONE	510.80	397.60	4	Trial: 4
18GL7	NONE	506.40	390.50	5	Trial: 5
18GL7	NONE	508.30	381.30	6	Trial: 6
18GL7	NONE	506.90	395.30	7	Trial: 7
18GL7	NONE	506.50	384.40	8	Trial: 8
18GL7	NONE	508.80	396.00	8	Trial: 8
18GL7	NONE	511.60	390.80	9	Trial: 9
18GL7	NONE	509.80	400.70	10	Trial: 10
18GL7	NONE	508.40	388.10	11	Trial: 11
18GL7	NONE	507.00	401.50	11	Trial: 11
18GL7	NONE	510.90	392.90	12	Trial: 12
18GL7	NONE	510.40	384.10	13	Trial: 13
18GL7	NONE	503.50	390.10	13	Trial: 13
18GL7	NONE	505.20	387.70	13	Trial: 13
18GL7	NONE	514.30	388.30	14	Trial: 14
18GL7	NONE	509.40	401.90	14	Trial: 14
18GL7	NONE	510.50	386.30	15	Trial: 15
18GL7	NONE	500.50	395.30	15	Trial: 15
18GL7	NONE	511.40	391.10	15	Trial: 15
18GL7	NONE	509.80	385.40	16	Trial: 16
18GL7	NONE	498.20	393.20	16	Trial: 16
18GL7	NONE	508.80	385.60	16	Trial: 16
18GL7	NONE	514.90	393.00	17	Trial: 17
18GL7	NONE	511.90	394.90	17	Trial: 17
18GL7	NONE	510.50	387.20	18	Trial: 18
18GL7	NONE	512.50	391.90	18	Trial: 18
18GL7	NONE	504.10	398.90	18	Trial: 18
18GL7	NONE	508.20	394.40	19	Trial: 19
18GL7	NONE	511.60	389.00	20	Trial: 20
18GL7	NONE	505.20	400.10	20	Trial: 20
18GL7	NONE	514.00	395.70	20	Trial: 20
18GL7	NONE	507.20	397.50	21	Trial: 21
18GL7	NONE	510.00	396.80	22	Trial: 22
18GL7	NONE	516.10	385.70	23	Trial: 23
18GL7	NONE	508.10	390.30	23	Trial: 23
18GL7	NONE	511.10	396.80	24	Trial: 24
18GL7	AFTER	512.40	384.70	25	Trial: 25
18GL7	BEFORE	507.20	393.00	25	Trial: 25
18GL7	NONE	509.90	386.50	26	Trial: 26
18GL7	NONE	501.90	382.20	26	Trial: 26
18GL7	NONE	508.10	396.80	26	Trial: 26
18GL7	NONE	513.70	390.50	27	Trial: 27
18GL7	NONE	504.60	393.60	27	Trial: 27
18GL7	NONE	508.90	406.70	27	Trial: 27
18GL7	AFTER	510.20	384.40	28	Trial: 28
18GL7	BEFORE	504.00	392.20	28	Trial: 28
18GL7	NONE	509.10	390.50	29	Trial: 29
18GL7	AFTER	513.70	388.80	30	Trial: 30
18GL7	BEFORE	511.00	390.30	30	Trial: 30
18GL7	NONE	509.10	387.90	31	Trial: 31
18GL7	NONE	503.70	397.00	31	Trial: 31
18GL7	NONE	515.10	389.80	32	Trial: 32
18GL7	NONE	515.20	400.90	33	Trial: 33
18GL7	NONE	509.90	402.10	34	Trial: 34
18GL7	NONE	496.80	402.30	34	Trial: 34
18GL7	NONE	508.00	401.50	34	Trial: 34
18GL7	NONE	511.90	387.80	35	Trial: 35
18GL7	NONE	512.40	387.50	35	Trial: 35
18GL7	NONE	509.30	385.40	36	Trial: 36
18GL7	NONE	509.10	394.30	37	Trial: 37
18GL7	AFTER	513.30	387.00	38	Trial: 38
18GL7	BEFORE	509.00	387.80	38	Trial: 38
18GL7	AFTER	514.10	386.20	39	Trial: 39
18GL7	BEFORE	513.10	400.10	39	Trial: 39
18GL7	NONE	518.40	381.40	40	Trial: 40
18GL7	NONE	517.10	394.00	40	Trial: 40
18GL7	NONE	515.70	390.10	40	Trial: 40
18GL7	NONE	514.30	391.00	41	Trial: 41
18GL7	NONE	509.10	399.10	41	Trial: 41
18GL7	NONE	513.40	400.10	42	Trial: 42
18GL7	NONE	512.80	394.80	43	Trial: 43
18GL7	NONE	509.10	389.50	44	Trial: 44
18GL7	NONE	492.90	390.30	44	Trial: 44
18GL7	NONE	505.70	420.50	44	Trial: 44
18GL7	NONE	512.10	391.20	45	Trial: 45
18GL7	NONE	509.40	401.70	45	Trial: 45
18GL7	NONE	503.10	399.20	45	Trial: 45
18GL7	NONE	512.70	388.70	46	Trial: 46
18GL7	NONE	508.40	403.10	46	Trial: 46
18GL7	NONE	512.50	384.00	47	Trial: 47
18GL7	NONE	501.50	389.40	47	Trial: 47
18GL7	NONE	492.80	396.30	47	Trial: 47
18GL7	NONE	490.00	394.70	47	Trial: 47
18GL7	NONE	499.00	392.80	47	Trial: 47
18GL7	NONE	512.20	383.90	48	Trial: 48
18GL7	NONE	509.00	388.10	48	Trial: 48
