RECORDING_SESSION_LABEL	CURRENT_FIX_BLINK_AROUND	CURRENT_FIX_X	CURRENT_FIX_Y	TRIAL_INDEX	TRIAL_LABEL
18LS4	NONE	512.70	388.70	1	Trial: 1
18LS4	AFTER	511.60	387.90	2	Trial: 2
18LS4	BEFORE	506.10	421.20	2	Trial: 2
18LS4	NONE	503.60	377.50	3	Trial: 3
18LS4	NONE	515.60	391.30	4	Trial: 4
18LS4	NONE	511.60	394.20	5	Trial: 5
18LS4	NONE	508.00	393.70	6	Trial: 6
18LS4	NONE	516.40	391.60	7	Trial: 7
18LS4	NONE	519.60	387.00	8	Trial: 8
18LS4	NONE	510.40	385.90	9	Trial: 9
18LS4	NONE	499.40	402.90	9	Trial: 9
18LS4	NONE	508.00	387.80	10	Trial: 10
18LS4	NONE	510.50	389.20	11	Trial: 11
18LS4	NONE	511.80	386.60	12	Trial: 12
18LS4	NONE	508.20	386.40	12	Trial: 12
18LS4	NONE	513.00	384.50	13	Trial: 13
18LS4	NONE	514.70	378.60	14	Trial: 14
18LS4	NONE	517.20	393.60	15	Trial: 15
18LS4	NONE	498.90	380.80	16	Trial: 16
18LS4	NONE	507.10	390.40	17	Trial: 17
18LS4	NONE	515.90	384.40	18	Trial: 18
18LS4	NONE	498.60	401.70	18	Trial: 18
18LS4	NONE	510.10	388.20	19	Trial: 19
18LS4	NONE	500.30	383.60	19	Trial: 19
18LS4	NONE	520.20	395.30	20	Trial: 20
18LS4	NONE	519.40	379.00	21	Trial: 21
18LS4	NONE	518.00	380.60	21	Trial: 21
18LS4	NONE	505.00	390.20	22	Trial: 22
18LS4	NONE	609.30	351.70	22	Trial: 22
18LS4	NONE	491.10	401.10	22	Trial: 22
18LS4	NONE	510.10	390.40	23	Trial: 23
18LS4	NONE	516.00	398.30	23	Trial: 23
18LS4	NONE	508.70	391.40	23	Trial: 23
18LS4	NONE	511.30	387.50	24	Trial: 24
18LS4	NONE	504.60	406.80	24	Trial: 24
18LS4	NONE	509.30	393.20	24	Trial: 24
18LS4	NONE	630.40	331.40	24	Trial: 24
18LS4	NONE	499.70	389.10	24	Trial: 24
18LS4	NONE	508.70	381.90	25	Trial: 25
18LS4	NONE	509.10	398.10	25	Trial: 25
18LS4	NONE	517.70	387.20	26	Trial: 26
18LS4	NONE	511.00	404.00	26	Trial: 26
18LS4	NONE	512.50	383.20	27	Trial: 27
18LS4	NONE	509.40	384.20	28	Trial: 28
18LS4	NONE	513.80	387.60	28	Trial: 28
18LS4	NONE	504.20	396.80	28	Trial: 28
18LS4	NONE	518.10	380.60	29	Trial: 29
18LS4	NONE	513.20	393.20	30	Trial: 30
18LS4	NONE	519.80	394.40	30	Trial: 30
18LS4	NONE	498.60	380.30	31	Trial: 31
18LS4	NONE	510.20	393.30	31	Trial: 31
18LS4	NONE	512.20	378.50	32	Trial: 32
18LS4	NONE	504.70	390.80	32	Trial: 32
18LS4	NONE	521.40	378.40	32	Trial: 32
18LS4	NONE	504.20	375.50	32	Trial: 32
18LS4	NONE	510.80	390.30	33	Trial: 33
18LS4	NONE	511.30	396.20	33	Trial: 33
18LS4	AFTER	521.10	421.40	33	Trial: 33
18LS4	BEFORE	508.30	406.40	33	Trial: 33
18LS4	NONE	512.50	380.40	34	Trial: 34
18LS4	NONE	507.20	388.70	34	Trial: 34
18LS4	NONE	513.50	381.80	35	Trial: 35
18LS4	NONE	509.90	386.80	35	Trial: 35
18LS4	NONE	512.00	379.20	36	Trial: 36
18LS4	NONE	513.30	384.70	36	Trial: 36
18LS4	AFTER	510.10	387.40	37	Trial: 37
18LS4	BEFORE	514.40	401.30	37	Trial: 37
18LS4	NONE	512.30	395.20	37	Trial: 37
