RECORDING_SESSION_LABEL	CURRENT_FIX_BLINK_AROUND	CURRENT_FIX_X	CURRENT_FIX_Y	TRIAL_INDEX	TRIAL_LABEL
18HB9	NONE	512.90	380.30	1	Trial: 1
18HB9	NONE	509.90	374.90	1	Trial: 1
18HB9	NONE	510.40	272.20	1	Trial: 1
18HB9	NONE	507.10	392.30	1	Trial: 1
18HB9	NONE	508.30	378.00	1	Trial: 1
18HB9	NONE	508.30	265.20	1	Trial: 1
18HB9	NONE	509.90	383.40	2	Trial: 2
18HB9	AFTER	617.90	251.70	2	Trial: 2
18HB9	BEFORE	576.60	298.30	2	Trial: 2
18HB9	AFTER	514.00	385.60	3	Trial: 3
18HB9	BEFORE	510.40	375.70	3	Trial: 3
18HB9	NONE	511.00	385.60	3	Trial: 3
18HB9	NONE	505.80	366.40	3	Trial: 3
18HB9	NONE	533.90	339.10	3	Trial: 3
18HB9	NONE	538.10	331.00	3	Trial: 3
18HB9	NONE	510.80	381.40	4	Trial: 4
18HB9	NONE	513.50	362.10	4	Trial: 4
18HB9	NONE	686.90	356.80	4	Trial: 4
18HB9	NONE	518.80	387.70	4	Trial: 4
18HB9	NONE	405.00	534.10	4	Trial: 4
18HB9	NONE	506.10	382.70	5	Trial: 5
18HB9	NONE	539.40	346.30	5	Trial: 5
18HB9	NONE	477.80	436.60	5	Trial: 5
18HB9	NONE	481.30	424.10	5	Trial: 5
18HB9	NONE	534.80	336.40	5	Trial: 5
18HB9	AFTER	510.50	382.30	6	Trial: 6
18HB9	BEFORE	507.50	384.00	6	Trial: 6
18HB9	NONE	509.40	385.00	7	Trial: 7
18HB9	NONE	506.70	388.90	7	Trial: 7
18HB9	NONE	509.20	385.70	8	Trial: 8
18HB9	NONE	481.70	339.00	8	Trial: 8
18HB9	NONE	513.70	392.50	9	Trial: 9
18HB9	NONE	572.10	399.40	9	Trial: 9
18HB9	AFTER	513.90	381.80	10	Trial: 10
18HB9	BEFORE	508.80	396.40	10	Trial: 10
18HB9	NONE	633.50	246.60	10	Trial: 10
18HB9	NONE	620.70	222.50	10	Trial: 10
18HB9	NONE	510.50	389.00	11	Trial: 11
18HB9	NONE	724.40	408.20	11	Trial: 11
18HB9	AFTER	419.40	391.80	11	Trial: 11
18HB9	BEFORE	290.20	388.80	11	Trial: 11
18HB9	NONE	512.90	384.90	12	Trial: 12
18HB9	NONE	512.40	272.30	12	Trial: 12
18HB9	NONE	507.10	490.20	12	Trial: 12
18HB9	NONE	510.40	513.30	12	Trial: 12
18HB9	NONE	514.10	385.50	13	Trial: 13
18HB9	NONE	519.70	381.10	13	Trial: 13
18HB9	NONE	715.50	393.50	13	Trial: 13
18HB9	NONE	491.70	386.40	13	Trial: 13
18HB9	NONE	524.70	392.00	13	Trial: 13
18HB9	NONE	298.50	384.00	13	Trial: 13
18HB9	NONE	300.20	386.70	13	Trial: 13
18HB9	NONE	511.60	383.70	14	Trial: 14
18HB9	AFTER	509.50	381.50	14	Trial: 14
18HB9	BEFORE	507.20	386.20	14	Trial: 14
18HB9	NONE	449.80	385.20	14	Trial: 14
18HB9	NONE	506.50	378.30	15	Trial: 15
18HB9	NONE	509.40	391.60	15	Trial: 15
18HB9	NONE	307.30	390.50	15	Trial: 15
18HB9	NONE	289.00	380.00	15	Trial: 15
18HB9	NONE	508.90	384.30	16	Trial: 16
18HB9	NONE	509.00	380.20	16	Trial: 16
18HB9	NONE	408.40	337.00	16	Trial: 16
18HB9	AFTER	502.40	484.30	16	Trial: 16
18HB9	BEFORE	514.80	505.40	16	Trial: 16
18HB9	AFTER	513.20	387.20	17	Trial: 17
18HB9	BEFORE	505.40	390.50	17	Trial: 17
18HB9	NONE	509.30	382.60	18	Trial: 18
18HB9	NONE	409.70	333.60	18	Trial: 18
18HB9	AFTER	523.30	403.50	18	Trial: 18
18HB9	BEFORE	529.10	408.80	18	Trial: 18
18HB9	NONE	510.70	380.90	18	Trial: 18
18HB9	AFTER	512.20	385.00	19	Trial: 19
18HB9	BEFORE	512.40	394.00	19	Trial: 19
18HB9	NONE	511.70	380.60	20	Trial: 20
18HB9	NONE	464.00	371.30	20	Trial: 20
18HB9	NONE	455.10	372.00	20	Trial: 20
18HB9	NONE	515.20	383.50	21	Trial: 21
18HB9	NONE	509.20	379.10	21	Trial: 21
18HB9	NONE	517.80	396.60	21	Trial: 21
18HB9	AFTER	511.10	385.80	22	Trial: 22
18HB9	BEFORE	506.20	385.50	22	Trial: 22
18HB9	NONE	524.10	364.60	22	Trial: 22
18HB9	AFTER	529.10	342.80	22	Trial: 22
18HB9	BEFORE	832.50	446.30	22	Trial: 22
18HB9	AFTER	510.70	385.00	23	Trial: 23
18HB9	BOTH	509.60	382.30	23	Trial: 23
18HB9	BEFORE	510.90	386.90	23	Trial: 23
18HB9	NONE	584.60	381.00	23	Trial: 23
18HB9	AFTER	514.40	388.80	24	Trial: 24
18HB9	BEFORE	520.80	385.80	24	Trial: 24
18HB9	NONE	507.80	386.90	24	Trial: 24
18HB9	NONE	516.30	394.90	24	Trial: 24
18HB9	NONE	540.30	372.80	24	Trial: 24
18HB9	NONE	544.30	343.50	24	Trial: 24
18HB9	NONE	513.60	388.90	25	Trial: 25
18HB9	AFTER	414.50	447.40	25	Trial: 25
18HB9	BEFORE	422.90	476.60	25	Trial: 25
