RECORDING_SESSION_LABEL	CURRENT_FIX_BLINK_AROUND	CURRENT_FIX_X	CURRENT_FIX_Y	TRIAL_INDEX	TRIAL_LABEL
18RN	NONE	507.20	395.60	1	Trial: 1
18RN	NONE	508.10	392.20	2	Trial: 2
18RN	NONE	500.40	399.90	3	Trial: 3
18RN	NONE	507.20	392.20	4	Trial: 4
18RN	NONE	496.50	399.20	5	Trial: 5
18RN	NONE	508.70	390.00	6	Trial: 6
18RN	NONE	513.80	387.20	7	Trial: 7
18RN	NONE	511.00	385.10	8	Trial: 8
18RN	NONE	505.80	407.70	8	Trial: 8
18RN	NONE	510.40	393.10	9	Trial: 9
18RN	NONE	485.20	419.50	9	Trial: 9
18RN	NONE	506.80	407.90	9	Trial: 9
18RN	NONE	505.70	380.90	10	Trial: 10
18RN	NONE	508.80	402.80	10	Trial: 10
18RN	NONE	512.90	386.80	11	Trial: 11
18RN	NONE	500.40	399.50	12	Trial: 12
18RN	NONE	502.10	399.10	13	Trial: 13
18RN	NONE	500.80	400.50	14	Trial: 14
18RN	NONE	512.70	394.10	15	Trial: 15
18RN	NONE	504.40	400.00	16	Trial: 16
18RN	NONE	506.90	394.40	17	Trial: 17
18RN	NONE	501.70	397.00	18	Trial: 18
18RN	NONE	506.60	395.60	19	Trial: 19
18RN	NONE	493.00	403.50	19	Trial: 19
18RN	NONE	509.70	400.30	19	Trial: 19
18RN	NONE	508.20	392.60	20	Trial: 20
18RN	NONE	506.70	398.20	21	Trial: 21
18RN	NONE	503.60	389.30	22	Trial: 22
18RN	NONE	484.00	402.40	22	Trial: 22
18RN	NONE	507.80	398.30	22	Trial: 22
18RN	NONE	506.00	399.70	23	Trial: 23
18RN	NONE	514.00	389.20	24	Trial: 24
18RN	NONE	505.40	405.90	25	Trial: 25
18RN	NONE	507.30	398.20	26	Trial: 26
18RN	NONE	509.60	395.80	27	Trial: 27
18RN	NONE	508.30	388.90	28	Trial: 28
18RN	NONE	501.20	392.70	28	Trial: 28
18RN	NONE	507.60	388.80	28	Trial: 28
18RN	NONE	510.00	399.50	29	Trial: 29
18RN	NONE	506.40	398.10	30	Trial: 30
18RN	NONE	495.80	415.60	31	Trial: 31
18RN	NONE	503.40	400.20	32	Trial: 32
18RN	NONE	510.00	395.00	33	Trial: 33
18RN	NONE	506.70	400.40	34	Trial: 34
18RN	NONE	500.20	402.60	35	Trial: 35
18RN	NONE	500.50	401.60	36	Trial: 36
18RN	NONE	511.20	394.70	37	Trial: 37
18RN	NONE	503.20	396.00	37	Trial: 37
18RN	NONE	515.50	388.90	38	Trial: 38
18RN	NONE	502.30	395.00	38	Trial: 38
18RN	NONE	498.40	412.90	38	Trial: 38
18RN	NONE	508.50	390.20	39	Trial: 39
18RN	NONE	506.90	396.60	39	Trial: 39
18RN	NONE	511.10	390.10	40	Trial: 40
18RN	NONE	508.30	387.10	41	Trial: 41
18RN	NONE	505.20	402.60	42	Trial: 42
18RN	NONE	504.80	396.30	43	Trial: 43
18RN	NONE	464.10	402.00	43	Trial: 43
18RN	NONE	504.20	394.30	43	Trial: 43
18RN	NONE	500.80	406.70	44	Trial: 44
18RN	NONE	506.80	398.60	45	Trial: 45
18RN	NONE	508.30	391.70	46	Trial: 46
18RN	NONE	497.60	412.70	47	Trial: 47
18RN	NONE	511.80	389.20	48	Trial: 48
18RN	NONE	502.90	403.40	49	Trial: 49
18RN	NONE	506.90	401.40	50	Trial: 50
18RN	NONE	508.60	396.00	51	Trial: 51
18RN	NONE	510.30	396.10	51	Trial: 51
18RN	NONE	505.90	396.40	52	Trial: 52
18RN	NONE	502.90	409.20	53	Trial: 53
18RN	NONE	512.40	385.00	54	Trial: 54
18RN	NONE	519.50	388.90	54	Trial: 54
18RN	NONE	505.60	410.20	54	Trial: 54
18RN	NONE	502.20	401.60	55	Trial: 55
