RECORDING_SESSION_LABEL	CURRENT_FIX_BLINK_AROUND	CURRENT_FIX_X	CURRENT_FIX_Y	TRIAL_INDEX	TRIAL_LABEL
18AH2	NONE	509.90	396.70	1	Trial: 1
18AH2	NONE	506.40	376.30	1	Trial: 1
18AH2	NONE	503.40	392.90	2	Trial: 2
18AH2	NONE	506.30	387.60	3	Trial: 3
18AH2	NONE	515.30	388.20	3	Trial: 3
18AH2	NONE	513.40	375.60	3	Trial: 3
18AH2	NONE	510.10	400.70	4	Trial: 4
18AH2	NONE	595.40	344.50	4	Trial: 4
18AH2	NONE	519.80	378.80	4	Trial: 4
18AH2	NONE	506.20	384.20	5	Trial: 5
18AH2	NONE	518.80	348.20	5	Trial: 5
18AH2	NONE	504.90	357.90	5	Trial: 5
18AH2	NONE	502.10	381.80	6	Trial: 6
18AH2	NONE	515.50	373.90	6	Trial: 6
18AH2	NONE	498.60	384.50	7	Trial: 7
18AH2	NONE	496.50	362.70	7	Trial: 7
18AH2	NONE	520.00	366.80	8	Trial: 8
18AH2	NONE	503.60	373.50	9	Trial: 9
18AH2	NONE	514.80	374.40	10	Trial: 10
18AH2	NONE	512.20	346.50	10	Trial: 10
18AH2	NONE	497.20	378.90	11	Trial: 11
18AH2	NONE	501.70	368.00	11	Trial: 11
18AH2	NONE	509.20	367.60	12	Trial: 12
18AH2	NONE	514.00	380.80	13	Trial: 13
18AH2	NONE	516.00	374.60	13	Trial: 13
18AH2	NONE	507.00	373.70	13	Trial: 13
18AH2	NONE	507.60	351.20	14	Trial: 14
18AH2	NONE	508.60	365.70	15	Trial: 15
18AH2	NONE	507.20	369.90	16	Trial: 16
18AH2	NONE	506.50	383.40	17	Trial: 17
18AH2	NONE	518.30	375.90	18	Trial: 18
18AH2	NONE	511.90	381.00	19	Trial: 19
18AH2	NONE	521.40	402.00	19	Trial: 19
18AH2	NONE	516.10	369.60	19	Trial: 19
18AH2	NONE	504.20	378.20	20	Trial: 20
18AH2	AFTER	515.30	377.20	21	Trial: 21
18AH2	BEFORE	507.50	371.90	21	Trial: 21
18AH2	NONE	513.10	382.10	22	Trial: 22
18AH2	NONE	508.00	359.50	22	Trial: 22
18AH2	NONE	507.90	310.90	22	Trial: 22
18AH2	NONE	508.40	375.30	22	Trial: 22
18AH2	NONE	503.00	383.90	22	Trial: 22
18AH2	NONE	513.80	365.00	23	Trial: 23
18AH2	NONE	515.80	372.80	24	Trial: 24
18AH2	NONE	518.50	361.60	24	Trial: 24
18AH2	NONE	500.00	389.30	25	Trial: 25
18AH2	NONE	510.10	362.50	25	Trial: 25
18AH2	NONE	506.70	380.10	26	Trial: 26
18AH2	NONE	508.20	366.50	26	Trial: 26
18AH2	NONE	510.40	387.80	27	Trial: 27
18AH2	NONE	513.40	382.00	27	Trial: 27
18AH2	NONE	507.30	370.40	28	Trial: 28
18AH2	NONE	509.30	376.00	29	Trial: 29
18AH2	NONE	520.40	397.30	29	Trial: 29
18AH2	NONE	520.60	406.10	29	Trial: 29
18AH2	NONE	509.90	393.60	30	Trial: 30
18AH2	NONE	509.40	385.50	31	Trial: 31
18AH2	NONE	510.30	373.50	32	Trial: 32
18AH2	NONE	521.10	357.80	32	Trial: 32
18AH2	NONE	493.20	377.40	33	Trial: 33
18AH2	NONE	509.40	361.10	34	Trial: 34
18AH2	NONE	497.90	374.30	35	Trial: 35
18AH2	AFTER	508.40	372.60	36	Trial: 36
18AH2	BEFORE	503.70	441.60	36	Trial: 36
18AH2	NONE	501.20	383.90	36	Trial: 36
18AH2	NONE	506.00	367.00	36	Trial: 36
18AH2	NONE	506.90	387.70	37	Trial: 37
18AH2	NONE	508.70	365.30	37	Trial: 37
18AH2	NONE	519.00	374.60	38	Trial: 38
18AH2	NONE	504.70	365.70	39	Trial: 39
18AH2	NONE	512.10	364.60	40	Trial: 40
18AH2	NONE	502.20	386.90	41	Trial: 41
18AH2	NONE	505.60	381.00	41	Trial: 41
18AH2	NONE	524.10	456.60	42	Trial: 42
18AH2	NONE	509.80	386.40	42	Trial: 42
18AH2	NONE	496.10	375.00	43	Trial: 43
18AH2	NONE	504.70	368.30	44	Trial: 44
18AH2	NONE	499.50	375.80	45	Trial: 45
18AH2	NONE	511.30	359.50	45	Trial: 45
18AH2	AFTER	517.80	409.30	46	Trial: 46
18AH2	BEFORE	508.40	373.50	46	Trial: 46
18AH2	NONE	509.00	387.80	47	Trial: 47
18AH2	NONE	521.60	373.10	47	Trial: 47
18AH2	NONE	542.80	401.40	47	Trial: 47
18AH2	NONE	519.30	378.30	47	Trial: 47
18AH2	NONE	508.20	386.30	48	Trial: 48
18AH2	NONE	518.30	381.00	48	Trial: 48
18AH2	NONE	508.60	371.80	49	Trial: 49
18AH2	NONE	492.70	371.70	50	Trial: 50
18AH2	NONE	488.80	381.10	51	Trial: 51
18AH2	NONE	495.40	372.30	51	Trial: 51
18AH2	NONE	518.30	369.00	52	Trial: 52
18AH2	NONE	522.80	361.40	52	Trial: 52
18AH2	NONE	493.50	380.70	53	Trial: 53
18AH2	NONE	498.40	367.40	53	Trial: 53
18AH2	NONE	500.90	380.80	54	Trial: 54
18AH2	NONE	501.80	379.90	54	Trial: 54
18AH2	NONE	499.10	374.30	55	Trial: 55
18AH2	NONE	501.50	360.20	55	Trial: 55
18AH2	AFTER	514.20	383.30	56	Trial: 56
18AH2	BEFORE	513.00	391.00	56	Trial: 56
18AH2	NONE	502.90	366.70	56	Trial: 56
18AH2	NONE	530.70	356.90	56	Trial: 56
18AH2	NONE	506.50	375.10	57	Trial: 57
18AH2	NONE	500.20	384.50	57	Trial: 57
18AH2	NONE	515.10	383.20	58	Trial: 58
18AH2	NONE	504.30	366.10	58	Trial: 58
18AH2	NONE	523.60	388.10	58	Trial: 58
18AH2	NONE	514.20	379.70	59	Trial: 59
18AH2	NONE	507.20	356.50	59	Trial: 59
18AH2	NONE	512.90	366.60	59	Trial: 59
18AH2	NONE	507.50	371.70	60	Trial: 60
18AH2	NONE	519.60	360.20	60	Trial: 60
18AH2	NONE	505.10	386.00	61	Trial: 61
18AH2	NONE	522.20	372.20	62	Trial: 62
18AH2	NONE	506.10	350.00	62	Trial: 62
18AH2	NONE	510.40	382.70	63	Trial: 63
18AH2	NONE	508.30	390.50	64	Trial: 64
18AH2	NONE	509.60	369.90	64	Trial: 64
18AH2	NONE	503.50	369.10	65	Trial: 65
18AH2	NONE	519.00	365.00	65	Trial: 65
18AH2	NONE	516.40	364.30	65	Trial: 65
18AH2	NONE	502.60	387.30	66	Trial: 66
18AH2	NONE	504.90	385.10	66	Trial: 66
18AH2	NONE	499.50	368.70	67	Trial: 67
18AH2	NONE	511.60	381.10	68	Trial: 68
18AH2	NONE	516.30	372.40	68	Trial: 68
18AH2	NONE	516.90	386.40	69	Trial: 69
18AH2	NONE	512.20	376.20	69	Trial: 69
18AH2	NONE	500.90	378.20	70	Trial: 70
18AH2	NONE	507.10	379.50	70	Trial: 70
18AH2	NONE	503.50	374.70	71	Trial: 71
18AH2	NONE	475.40	371.40	71	Trial: 71
18AH2	NONE	504.70	376.20	71	Trial: 71
18AH2	NONE	512.60	373.50	72	Trial: 72
18AH2	NONE	462.70	354.00	72	Trial: 72
18AH2	NONE	502.90	334.60	72	Trial: 72
18AH2	NONE	504.70	362.40	73	Trial: 73
18AH2	NONE	492.70	339.80	73	Trial: 73
18AH2	AFTER	513.60	385.50	74	Trial: 74
18AH2	BOTH	514.00	408.40	74	Trial: 74
18AH2	BEFORE	507.80	384.60	74	Trial: 74
18AH2	NONE	506.30	358.90	74	Trial: 74
18AH2	NONE	512.70	389.30	75	Trial: 75
18AH2	NONE	521.40	374.20	75	Trial: 75
18AH2	NONE	509.10	390.20	76	Trial: 76
18AH2	NONE	526.20	374.10	76	Trial: 76
18AH2	NONE	482.60	363.30	76	Trial: 76
18AH2	NONE	538.30	369.60	76	Trial: 76
18AH2	NONE	501.00	376.10	77	Trial: 77
18AH2	NONE	502.60	384.40	78	Trial: 78
18AH2	NONE	496.50	388.30	79	Trial: 79
18AH2	NONE	495.90	373.50	79	Trial: 79
18AH2	NONE	506.20	363.50	80	Trial: 80
18AH2	NONE	507.50	362.10	80	Trial: 80
18AH2	NONE	504.90	369.10	80	Trial: 80
18AH2	NONE	511.10	368.20	81	Trial: 81
18AH2	NONE	503.90	378.20	82	Trial: 82
18AH2	NONE	513.40	365.70	83	Trial: 83
