"experimentPhase"	"trialnum"	"subject"	"task"	"noisePercent"	"targetLeftRightIfOne"	"streamsPerRing"	"baseAngleCWfromEast"	"resp0"	"button0"	"cuePos0"	"answer0"	"correct0"	"whichStream0"	"whichRespCue0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"streamLtrSequence6"	"streamLtrSequence7"	"timingBlips"	"fixationReject"
"main"	21	"AJ7 "	" oneCued "	0	" right "	8	225	"O "	0	7	"Y "	0	6	0	6	"UEVOFSJHZRPBLKIAGXTMYDQN"	"DENYRJQGZKVOAPHFSMTXIBLU"	"MXVINKBLPQUHEGSOJDTYZAFR"	"BSOGHRVNIUTFLMYKEAPZJQDX"	"YHNZRXFEKPVJLOGSDUTMQBAI"	"MOBLQYFIAKPJRTXNHDZGSUEV"	"BJEUSLKYHQZDAOIXFPRVNGMT"	"KGIRDPXOQBUJAVMTNLSYFZHE"	0	FALSE
"main"	22	"AJ7 "	" oneCued "	0	" right "	8	270	"V "	0	7	"V "	1	4	0	0	"QDVOBJAKRTPXUFEZGYHMLINS"	"HDLRVXFAPEBIKSJQYNOMGZTU"	"BDMSEKGLXPUIRZHNTQOAFJVY"	"FLBIQNKJTZRDVSAMXOGPYEHU"	"SREKOFPVUZHYDGNMJILABXTQ"	"ROQISUDFJPGVTXHAMYNKZBEL"	"MAXZHOYNSKTIQJLGDRPUVFBE"	"FRZBAXQGSOKUNJEPMHVTYILD"	0	FALSE
"main"	23	"AJ7 "	" oneCued "	0	" right "	8	270	"U "	0	6	"Z "	0	0	0	5	"OSRALKZINMJUBTHPXFEDQVGY"	"SBZOLJVGRHXYFQDNITEAMUKP"	"GHJDFTSNZKOAPULXQYMBIVER"	"VDYIZEPXHNOSJLRFGBKQATMU"	"KAZEFPHVTRSUBLQXONMGYIJD"	"PTFKENRSBIUXYLMQDGVOHJAZ"	"VHRDTAEOJBUSKZGXFYLINMQP"	"FLZUJPQETONGVABMSYDXRHIK"	0	FALSE
"main"	24	"AJ7 "	" oneCued "	0	" right "	8	315	"S "	2	9	"P "	0	0	0	1	"QXEIJVDYGPSBFUMONZTLHRAK"	"GIYUJXHOBNPRALDVZMQKTFSE"	"TVNYMJLBAEUFKOZXDHQGRPSI"	"XZPKSFOREBMDJIVUQAHNYTLG"	"MDTBEOANJRPUGKVLSQXYIFZH"	"QBPLIHDUEZSJXKGANVYOMFRT"	"JUPLYTOMZIRXDEGVHNKSBFQA"	"JMVAZDLQSIKGNUXFTBRPYOEH"	0	FALSE
"main"	27	"AJ7 "	" oneCued "	0	" right "	8	180	"B "	0	9	"P "	0	5	0	2	"OTQDHXSRAULIFGBYZVJENMPK"	"INVPUHJYLKQETMOXBRADSFZG"	"XRHNKLGQOTBIDJPVFUZAMESY"	"SMNIXQDYOPFGZAHKEBTJVLRU"	"FIDPOBHKTUVLJAYRXGSQMZNE"	"HLETOQUXIPGBKNJMVAFSZYDR"	"DPGBRUSLEIVQYJHKNZTXAMOF"	"NEVSZPDALGYOXFKQUBMRHIJT"	0	FALSE
"main"	28	"AJ7 "	" oneCued "	0	" right "	8	90	"K "	0	7	"F "	0	4	0	1	"RZAHLJSNEXVIUODTPFYQGBKM"	"NYGPFZXSKJRVUIETAMOHBQLD"	"DTELNYAJSZIPKOQXGVMHFUBR"	"IZDHORNJEXKYASQBTFGLMUVP"	"MAGVPNQFKOEIRBHXYZLSUJTD"	"NIHRAMEPBSLJFOYZQUXDTGKV"	"MSPKANBZRTEGOLFVXYDJUIQH"	"SLZMJPRBENDHOUQYTXKAIFVG"	0	FALSE
"main"	33	"AJ7 "	" oneCued "	0	" right "	8	270	"O "	2	10	"S "	0	6	0	1	"NAGMEDQPROBHFXIJZVKSTYUL"	"ZEXOUNYRBVGJFPLHADTQMISK"	"NAHVELORXMKYQUIJSFDBZTPG"	"ULNVBYEORTDSHGZIMJPKFXAQ"	"DTIRFHUBXVGEAQNPOYJMKZSL"	"HVDGYSFNMLEABTIRZOQJKUPX"	"GQTLMZNIAFSOJXPYKREUBHVD"	"LPZYKMXOJEQDHNFGTSRIBVUA"	0	FALSE
"main"	34	"AJ7 "	" oneCued "	0	" right "	8	270	"P "	0	8	"O "	0	4	0	2	"PAVZJFBMXYRUSQONGDHITKLE"	"BEJZVGKYUDOQTSINHLMXPFRA"	"VSJNBFGQYKPXTAULZHOIEMDR"	"EJBDVZHYLOKXGSUIANMQPTFR"	"XINTFYAZOHPVKDMGBEUJSRLQ"	"TAEKQJXMLBDZONGFYIVHSRUP"	"BFVHYZJQKSENXDPROMALIGUT"	"SANUMOELKPDJRIGQZVHFBYTX"	0	FALSE
"main"	36	"AJ7 "	" oneCued "	0	" right "	8	45	"P "	0	8	"R "	0	0	0	-1	"BQGIOLXPRHYSUEDJFAVMTZKN"	"GRONQTJZIAFMLYSBVPHDEXUK"	"TOGYQSKVUPXDFAELBHZRJMIN"	"UGFREMOITVQDBAYNZHXKSPLJ"	"PRDQVLOXYNTEBAFIUKHZGJSM"	"DPMSBQXRFOJKTIYNVUGZHELA"	"RFKVENIGOQBLDMPXYZJASTUH"	"XYVTHGURDJOQMAFLKSIBEZPN"	0	FALSE
"main"	38	"AJ7 "	" oneCued "	0	" right "	8	45	"J "	2	6	"Z "	0	3	0	1	"NGMBHSADUTPXOJRFQKIELZVY"	"DBYNSEKVXRTMQLIJOZHPFAGU"	"YUBHMRPOGVFEZIALSXTDNQJK"	"ELKFMIZJXPNVDUSGTRYHABOQ"	"IUOZFRHVSEKNYXJPBLTDAMGQ"	"ILOQRNMBJZEGXHFDSUAYVPKT"	"DQKGBTYHLOZVUSMXEFRIAPJN"	"PMEJIVTZOAYKSFHBRUDQNGXL"	0	FALSE
