"experimentPhase"	"trialnum"	"subject"	"task"	"noisePercent"	"targetLeftRightIfOne"	"streamsPerRing"	"baseAngleCWfromEast"	"resp0"	"button0"	"cuePos0"	"answer0"	"correct0"	"whichStream0"	"whichRespCue0"	"responsePosRelative0"	"streamLtrSequence0"	"streamLtrSequence1"	"streamLtrSequence2"	"streamLtrSequence3"	"streamLtrSequence4"	"streamLtrSequence5"	"streamLtrSequence6"	"streamLtrSequence7"	"timingBlips"	"responsePos"	"fixationReject"
"main"	21	"BB6 "	" oneCued "	0	" right "	2	135	"S "	0	8	"Q "	0	1	0	1	"DATQFGEZOPXIYBSLHVKRJNMU"	"LNGZJOTUQSMEAVDKFYHPIXBR"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	9	FALSE
"main"	22	"BB6 "	" oneCued "	0	" right "	2	0	"M "	0	6	"S "	0	1	0	2	"USZQRIPNFBJAGKVXYMEHOTLD"	"JLONGVSYMUDFEBPIQTKHZRXA"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	8	FALSE
"main"	23	"BB6 "	" oneCued "	0	" right "	2	90	"Z "	2	7	"H "	0	0	0	1	"MQOVUGLHZIKFTNRJSPXEADYB"	"HJDEBTZVNOPXFIKYLARGUQSM"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	8	FALSE
"main"	24	"BB6 "	" oneCued "	0	" right "	2	0	"D "	2	9	"V "	0	0	0	1	"NBGYXLRTAVDPFJOUHQZSMEKI"	"ISKYAZHBNJQTDOXPRLMFEGVU"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	10	FALSE
"main"	27	"BB6 "	" oneCued "	0	" right "	2	90	"K "	2	8	"F "	0	0	0	1	"DRSYJEBLFKTUIHVMNQOZXPAG"	"JESDINXPFQROBMTAHGKZLVYU"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	9	FALSE
"main"	28	"BB6 "	" oneCued "	0	" right "	2	45	"N "	0	10	"T "	0	1	0	-1	"HYLQMASJUPINVBRDTKOFXZEG"	"LQAUHKDJFNTPORVYZSMGIEXB"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	9	FALSE
"main"	29	"BB6 "	" oneCued "	0	" right "	2	315	"F "	2	7	"S "	0	0	0	-1	"ZIJRPGFSTXVQAHKMOBDLYENU"	"EKYRLJVAHZDQSOGBINTUMPFX"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	6	FALSE
"main"	30	"BB6 "	" oneCued "	0	" right "	2	90	"P "	0	9	"I "	0	0	0	12	"OKYQGEZJFIVTUAMRHXDNSPLB"	"SGTJNIDKPMHAFELUXQBOYZRV"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	21	FALSE
"main"	31	"BB6 "	" oneCued "	0	" right "	2	315	"V "	0	10	"V "	1	1	0	0	"TLEZSQAVRKJPDINOYXBUFMGH"	"TNMDZSIYUFVJBAHPRGQOEXKL"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	10	FALSE
"main"	32	"BB6 "	" oneCued "	0	" right "	2	180	"R "	0	10	"V "	0	1	0	1	"BTXFMNQPSAVHKRZUEILGYJOD"	"GZLFKMAETPVRJBXQYUHISDON"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	11	FALSE
"main"	40	"BB6 "	" oneCued "	0	" right "	2	315	"R "	0	8	"I "	0	1	0	14	"HASVNLMYBFZUEDITKGPRJQOX"	"YQBGHLJPIKTXEUAVOMNZDFRS"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	22	FALSE
"main"	42	"BB6 "	" oneCued "	0	" right "	2	135	"A "	2	10	"T "	0	1	0	1	"KIBTLORDMGHQEUPNXJYVZASF"	"IRHJODUVSZTAQEBMNXKYLPGF"	"-99"	"-99"	"-99"	"-99"	"-99"	"-99"	0	11	FALSE
