RECORDING_SESSION_LABEL	CURRENT_FIX_BLINK_AROUND	CURRENT_FIX_X	CURRENT_FIX_Y	CURRENT_FIX_START	CURRENT_FIX_END	TRIAL_INDEX	TRIAL_LABEL
18AW1	NONE	519.10	383.80	7	2079	1	Trial: 1
18AW1	NONE	509.10	386.60	7	2087	2	Trial: 2
18AW1	NONE	512.40	389.10	7	2078	3	Trial: 3
18AW1	NONE	506.70	390.90	7	2079	4	Trial: 4
18AW1	NONE	513.70	383.20	7	2083	5	Trial: 5
18AW1	NONE	513.50	389.00	7	2088	6	Trial: 6
18AW1	NONE	518.80	392.50	7	2080	7	Trial: 7
18AW1	NONE	506.10	394.80	7	2089	8	Trial: 8
18AW1	NONE	507.10	388.80	106	395	9	Trial: 9
18AW1	NONE	514.60	389.40	404	2078	9	Trial: 9
18AW1	NONE	509.30	380.30	7	2084	10	Trial: 10
18AW1	NONE	495.20	399.70	7	944	11	Trial: 11
18AW1	NONE	504.00	386.10	971	2085	11	Trial: 11
18AW1	NONE	512.00	397.10	7	2078	12	Trial: 12
18AW1	NONE	513.00	400.80	7	2083	13	Trial: 13
18AW1	NONE	505.20	385.30	7	2077	14	Trial: 14
18AW1	NONE	512.80	392.00	7	2084	15	Trial: 15
18AW1	NONE	515.70	392.40	7	2082	16	Trial: 16
18AW1	NONE	509.00	402.70	7	2078	17	Trial: 17
18AW1	AFTER	510.60	384.70	7	420	18	Trial: 18
18AW1	BEFORE	509.00	382.30	568	2088	18	Trial: 18
18AW1	NONE	514.50	387.60	7	2078	19	Trial: 19
18AW1	NONE	516.60	388.80	7	2081	20	Trial: 20
18AW1	NONE	500.70	390.90	7	2078	21	Trial: 21
18AW1	NONE	503.70	385.20	7	2086	22	Trial: 22
18AW1	NONE	511.40	392.30	7	2085	23	Trial: 23
18AW1	NONE	503.90	388.70	7	2087	24	Trial: 24
18AW1	NONE	508.00	380.80	7	445	25	Trial: 25
18AW1	NONE	503.80	377.60	456	2083	25	Trial: 25
18AW1	NONE	509.00	391.50	7	2081	26	Trial: 26
18AW1	NONE	504.10	387.80	7	2082	27	Trial: 27
18AW1	NONE	510.20	392.40	7	2078	28	Trial: 28
18AW1	NONE	501.10	380.80	7	399	29	Trial: 29
18AW1	NONE	503.40	374.10	407	2079	29	Trial: 29
18AW1	NONE	506.80	386.70	7	2085	30	Trial: 30
18AW1	NONE	505.00	386.30	7	938	31	Trial: 31
18AW1	NONE	505.70	388.40	946	2082	31	Trial: 31
18AW1	NONE	506.50	389.80	7	2095	32	Trial: 32
18AW1	NONE	506.00	387.60	7	298	33	Trial: 33
18AW1	NONE	499.20	388.80	306	2087	33	Trial: 33
18AW1	NONE	511.60	391.60	7	653	34	Trial: 34
18AW1	NONE	527.40	395.90	669	861	34	Trial: 34
18AW1	NONE	511.80	397.60	870	2080	34	Trial: 34
18AW1	NONE	510.00	382.90	7	509	35	Trial: 35
18AW1	NONE	502.10	384.40	518	2086	35	Trial: 35
18AW1	NONE	498.70	382.90	7	2094	36	Trial: 36
18AW1	NONE	510.20	389.60	7	298	37	Trial: 37
18AW1	NONE	494.20	399.10	313	2093	37	Trial: 37
18AW1	NONE	502.10	391.70	7	2087	38	Trial: 38
18AW1	NONE	501.20	385.60	7	2092	39	Trial: 39
18AW1	NONE	509.50	385.00	7	2085	40	Trial: 40
18AW1	NONE	506.90	388.40	7	2081	41	Trial: 41
18AW1	NONE	504.60	386.70	7	280	42	Trial: 42
18AW1	NONE	501.40	392.20	288	2083	42	Trial: 42
18AW1	NONE	499.10	383.80	7	2087	43	Trial: 43
18AW1	NONE	499.50	388.10	7	2097	44	Trial: 44
18AW1	NONE	509.30	384.40	7	2082	45	Trial: 45
18AW1	AFTER	504.70	382.00	7	437	46	Trial: 46
18AW1	BEFORE	502.40	380.00	580	2078	46	Trial: 46
18AW1	NONE	511.20	378.50	7	2078	47	Trial: 47
18AW1	NONE	500.90	393.80	7	2085	48	Trial: 48
18AW1	NONE	503.50	389.50	7	2079	49	Trial: 49
18AW1	NONE	503.10	386.40	7	2078	50	Trial: 50
18AW1	NONE	506.40	388.70	7	2084	51	Trial: 51
18AW1	NONE	505.20	398.10	7	2078	52	Trial: 52
18AW1	NONE	503.70	383.70	7	603	53	Trial: 53
18AW1	NONE	504.00	392.40	612	2086	53	Trial: 53
18AW1	NONE	502.90	391.60	7	2078	54	Trial: 54
18AW1	NONE	518.30	382.40	7	2082	55	Trial: 55
18AW1	NONE	500.30	391.70	7	2086	56	Trial: 56
18AW1	NONE	517.60	379.70	7	2088	57	Trial: 57
18AW1	NONE	506.30	390.20	7	2083	58	Trial: 58
18AW1	NONE	508.60	391.00	7	2079	59	Trial: 59
18AW1	NONE	512.00	402.60	7	2079	60	Trial: 60
18AW1	NONE	510.40	394.60	7	2088	61	Trial: 61
18AW1	NONE	513.10	387.50	7	526	62	Trial: 62
18AW1	NONE	502.80	389.60	540	874	62	Trial: 62
18AW1	NONE	519.30	377.10	891	2084	62	Trial: 62
18AW1	NONE	503.30	392.90	7	2079	63	Trial: 63
18AW1	NONE	501.30	400.00	7	2095	64	Trial: 64
18AW1	NONE	505.40	393.00	7	2083	65	Trial: 65
18AW1	NONE	503.50	382.90	7	2086	66	Trial: 66
18AW1	NONE	503.70	383.80	7	2089	67	Trial: 67
18AW1	NONE	517.70	383.60	7	2080	68	Trial: 68
18AW1	NONE	509.20	383.20	7	884	69	Trial: 69
18AW1	NONE	514.10	383.40	904	2097	69	Trial: 69
18AW1	NONE	509.10	385.20	7	2084	70	Trial: 70
18AW1	NONE	502.30	400.10	7	2086	71	Trial: 71
18AW1	NONE	507.60	390.70	7	2077	72	Trial: 72
18AW1	NONE	502.90	387.10	7	2087	73	Trial: 73
18AW1	NONE	515.80	393.20	7	1666	74	Trial: 74
18AW1	NONE	483.70	364.40	1687	2035	74	Trial: 74
18AW1	NONE	509.60	388.20	7	2080	75	Trial: 75
18AW1	NONE	522.10	386.10	7	2088	76	Trial: 76
18AW1	NONE	510.90	377.30	7	2081	77	Trial: 77
18AW1	NONE	513.00	389.50	7	2094	78	Trial: 78
18AW1	NONE	505.90	390.70	7	2078	79	Trial: 79
18AW1	NONE	514.40	394.60	7	2089	80	Trial: 80
18AW1	NONE	505.00	386.80	7	608	81	Trial: 81
18AW1	NONE	499.80	391.80	615	2086	81	Trial: 81
18AW1	NONE	509.50	383.30	7	432	82	Trial: 82
18AW1	NONE	510.90	388.90	439	2086	82	Trial: 82
18AW1	NONE	508.00	394.20	7	2078	83	Trial: 83
18AW1	NONE	506.30	388.70	7	2080	84	Trial: 84
18AW1	NONE	523.30	382.80	7	249	85	Trial: 85
18AW1	NONE	511.30	387.30	257	1652	85	Trial: 85
18AW1	NONE	541.80	362.10	1675	2000	85	Trial: 85
18AW1	NONE	513.60	389.80	2024	2082	85	Trial: 85
18AW1	NONE	506.60	389.40	7	2078	86	Trial: 86
18AW1	NONE	504.50	385.10	7	2086	87	Trial: 87
18AW1	NONE	507.40	394.10	7	2094	88	Trial: 88
18AW1	NONE	509.70	381.90	7	2079	89	Trial: 89
18AW1	NONE	508.70	381.10	7	599	90	Trial: 90
18AW1	NONE	509.50	388.50	607	2083	90	Trial: 90
18AW1	NONE	518.40	390.10	7	2078	91	Trial: 91
18AW1	NONE	514.90	390.90	7	2084	92	Trial: 92
18AW1	NONE	512.50	389.40	7	2086	93	Trial: 93
18AW1	NONE	516.80	385.40	7	351	94	Trial: 94
18AW1	NONE	510.40	403.10	358	2083	94	Trial: 94
18AW1	NONE	505.80	395.30	7	2078	95	Trial: 95
18AW1	NONE	513.10	393.40	7	1089	96	Trial: 96
18AW1	NONE	523.00	397.00	1106	2078	96	Trial: 96
18AW1	NONE	499.10	381.30	7	446	97	Trial: 97
18AW1	NONE	502.50	376.80	453	2078	97	Trial: 97
18AW1	NONE	511.90	393.60	7	435	98	Trial: 98
18AW1	NONE	513.40	393.80	452	2080	98	Trial: 98
18AW1	NONE	509.50	388.10	7	2093	99	Trial: 99
18AW1	NONE	507.00	389.80	7	2079	100	Trial: 100
18AW1	NONE	505.40	398.50	7	2089	101	Trial: 101
18AW1	NONE	510.20	392.70	7	2079	102	Trial: 102
18AW1	NONE	506.40	401.20	7	1710	103	Trial: 103
18AW1	NONE	546.00	359.00	1733	2091	103	Trial: 103
18AW1	NONE	509.50	382.20	7	2091	104	Trial: 104
18AW1	NONE	517.90	402.60	7	2078	105	Trial: 105
18AW1	NONE	507.50	390.90	7	355	106	Trial: 106
18AW1	NONE	519.20	403.30	366	2078	106	Trial: 106
18AW1	NONE	505.80	384.20	7	615	107	Trial: 107
18AW1	NONE	507.00	383.30	634	2079	107	Trial: 107
18AW1	NONE	508.70	382.20	7	276	108	Trial: 108
18AW1	NONE	513.30	387.00	288	2081	108	Trial: 108
18AW1	NONE	505.50	380.10	7	279	109	Trial: 109
18AW1	NONE	514.10	387.70	287	2078	109	Trial: 109
18AW1	NONE	512.80	386.20	7	2079	110	Trial: 110
18AW1	NONE	498.20	387.00	7	2086	111	Trial: 111
18AW1	NONE	509.80	386.20	7	844	112	Trial: 112
18AW1	NONE	508.10	390.70	853	2088	112	Trial: 112
18AW1	NONE	511.80	382.00	7	2081	113	Trial: 113
18AW1	NONE	505.30	387.00	7	2078	114	Trial: 114
18AW1	NONE	505.60	391.10	7	2089	115	Trial: 115
18AW1	NONE	510.20	392.00	7	2079	116	Trial: 116
18AW1	NONE	500.10	385.70	7	2086	117	Trial: 117
18AW1	NONE	504.40	394.90	7	569	118	Trial: 118
18AW1	NONE	507.00	402.50	580	2079	118	Trial: 118
18AW1	NONE	499.40	389.50	7	2078	119	Trial: 119
18AW1	NONE	497.50	373.90	7	2088	120	Trial: 120
18AW1	NONE	501.80	392.90	7	2088	121	Trial: 121
18AW1	NONE	504.40	386.70	7	2081	122	Trial: 122
18AW1	NONE	506.90	383.90	7	1552	123	Trial: 123
18AW1	NONE	379.30	256.10	1599	1979	123	Trial: 123
18AW1	NONE	507.60	341.60	2008	2034	123	Trial: 123
18AW1	NONE	501.40	385.70	7	736	124	Trial: 124
18AW1	NONE	495.30	387.60	743	1029	124	Trial: 124
18AW1	NONE	505.50	387.50	1048	2087	124	Trial: 124
18AW1	NONE	506.10	389.90	7	1584	125	Trial: 125
18AW1	NONE	524.40	350.30	1609	2078	125	Trial: 125
18AW1	NONE	516.20	384.50	7	648	126	Trial: 126
18AW1	NONE	515.10	376.50	657	2098	126	Trial: 126
18AW1	NONE	507.70	384.70	7	2080	127	Trial: 127
18AW1	NONE	495.20	400.30	7	2077	128	Trial: 128
18AW1	NONE	511.00	389.40	7	2097	129	Trial: 129
