RECORDING_SESSION_LABEL	TRIAL_INDEX	TRIAL_LABEL	CURRENT_FIX_BLINK_AROUND	CURRENT_FIX_X	CURRENT_FIX_Y
AJ7	1	Trial: 1	NONE	512.20	385.70
AJ7	2	Trial: 2	NONE	510.40	385.70
AJ7	3	Trial: 3	NONE	512.40	362.60
AJ7	4	Trial: 4	NONE	510.20	385.40
AJ7	5	Trial: 5	NONE	515.90	383.60
AJ7	6	Trial: 6	NONE	508.40	380.40
AJ7	6	Trial: 6	NONE	532.40	364.20
AJ7	6	Trial: 6	NONE	507.50	369.30
AJ7	7	Trial: 7	NONE	510.90	378.80
AJ7	8	Trial: 8	NONE	510.40	389.20
AJ7	9	Trial: 9	NONE	510.80	386.40
AJ7	10	Trial: 10	NONE	517.30	388.60
AJ7	11	Trial: 11	NONE	505.90	387.40
AJ7	12	Trial: 12	NONE	505.60	383.90
AJ7	12	Trial: 12	NONE	502.40	366.40
AJ7	12	Trial: 12	NONE	462.60	409.60
AJ7	12	Trial: 12	NONE	500.50	396.70
AJ7	13	Trial: 13	NONE	507.50	392.20
AJ7	14	Trial: 14	NONE	514.90	385.80
AJ7	15	Trial: 15	NONE	512.40	368.50
AJ7	16	Trial: 16	NONE	511.00	389.40
AJ7	17	Trial: 17	NONE	515.00	380.70
AJ7	18	Trial: 18	NONE	510.90	385.40
AJ7	19	Trial: 19	NONE	505.80	378.30
AJ7	20	Trial: 20	NONE	515.60	388.80
AJ7	21	Trial: 21	NONE	509.30	387.30
AJ7	22	Trial: 22	NONE	517.60	377.10
AJ7	23	Trial: 23	NONE	512.90	388.90
AJ7	24	Trial: 24	NONE	509.90	380.90
AJ7	25	Trial: 25	NONE	506.40	387.20
AJ7	26	Trial: 26	NONE	513.80	382.70
AJ7	27	Trial: 27	NONE	510.90	380.20
AJ7	28	Trial: 28	NONE	517.80	385.30
AJ7	29	Trial: 29	NONE	515.70	390.60
AJ7	30	Trial: 30	NONE	518.20	380.60
AJ7	31	Trial: 31	NONE	511.00	371.30
AJ7	32	Trial: 32	NONE	513.10	387.50
AJ7	33	Trial: 33	NONE	516.90	384.60
AJ7	34	Trial: 34	NONE	511.80	377.90
AJ7	35	Trial: 35	NONE	517.00	380.80
AJ7	35	Trial: 35	NONE	514.20	337.10
AJ7	36	Trial: 36	NONE	511.30	381.70
AJ7	37	Trial: 37	NONE	507.70	380.70
AJ7	38	Trial: 38	NONE	507.80	397.80
AJ7	39	Trial: 39	NONE	512.90	392.20
AJ7	40	Trial: 40	NONE	510.10	388.10
AJ7	41	Trial: 41	NONE	513.50	390.80
AJ7	42	Trial: 42	AFTER	525.20	388.40
AJ7	42	Trial: 42	BEFORE	581.90	375.00
AJ7	43	Trial: 43	NONE	516.80	380.10
AJ7	44	Trial: 44	NONE	509.70	384.70
AJ7	45	Trial: 45	NONE	510.90	384.70
AJ7	46	Trial: 46	NONE	513.50	385.20
AJ7	47	Trial: 47	NONE	504.30	390.70
AJ7	48	Trial: 48	NONE	507.40	389.50
AJ7	49	Trial: 49	NONE	516.50	382.00
AJ7	50	Trial: 50	AFTER	513.00	379.60
AJ7	50	Trial: 50	BEFORE	529.40	402.70
AJ7	51	Trial: 51	NONE	508.70	385.80
AJ7	51	Trial: 51	NONE	551.30	384.30
AJ7	51	Trial: 51	NONE	512.20	381.30
AJ7	52	Trial: 52	NONE	513.00	394.90
AJ7	53	Trial: 53	NONE	511.80	387.20
AJ7	54	Trial: 54	NONE	509.80	380.00
AJ7	54	Trial: 54	NONE	461.60	378.30
AJ7	55	Trial: 55	NONE	509.30	385.10
AJ7	56	Trial: 56	NONE	515.00	396.40
AJ7	57	Trial: 57	NONE	514.60	393.80
AJ7	57	Trial: 57	NONE	483.80	407.20
AJ7	57	Trial: 57	NONE	515.30	403.00
AJ7	58	Trial: 58	NONE	514.20	373.90
AJ7	59	Trial: 59	NONE	509.70	385.20
AJ7	60	Trial: 60	NONE	513.80	391.70
AJ7	61	Trial: 61	NONE	513.10	390.50
AJ7	62	Trial: 62	NONE	517.70	380.40
AJ7	62	Trial: 62	NONE	513.30	376.50
AJ7	63	Trial: 63	NONE	510.80	380.60
AJ7	64	Trial: 64	NONE	521.00	390.70
AJ7	65	Trial: 65	NONE	517.80	388.60
AJ7	66	Trial: 66	NONE	516.70	378.60
AJ7	67	Trial: 67	NONE	511.80	391.60
AJ7	68	Trial: 68	NONE	524.50	385.50
AJ7	69	Trial: 69	NONE	516.70	377.80
AJ7	69	Trial: 69	NONE	485.50	397.70
AJ7	69	Trial: 69	NONE	513.00	395.70
AJ7	70	Trial: 70	NONE	508.60	394.10
AJ7	71	Trial: 71	NONE	509.40	394.60
AJ7	72	Trial: 72	NONE	512.20	383.00
AJ7	73	Trial: 73	NONE	514.40	374.90
AJ7	74	Trial: 74	NONE	511.60	386.90
AJ7	75	Trial: 75	NONE	517.30	392.60
AJ7	76	Trial: 76	NONE	516.10	378.70
AJ7	77	Trial: 77	NONE	514.60	377.10
AJ7	78	Trial: 78	NONE	510.30	385.70
AJ7	79	Trial: 79	NONE	514.70	380.10
AJ7	80	Trial: 80	NONE	507.60	377.30
AJ7	81	Trial: 81	NONE	518.90	389.10
AJ7	82	Trial: 82	NONE	520.40	378.00
AJ7	83	Trial: 83	NONE	505.10	380.70
AJ7	84	Trial: 84	NONE	512.90	380.30
AJ7	85	Trial: 85	NONE	513.70	382.90
AJ7	86	Trial: 86	NONE	514.80	380.30
AJ7	86	Trial: 86	NONE	508.60	378.70
AJ7	87	Trial: 87	NONE	514.60	389.40
AJ7	87	Trial: 87	NONE	514.10	382.70
AJ7	88	Trial: 88	AFTER	514.10	386.30
AJ7	88	Trial: 88	BEFORE	516.20	398.70
AJ7	89	Trial: 89	NONE	522.60	392.00
AJ7	90	Trial: 90	NONE	521.40	385.50
AJ7	91	Trial: 91	NONE	513.30	380.00
AJ7	91	Trial: 91	NONE	464.60	342.70
AJ7	92	Trial: 92	NONE	508.70	392.10
AJ7	93	Trial: 93	NONE	515.20	397.30
AJ7	94	Trial: 94	NONE	514.50	390.90
AJ7	95	Trial: 95	NONE	513.70	388.00
AJ7	96	Trial: 96	NONE	509.20	388.50
AJ7	97	Trial: 97	NONE	515.90	385.70
AJ7	98	Trial: 98	NONE	518.30	397.70
AJ7	99	Trial: 99	AFTER	519.50	365.80
AJ7	99	Trial: 99	BEFORE	546.90	483.80
AJ7	99	Trial: 99	NONE	591.90	400.90
AJ7	100	Trial: 100	NONE	517.40	380.30
AJ7	101	Trial: 101	NONE	519.10	386.20
AJ7	102	Trial: 102	NONE	517.60	389.60
AJ7	103	Trial: 103	NONE	517.50	405.00
AJ7	103	Trial: 103	NONE	478.40	407.30
AJ7	103	Trial: 103	NONE	511.50	398.00
AJ7	104	Trial: 104	NONE	521.70	389.60
AJ7	105	Trial: 105	AFTER	515.60	405.40
AJ7	105	Trial: 105	BEFORE	507.20	405.60
AJ7	106	Trial: 106	NONE	513.20	382.90
AJ7	107	Trial: 107	AFTER	518.10	387.70
AJ7	107	Trial: 107	BEFORE	542.70	457.90
AJ7	107	Trial: 107	NONE	527.60	410.50
AJ7	108	Trial: 108	NONE	522.50	385.70
AJ7	109	Trial: 109	NONE	518.70	389.80
AJ7	110	Trial: 110	AFTER	512.10	382.00
AJ7	110	Trial: 110	BEFORE	518.60	428.00
AJ7	111	Trial: 111	NONE	513.50	388.20
AJ7	112	Trial: 112	NONE	510.30	377.80
AJ7	113	Trial: 113	NONE	513.50	389.90
AJ7	114	Trial: 114	NONE	521.70	389.20
AJ7	114	Trial: 114	AFTER	519.90	406.80
AJ7	114	Trial: 114	BEFORE	543.10	423.00
AJ7	115	Trial: 115	NONE	519.70	390.30
AJ7	116	Trial: 116	NONE	513.50	383.40
AJ7	117	Trial: 117	NONE	518.90	394.50
AJ7	118	Trial: 118	NONE	524.50	394.00
AJ7	118	Trial: 118	NONE	507.20	393.50
AJ7	118	Trial: 118	NONE	471.70	397.50
AJ7	118	Trial: 118	NONE	512.30	396.40
AJ7	119	Trial: 119	AFTER	506.40	378.30
AJ7	119	Trial: 119	BEFORE	523.10	417.00
AJ7	119	Trial: 119	NONE	508.40	391.90
AJ7	120	Trial: 120	NONE	520.10	389.50
AJ7	121	Trial: 121	NONE	518.00	383.80
AJ7	121	Trial: 121	NONE	487.40	386.10
AJ7	121	Trial: 121	NONE	518.60	379.80
AJ7	122	Trial: 122	NONE	509.70	384.20
AJ7	123	Trial: 123	NONE	517.10	384.20
AJ7	124	Trial: 124	NONE	511.80	384.00
AJ7	125	Trial: 125	NONE	517.10	397.90
AJ7	126	Trial: 126	AFTER	518.40	379.80
AJ7	126	Trial: 126	BEFORE	517.20	405.60
AJ7	127	Trial: 127	AFTER	511.30	394.10
AJ7	127	Trial: 127	BEFORE	501.90	380.30
AJ7	128	Trial: 128	NONE	512.90	400.10
AJ7	129	Trial: 129	AFTER	518.00	395.30
AJ7	129	Trial: 129	BEFORE	539.40	423.70
AJ7	129	Trial: 129	NONE	520.90	413.00
AJ7	130	Trial: 130	NONE	515.00	377.00
AJ7	130	Trial: 130	NONE	508.90	387.90
