RECORDING_SESSION_LABEL	TRIAL_LABEL	TRIAL_INDEX	CURRENT_FIX_BLINK_AROUND	CURRENT_FIX_X	CURRENT_FIX_Y
CLEye	Trial: 1	1	NONE	507.90	385.20
CLEye	Trial: 2	2	NONE	521.20	381.60
CLEye	Trial: 3	3	NONE	509.80	393.00
CLEye	Trial: 4	4	NONE	510.20	380.00
CLEye	Trial: 4	4	NONE	508.40	391.30
CLEye	Trial: 4	4	NONE	542.70	391.90
CLEye	Trial: 4	4	NONE	512.20	388.30
CLEye	Trial: 5	5	NONE	516.70	376.80
CLEye	Trial: 6	6	NONE	510.10	384.60
CLEye	Trial: 6	6	NONE	516.70	387.20
CLEye	Trial: 6	6	NONE	507.20	376.50
CLEye	Trial: 6	6	NONE	513.10	371.80
CLEye	Trial: 6	6	NONE	504.50	375.60
CLEye	Trial: 7	7	NONE	508.70	379.90
CLEye	Trial: 8	8	NONE	506.70	381.90
CLEye	Trial: 9	9	NONE	505.70	385.50
CLEye	Trial: 10	10	NONE	517.20	391.10
CLEye	Trial: 11	11	NONE	511.00	386.00
CLEye	Trial: 11	11	NONE	512.30	389.90
CLEye	Trial: 11	11	AFTER	513.60	388.30
CLEye	Trial: 11	11	BEFORE	552.20	366.30
CLEye	Trial: 12	12	NONE	511.20	386.00
CLEye	Trial: 13	13	NONE	514.50	395.00
CLEye	Trial: 14	14	NONE	516.30	386.70
CLEye	Trial: 15	15	NONE	513.40	380.70
CLEye	Trial: 16	16	NONE	510.30	377.20
CLEye	Trial: 16	16	NONE	470.80	376.00
CLEye	Trial: 16	16	NONE	506.50	372.20
CLEye	Trial: 17	17	NONE	515.10	381.90
CLEye	Trial: 18	18	NONE	511.10	383.40
CLEye	Trial: 19	19	NONE	517.30	377.60
CLEye	Trial: 20	20	NONE	507.60	378.10
CLEye	Trial: 21	21	NONE	507.60	375.60
CLEye	Trial: 22	22	NONE	519.50	394.60
CLEye	Trial: 23	23	NONE	515.00	382.80
CLEye	Trial: 23	23	NONE	540.80	389.80
CLEye	Trial: 23	23	NONE	520.50	381.50
CLEye	Trial: 24	24	NONE	512.40	384.90
CLEye	Trial: 24	24	NONE	524.90	372.60
CLEye	Trial: 24	24	NONE	508.00	378.30
CLEye	Trial: 25	25	NONE	507.80	375.90
CLEye	Trial: 25	25	NONE	511.90	375.20
CLEye	Trial: 25	25	NONE	510.60	371.00
CLEye	Trial: 26	26	NONE	513.00	384.10
CLEye	Trial: 27	27	NONE	512.30	393.20
CLEye	Trial: 28	28	NONE	514.50	389.70
CLEye	Trial: 28	28	NONE	521.70	388.60
CLEye	Trial: 29	29	NONE	507.70	374.00
CLEye	Trial: 29	29	NONE	501.80	378.50
CLEye	Trial: 29	29	NONE	518.80	389.10
CLEye	Trial: 29	29	NONE	498.60	382.10
CLEye	Trial: 30	30	NONE	516.50	378.40
CLEye	Trial: 31	31	NONE	511.60	376.60
CLEye	Trial: 31	31	NONE	485.90	380.80
CLEye	Trial: 32	32	NONE	512.40	385.10
CLEye	Trial: 32	32	NONE	517.00	381.20
CLEye	Trial: 32	32	NONE	515.20	376.50
CLEye	Trial: 32	32	NONE	515.10	380.60
CLEye	Trial: 32	32	NONE	516.80	379.20
CLEye	Trial: 33	33	NONE	509.90	381.10
CLEye	Trial: 33	33	NONE	508.90	390.00
CLEye	Trial: 34	34	NONE	520.40	387.70
CLEye	Trial: 35	35	NONE	515.90	383.80
CLEye	Trial: 36	36	NONE	513.20	382.80
CLEye	Trial: 36	36	NONE	508.50	387.30
CLEye	Trial: 37	37	NONE	508.20	375.80
CLEye	Trial: 38	38	NONE	516.30	387.60
CLEye	Trial: 39	39	NONE	511.70	376.40
CLEye	Trial: 40	40	NONE	514.20	375.30
CLEye	Trial: 40	40	NONE	512.40	381.30
CLEye	Trial: 40	40	NONE	510.90	378.30
CLEye	Trial: 41	41	NONE	514.20	381.30
CLEye	Trial: 42	42	NONE	511.30	381.30
CLEye	Trial: 42	42	NONE	514.10	377.60
CLEye	Trial: 43	43	NONE	516.50	385.60
CLEye	Trial: 43	43	NONE	512.80	378.60
CLEye	Trial: 43	43	NONE	513.10	376.70
CLEye	Trial: 44	44	NONE	518.70	379.80
CLEye	Trial: 45	45	NONE	509.30	379.10
CLEye	Trial: 45	45	NONE	509.30	376.20
CLEye	Trial: 45	45	NONE	510.00	379.80
CLEye	Trial: 46	46	NONE	517.00	382.80
CLEye	Trial: 47	47	NONE	513.50	385.20
CLEye	Trial: 48	48	NONE	512.30	383.10
CLEye	Trial: 49	49	NONE	522.80	380.10
CLEye	Trial: 50	50	NONE	514.80	368.70
CLEye	Trial: 50	50	NONE	514.40	370.00
CLEye	Trial: 51	51	NONE	510.30	381.30
CLEye	Trial: 51	51	NONE	511.30	379.10
CLEye	Trial: 52	52	NONE	509.70	381.10
CLEye	Trial: 53	53	NONE	516.00	378.40
CLEye	Trial: 53	53	NONE	509.20	372.60
CLEye	Trial: 54	54	NONE	511.50	373.00
CLEye	Trial: 54	54	NONE	509.20	369.00
CLEye	Trial: 55	55	NONE	510.80	381.90
CLEye	Trial: 55	55	NONE	499.00	381.00
CLEye	Trial: 56	56	NONE	514.40	384.70
CLEye	Trial: 56	56	NONE	525.10	386.30
CLEye	Trial: 57	57	NONE	510.70	384.70
CLEye	Trial: 57	57	NONE	516.10	381.10
CLEye	Trial: 57	57	NONE	509.80	375.70
CLEye	Trial: 58	58	NONE	519.70	385.00
CLEye	Trial: 59	59	NONE	512.60	381.30
CLEye	Trial: 59	59	NONE	514.00	385.10
CLEye	Trial: 60	60	NONE	520.80	385.90
CLEye	Trial: 61	61	NONE	519.90	380.20
CLEye	Trial: 61	61	NONE	529.70	385.40
CLEye	Trial: 61	61	NONE	520.60	383.80
CLEye	Trial: 62	62	NONE	509.80	379.90
CLEye	Trial: 62	62	NONE	502.40	377.10
CLEye	Trial: 63	63	NONE	510.30	380.40
CLEye	Trial: 63	63	NONE	512.30	377.50
CLEye	Trial: 64	64	NONE	518.10	377.00
CLEye	Trial: 64	64	NONE	516.50	370.90
CLEye	Trial: 64	64	NONE	507.70	364.20
CLEye	Trial: 65	65	NONE	514.70	378.50
CLEye	Trial: 66	66	NONE	513.20	380.50
CLEye	Trial: 66	66	NONE	477.30	379.20
CLEye	Trial: 66	66	NONE	509.50	381.70
CLEye	Trial: 67	67	NONE	510.10	381.90
CLEye	Trial: 68	68	NONE	516.50	374.20
CLEye	Trial: 68	68	NONE	512.30	375.90
CLEye	Trial: 69	69	NONE	513.00	377.70
CLEye	Trial: 69	69	NONE	484.80	377.70
CLEye	Trial: 69	69	NONE	503.90	375.80
CLEye	Trial: 69	69	NONE	519.40	374.60
CLEye	Trial: 70	70	NONE	511.90	382.30
CLEye	Trial: 70	70	NONE	519.10	382.60
CLEye	Trial: 70	70	NONE	509.40	378.90
CLEye	Trial: 70	70	NONE	506.50	381.80
CLEye	Trial: 71	71	NONE	513.30	383.20
CLEye	Trial: 71	71	NONE	518.70	384.20
CLEye	Trial: 72	72	NONE	519.00	390.20
CLEye	Trial: 73	73	NONE	501.40	377.60
CLEye	Trial: 74	74	NONE	515.40	388.10
CLEye	Trial: 75	75	NONE	512.40	383.80
CLEye	Trial: 76	76	NONE	519.50	386.10
CLEye	Trial: 77	77	NONE	511.50	386.30
CLEye	Trial: 77	77	NONE	477.40	384.70
CLEye	Trial: 77	77	NONE	494.30	388.90
CLEye	Trial: 78	78	NONE	511.70	371.10
CLEye	Trial: 79	79	NONE	511.60	389.00
CLEye	Trial: 79	79	NONE	505.60	389.10
CLEye	Trial: 79	79	NONE	503.70	396.00
CLEye	Trial: 79	79	NONE	505.50	385.40
CLEye	Trial: 79	79	NONE	504.50	390.10
CLEye	Trial: 79	79	NONE	507.70	388.10
CLEye	Trial: 80	80	NONE	515.10	383.70
CLEye	Trial: 80	80	NONE	511.90	393.40
CLEye	Trial: 80	80	NONE	513.20	393.60
CLEye	Trial: 80	80	NONE	505.90	393.90
CLEye	Trial: 81	81	NONE	517.30	372.50
CLEye	Trial: 82	82	NONE	518.30	378.20
CLEye	Trial: 83	83	NONE	516.80	386.80
CLEye	Trial: 83	83	NONE	511.10	382.50
CLEye	Trial: 84	84	NONE	514.90	386.40
CLEye	Trial: 85	85	NONE	512.50	384.90
CLEye	Trial: 86	86	NONE	505.20	386.60
