RECORDING_SESSION_LABEL	TRIAL_INDEX	TRIAL_LABEL	CURRENT_FIX_BLINK_AROUND	CURRENT_FIX_X	CURRENT_FIX_Y
BB6	1	Trial: 1	NONE	515.90	380.10
BB6	2	Trial: 2	NONE	519.20	368.10
BB6	3	Trial: 3	NONE	515.60	387.90
BB6	4	Trial: 4	NONE	517.20	371.90
BB6	4	Trial: 4	NONE	527.50	365.20
BB6	5	Trial: 5	NONE	515.90	384.00
BB6	5	Trial: 5	NONE	512.20	377.10
BB6	6	Trial: 6	NONE	508.80	380.90
BB6	7	Trial: 7	NONE	515.30	386.20
BB6	8	Trial: 8	NONE	505.60	404.80
BB6	9	Trial: 9	NONE	498.30	386.20
BB6	10	Trial: 10	NONE	502.10	396.70
BB6	11	Trial: 11	NONE	521.00	386.20
BB6	12	Trial: 12	NONE	514.20	390.60
BB6	13	Trial: 13	NONE	508.50	389.50
BB6	13	Trial: 13	NONE	505.40	404.60
BB6	14	Trial: 14	NONE	513.50	389.40
BB6	15	Trial: 15	NONE	510.00	396.50
BB6	15	Trial: 15	NONE	182.10	394.30
BB6	16	Trial: 16	NONE	515.80	393.10
BB6	16	Trial: 16	NONE	512.90	392.20
BB6	17	Trial: 17	NONE	502.80	395.60
BB6	18	Trial: 18	NONE	512.40	390.40
BB6	18	Trial: 18	NONE	512.40	385.20
BB6	19	Trial: 19	NONE	516.30	381.90
BB6	20	Trial: 20	NONE	505.90	389.70
BB6	21	Trial: 21	NONE	527.80	380.80
BB6	22	Trial: 22	NONE	515.50	391.80
BB6	23	Trial: 23	NONE	514.30	404.10
BB6	24	Trial: 24	NONE	515.80	390.10
BB6	25	Trial: 25	NONE	506.20	382.20
BB6	26	Trial: 26	NONE	503.20	390.00
BB6	27	Trial: 27	NONE	514.30	379.50
BB6	28	Trial: 28	NONE	515.40	389.00
BB6	29	Trial: 29	NONE	503.30	393.80
BB6	30	Trial: 30	NONE	511.90	384.90
BB6	31	Trial: 31	NONE	501.60	394.60
BB6	32	Trial: 32	NONE	507.00	375.70
BB6	33	Trial: 33	NONE	515.20	383.90
BB6	34	Trial: 34	NONE	513.80	391.60
BB6	35	Trial: 35	NONE	510.20	382.70
BB6	36	Trial: 36	NONE	513.60	374.70
BB6	37	Trial: 37	NONE	503.60	389.70
BB6	38	Trial: 38	NONE	527.70	388.60
BB6	39	Trial: 39	NONE	507.60	391.20
BB6	40	Trial: 40	NONE	517.00	387.90
BB6	41	Trial: 41	NONE	508.70	382.60
BB6	42	Trial: 42	NONE	514.50	382.50
BB6	43	Trial: 43	NONE	504.10	380.30
BB6	44	Trial: 44	NONE	503.20	386.80
BB6	45	Trial: 45	NONE	499.60	385.30
BB6	46	Trial: 46	NONE	518.00	390.30
BB6	47	Trial: 47	NONE	511.60	393.30
BB6	47	Trial: 47	NONE	518.50	397.00
BB6	48	Trial: 48	NONE	520.00	384.10
BB6	48	Trial: 48	NONE	515.60	388.40
BB6	49	Trial: 49	NONE	522.90	404.30
BB6	50	Trial: 50	NONE	508.60	375.30
BB6	51	Trial: 51	NONE	510.00	390.90
BB6	52	Trial: 52	NONE	504.80	397.80
BB6	53	Trial: 53	NONE	498.30	402.20
BB6	54	Trial: 54	NONE	509.40	394.20
BB6	54	Trial: 54	NONE	518.80	391.30
BB6	55	Trial: 55	NONE	514.80	390.40
BB6	56	Trial: 56	NONE	514.00	387.70
BB6	57	Trial: 57	NONE	519.30	379.90
BB6	57	Trial: 57	NONE	526.40	382.90
BB6	58	Trial: 58	NONE	520.60	383.60
BB6	58	Trial: 58	NONE	474.70	419.40
BB6	59	Trial: 59	NONE	510.40	393.60
BB6	60	Trial: 60	NONE	514.60	384.10
BB6	60	Trial: 60	NONE	509.80	383.60
BB6	61	Trial: 61	NONE	511.50	390.50
BB6	61	Trial: 61	NONE	507.40	394.00
BB6	61	Trial: 61	NONE	507.90	394.30
BB6	61	Trial: 61	NONE	507.10	395.90
BB6	61	Trial: 61	NONE	513.60	391.00
BB6	61	Trial: 61	NONE	510.90	401.30
BB6	61	Trial: 61	NONE	516.00	392.00
BB6	61	Trial: 61	NONE	503.70	402.30
BB6	61	Trial: 61	NONE	498.60	404.20
BB6	61	Trial: 61	NONE	493.90	407.60
BB6	61	Trial: 61	NONE	496.20	422.70
BB6	62	Trial: 62	NONE	511.10	404.50
BB6	63	Trial: 63	NONE	513.10	390.90
BB6	63	Trial: 63	NONE	515.10	394.70
BB6	63	Trial: 63	NONE	499.90	404.70
BB6	64	Trial: 64	NONE	500.30	395.60
BB6	65	Trial: 65	NONE	512.70	382.40
BB6	65	Trial: 65	NONE	506.10	378.40
BB6	66	Trial: 66	NONE	519.30	389.20
BB6	67	Trial: 67	NONE	513.60	407.70
BB6	68	Trial: 68	NONE	520.30	392.10
BB6	69	Trial: 69	NONE	513.10	385.80
BB6	70	Trial: 70	NONE	516.40	388.90
BB6	70	Trial: 70	NONE	517.90	386.60
BB6	71	Trial: 71	NONE	509.50	390.40
BB6	72	Trial: 72	NONE	516.30	388.80
BB6	73	Trial: 73	NONE	517.20	382.20
BB6	73	Trial: 73	NONE	527.90	392.50
BB6	74	Trial: 74	NONE	513.50	387.20
BB6	75	Trial: 75	NONE	502.40	383.90
BB6	76	Trial: 76	NONE	508.60	398.80
BB6	77	Trial: 77	NONE	509.80	392.70
BB6	78	Trial: 78	NONE	511.60	388.80
BB6	79	Trial: 79	NONE	506.00	376.60
BB6	80	Trial: 80	NONE	509.00	390.00
BB6	81	Trial: 81	NONE	509.40	384.30
BB6	81	Trial: 81	NONE	508.30	390.10
BB6	82	Trial: 82	NONE	509.00	387.60
BB6	82	Trial: 82	NONE	499.90	395.10
BB6	83	Trial: 83	NONE	513.90	392.70
BB6	84	Trial: 84	NONE	507.60	396.00
BB6	85	Trial: 85	NONE	507.30	390.30
BB6	86	Trial: 86	NONE	507.30	396.20
BB6	87	Trial: 87	NONE	500.90	397.90
BB6	88	Trial: 88	NONE	505.90	389.20
