RECORDING_SESSION_LABEL	TRIAL_INDEX	TRIAL_LABEL	CURRENT_FIX_BLINK_AROUND	CURRENT_FIX_X	CURRENT_FIX_Y
AL10	1	Trial: 1	NONE	514.50	377.90
AL10	1	Trial: 1	NONE	514.80	369.10
AL10	2	Trial: 2	NONE	508.40	405.30
AL10	2	Trial: 2	NONE	510.10	398.20
AL10	3	Trial: 3	NONE	509.70	409.30
AL10	3	Trial: 3	NONE	562.10	369.10
AL10	3	Trial: 3	NONE	510.90	393.80
AL10	4	Trial: 4	NONE	512.90	386.20
AL10	4	Trial: 4	NONE	516.50	383.60
AL10	5	Trial: 5	NONE	512.70	400.20
AL10	6	Trial: 6	NONE	517.60	395.20
AL10	6	Trial: 6	NONE	523.80	397.80
AL10	6	Trial: 6	NONE	462.60	400.80
AL10	7	Trial: 7	NONE	514.50	391.60
AL10	7	Trial: 7	NONE	520.70	393.80
AL10	8	Trial: 8	NONE	506.70	396.40
AL10	9	Trial: 9	NONE	510.80	391.00
AL10	9	Trial: 9	NONE	498.00	388.00
AL10	10	Trial: 10	NONE	511.40	390.50
AL10	10	Trial: 10	NONE	518.30	384.50
AL10	10	Trial: 10	NONE	573.60	343.70
AL10	10	Trial: 10	NONE	424.30	429.80
AL10	11	Trial: 11	NONE	512.70	387.00
AL10	11	Trial: 11	NONE	495.20	355.60
AL10	11	Trial: 11	NONE	504.80	373.80
AL10	11	Trial: 11	NONE	507.10	368.80
AL10	12	Trial: 12	NONE	513.00	383.30
AL10	12	Trial: 12	NONE	480.00	378.90
AL10	12	Trial: 12	NONE	504.70	382.70
AL10	12	Trial: 12	NONE	527.60	402.70
AL10	13	Trial: 13	NONE	508.90	391.30
AL10	13	Trial: 13	NONE	584.50	394.10
AL10	14	Trial: 14	AFTER	505.30	398.60
AL10	14	Trial: 14	BEFORE	455.90	277.30
AL10	15	Trial: 15	NONE	481.70	367.10
AL10	15	Trial: 15	NONE	506.00	392.70
AL10	15	Trial: 15	NONE	503.60	391.00
AL10	16	Trial: 16	NONE	518.90	392.60
AL10	16	Trial: 16	NONE	519.50	350.40
AL10	17	Trial: 17	NONE	509.70	393.00
AL10	17	Trial: 17	AFTER	512.10	400.70
AL10	17	Trial: 17	BEFORE	524.90	429.20
AL10	18	Trial: 18	NONE	508.90	387.80
AL10	19	Trial: 19	NONE	508.70	388.40
AL10	20	Trial: 20	NONE	506.70	383.80
AL10	20	Trial: 20	AFTER	505.50	383.60
AL10	20	Trial: 20	BEFORE	420.20	388.30
AL10	21	Trial: 21	NONE	512.60	386.10
AL10	22	Trial: 22	NONE	508.50	386.80
AL10	22	Trial: 22	AFTER	502.40	382.00
AL10	22	Trial: 22	BEFORE	457.40	415.40
AL10	23	Trial: 23	NONE	505.30	383.20
AL10	23	Trial: 23	NONE	502.10	376.80
AL10	24	Trial: 24	NONE	517.90	386.50
AL10	24	Trial: 24	NONE	730.40	401.00
AL10	25	Trial: 25	NONE	511.80	384.60
AL10	26	Trial: 26	NONE	512.80	385.30
AL10	26	Trial: 26	NONE	507.30	382.00
AL10	26	Trial: 26	NONE	515.90	384.20
AL10	26	Trial: 26	NONE	507.40	387.70
AL10	26	Trial: 26	NONE	557.60	353.60
AL10	27	Trial: 27	NONE	502.60	372.90
AL10	27	Trial: 27	AFTER	516.10	380.90
AL10	27	Trial: 27	BEFORE	536.40	394.00
AL10	28	Trial: 28	NONE	508.80	383.70
AL10	28	Trial: 28	AFTER	557.80	346.60
AL10	28	Trial: 28	BEFORE	600.00	381.40
AL10	29	Trial: 29	NONE	513.70	391.90
AL10	29	Trial: 29	AFTER	510.80	394.70
AL10	29	Trial: 29	BEFORE	510.80	367.80
AL10	30	Trial: 30	NONE	515.60	382.60
AL10	30	Trial: 30	NONE	525.00	376.50
AL10	30	Trial: 30	NONE	512.30	384.90
AL10	30	Trial: 30	AFTER	449.40	390.30
AL10	30	Trial: 30	BEFORE	419.10	375.10
AL10	30	Trial: 30	NONE	182.80	393.20
AL10	31	Trial: 31	NONE	510.60	386.30
AL10	31	Trial: 31	NONE	516.50	383.60
AL10	31	Trial: 31	NONE	511.60	384.00
AL10	31	Trial: 31	NONE	590.10	391.60
AL10	31	Trial: 31	NONE	400.60	385.30
AL10	31	Trial: 31	NONE	225.20	387.00
AL10	32	Trial: 32	NONE	521.20	387.40
AL10	33	Trial: 33	AFTER	515.30	387.50
AL10	33	Trial: 33	BEFORE	490.70	398.90
AL10	33	Trial: 33	NONE	496.50	421.90
AL10	34	Trial: 34	NONE	516.00	380.60
AL10	34	Trial: 34	NONE	497.90	378.10
AL10	34	Trial: 34	NONE	516.10	382.60
AL10	34	Trial: 34	NONE	511.90	381.70
AL10	34	Trial: 34	NONE	541.20	357.50
AL10	34	Trial: 34	NONE	509.80	417.90
AL10	34	Trial: 34	NONE	520.00	445.60
AL10	35	Trial: 35	NONE	509.40	384.20
AL10	35	Trial: 35	NONE	517.40	374.50
AL10	35	Trial: 35	NONE	509.50	378.90
AL10	35	Trial: 35	AFTER	561.10	350.30
AL10	35	Trial: 35	BEFORE	521.60	332.00
AL10	36	Trial: 36	NONE	507.80	387.40
AL10	36	Trial: 36	NONE	511.70	390.50
AL10	36	Trial: 36	NONE	513.20	437.50
AL10	37	Trial: 37	NONE	511.30	392.20
AL10	37	Trial: 37	NONE	524.40	380.40
AL10	37	Trial: 37	NONE	508.30	385.30
AL10	37	Trial: 37	NONE	507.90	382.90
AL10	37	Trial: 37	NONE	430.60	386.60
AL10	37	Trial: 37	NONE	575.60	398.80
AL10	38	Trial: 38	NONE	520.40	396.50
AL10	38	Trial: 38	NONE	526.30	387.20
AL10	38	Trial: 38	NONE	521.90	382.90
AL10	38	Trial: 38	AFTER	522.00	342.70
AL10	38	Trial: 38	BEFORE	534.70	405.50
AL10	39	Trial: 39	AFTER	515.90	379.70
AL10	39	Trial: 39	BEFORE	470.10	394.50
AL10	40	Trial: 40	NONE	511.40	376.70
AL10	40	Trial: 40	AFTER	520.70	385.40
AL10	40	Trial: 40	BEFORE	824.10	384.50
AL10	41	Trial: 41	NONE	509.10	387.20
AL10	41	Trial: 41	NONE	509.00	379.90
AL10	41	Trial: 41	NONE	568.90	380.90
AL10	42	Trial: 42	NONE	514.30	390.50
AL10	42	Trial: 42	NONE	506.30	383.20
AL10	42	Trial: 42	NONE	512.40	393.30
AL10	42	Trial: 42	NONE	418.00	384.10
AL10	42	Trial: 42	NONE	524.10	388.20
AL10	43	Trial: 43	NONE	513.20	385.30
AL10	43	Trial: 43	AFTER	518.10	384.80
AL10	43	Trial: 43	BEFORE	476.60	387.70
AL10	44	Trial: 44	NONE	510.10	384.40
AL10	44	Trial: 44	NONE	511.40	391.20
AL10	45	Trial: 45	AFTER	517.50	392.30
AL10	45	Trial: 45	BEFORE	648.90	397.90
AL10	45	Trial: 45	NONE	571.40	394.30
AL10	46	Trial: 46	NONE	509.00	385.40
AL10	46	Trial: 46	NONE	515.60	375.60
AL10	46	Trial: 46	NONE	673.40	392.90
AL10	47	Trial: 47	NONE	510.90	384.70
AL10	47	Trial: 47	AFTER	516.00	382.60
AL10	47	Trial: 47	BEFORE	480.50	340.60
AL10	48	Trial: 48	AFTER	514.60	387.00
AL10	48	Trial: 48	BEFORE	678.40	382.90
AL10	49	Trial: 49	NONE	512.50	383.10
AL10	49	Trial: 49	NONE	519.70	377.00
AL10	49	Trial: 49	NONE	518.60	383.50
AL10	50	Trial: 50	NONE	506.80	386.80
AL10	50	Trial: 50	AFTER	500.50	376.20
AL10	50	Trial: 50	BEFORE	497.50	363.60
AL10	50	Trial: 50	NONE	573.90	377.30
AL10	50	Trial: 50	NONE	575.00	383.70
AL10	51	Trial: 51	NONE	515.60	388.80
AL10	51	Trial: 51	NONE	567.10	390.60
AL10	51	Trial: 51	AFTER	595.70	390.60
AL10	51	Trial: 51	BEFORE	298.00	345.70
AL10	51	Trial: 51	NONE	302.50	374.30
AL10	51	Trial: 51	NONE	536.50	385.00
