RECORDING_SESSION_LABEL	TRIAL_LABEL	TRIAL_INDEX	CURRENT_FIX_BLINK_AROUND	CURRENT_FIX_X	CURRENT_FIX_Y
CBTest	Trial: 1	1	NONE	511.80	380.00
CBTest	Trial: 2	2	NONE	503.60	378.90
CBTest	Trial: 3	3	NONE	505.80	378.20
CBTest	Trial: 4	4	NONE	514.40	381.00
CBTest	Trial: 5	5	NONE	513.30	373.80
CBTest	Trial: 6	6	NONE	514.10	377.50
CBTest	Trial: 6	6	NONE	548.00	363.20
CBTest	Trial: 6	6	NONE	516.60	362.60
CBTest	Trial: 6	6	NONE	535.20	354.60
CBTest	Trial: 7	7	NONE	508.80	391.20
CBTest	Trial: 7	7	NONE	509.50	377.30
CBTest	Trial: 7	7	NONE	507.70	378.90
CBTest	Trial: 8	8	NONE	505.50	379.70
CBTest	Trial: 8	8	NONE	484.60	381.20
CBTest	Trial: 9	9	NONE	500.70	375.20
CBTest	Trial: 10	10	NONE	514.80	380.30
CBTest	Trial: 11	11	NONE	510.00	372.20
CBTest	Trial: 11	11	NONE	562.90	374.10
CBTest	Trial: 11	11	NONE	530.40	372.50
CBTest	Trial: 12	12	NONE	515.40	384.10
CBTest	Trial: 13	13	NONE	512.10	380.00
CBTest	Trial: 13	13	NONE	493.80	367.10
CBTest	Trial: 14	14	NONE	510.30	380.40
CBTest	Trial: 14	14	NONE	498.80	380.40
CBTest	Trial: 15	15	NONE	509.60	379.80
CBTest	Trial: 15	15	NONE	515.40	377.90
CBTest	Trial: 15	15	NONE	494.60	372.70
CBTest	Trial: 16	16	NONE	521.40	401.50
CBTest	Trial: 16	16	NONE	514.40	398.00
CBTest	Trial: 16	16	NONE	509.10	392.20
CBTest	Trial: 16	16	NONE	508.80	393.10
CBTest	Trial: 16	16	NONE	509.00	378.40
CBTest	Trial: 16	16	NONE	543.90	354.00
CBTest	Trial: 16	16	NONE	542.70	362.00
CBTest	Trial: 16	16	NONE	542.40	363.90
CBTest	Trial: 16	16	NONE	508.40	394.10
CBTest	Trial: 16	16	NONE	509.90	392.70
CBTest	Trial: 16	16	NONE	506.50	393.90
CBTest	Trial: 17	17	NONE	510.00	389.80
CBTest	Trial: 17	17	NONE	564.00	393.40
CBTest	Trial: 17	17	NONE	541.70	393.80
CBTest	Trial: 18	18	NONE	495.10	378.90
CBTest	Trial: 18	18	NONE	497.70	364.00
CBTest	Trial: 18	18	NONE	510.30	395.50
CBTest	Trial: 18	18	NONE	511.10	387.10
CBTest	Trial: 18	18	NONE	514.50	383.00
CBTest	Trial: 18	18	NONE	515.60	387.20
CBTest	Trial: 18	18	NONE	512.80	381.50
CBTest	Trial: 19	19	NONE	510.90	385.30
CBTest	Trial: 19	19	NONE	469.00	386.20
CBTest	Trial: 19	19	NONE	509.60	389.30
CBTest	Trial: 20	20	AFTER	515.80	392.40
CBTest	Trial: 20	20	BEFORE	516.10	386.20
CBTest	Trial: 21	21	NONE	512.30	384.30
CBTest	Trial: 21	21	NONE	548.40	364.10
CBTest	Trial: 21	21	NONE	528.50	367.00
CBTest	Trial: 22	22	NONE	511.80	376.60
CBTest	Trial: 22	22	NONE	556.90	331.70
CBTest	Trial: 23	23	NONE	518.60	376.60
CBTest	Trial: 23	23	NONE	519.70	362.50
CBTest	Trial: 23	23	NONE	521.10	374.50
CBTest	Trial: 24	24	NONE	509.80	395.20
CBTest	Trial: 25	25	NONE	503.20	395.90
CBTest	Trial: 25	25	NONE	510.00	390.70
