RECORDING_SESSION_LABEL	TRIAL_INDEX	TRIAL_LABEL	CURRENT_FIX_BLINK_AROUND	CURRENT_FIX_X	CURRENT_FIX_Y
LH9	1	Trial: 1	NONE	523.40	379.90
LH9	2	Trial: 2	NONE	514.40	389.10
LH9	3	Trial: 3	NONE	511.70	385.80
LH9	3	Trial: 3	NONE	508.60	386.20
LH9	4	Trial: 4	NONE	507.50	382.40
LH9	4	Trial: 4	NONE	505.20	379.10
LH9	5	Trial: 5	NONE	494.10	379.50
LH9	6	Trial: 6	NONE	524.40	391.00
LH9	7	Trial: 7	NONE	512.50	382.00
LH9	8	Trial: 8	NONE	522.10	382.10
LH9	9	Trial: 9	NONE	508.40	387.50
LH9	9	Trial: 9	NONE	509.80	382.70
LH9	10	Trial: 10	NONE	511.00	389.40
LH9	11	Trial: 11	NONE	513.00	386.60
LH9	12	Trial: 12	NONE	507.10	388.60
LH9	12	Trial: 12	NONE	512.60	385.80
LH9	13	Trial: 13	NONE	506.00	386.80
LH9	14	Trial: 14	NONE	506.70	384.80
LH9	15	Trial: 15	NONE	519.20	384.00
LH9	16	Trial: 16	NONE	518.10	388.60
LH9	17	Trial: 17	NONE	513.30	387.90
LH9	18	Trial: 18	NONE	517.90	379.50
LH9	19	Trial: 19	NONE	514.50	384.10
LH9	20	Trial: 20	NONE	505.70	409.50
LH9	21	Trial: 21	NONE	510.80	390.60
LH9	22	Trial: 22	NONE	510.00	393.00
LH9	22	Trial: 22	NONE	509.40	387.20
LH9	23	Trial: 23	NONE	512.70	388.30
LH9	23	Trial: 23	NONE	513.90	386.60
LH9	24	Trial: 24	NONE	508.50	382.20
LH9	25	Trial: 25	NONE	513.50	388.10
LH9	26	Trial: 26	NONE	513.30	388.10
LH9	26	Trial: 26	NONE	515.40	386.90
LH9	27	Trial: 27	NONE	508.00	391.00
LH9	28	Trial: 28	NONE	505.70	387.00
LH9	29	Trial: 29	NONE	510.00	385.50
LH9	29	Trial: 29	NONE	507.30	384.10
LH9	30	Trial: 30	NONE	517.80	379.90
LH9	31	Trial: 31	NONE	511.20	386.40
LH9	31	Trial: 31	NONE	526.80	379.10
LH9	32	Trial: 32	NONE	511.40	387.30
LH9	33	Trial: 33	NONE	515.50	383.90
LH9	33	Trial: 33	NONE	515.20	369.40
LH9	34	Trial: 34	NONE	514.50	377.20
LH9	34	Trial: 34	NONE	516.80	373.30
LH9	35	Trial: 35	NONE	503.20	381.30
LH9	36	Trial: 36	NONE	515.10	385.30
LH9	37	Trial: 37	NONE	512.20	383.40
LH9	38	Trial: 38	NONE	515.40	385.30
LH9	39	Trial: 39	NONE	514.50	386.20
LH9	40	Trial: 40	NONE	506.90	384.30
LH9	40	Trial: 40	NONE	511.40	384.20
LH9	41	Trial: 41	NONE	516.80	385.50
LH9	42	Trial: 42	NONE	512.40	394.70
LH9	43	Trial: 43	NONE	519.10	374.90
LH9	44	Trial: 44	NONE	513.70	391.40
LH9	45	Trial: 45	NONE	513.70	375.80
LH9	46	Trial: 46	NONE	514.80	386.70
LH9	46	Trial: 46	NONE	513.60	386.20
LH9	47	Trial: 47	NONE	506.10	392.50
LH9	47	Trial: 47	NONE	522.90	367.50
LH9	47	Trial: 47	NONE	502.50	396.30
LH9	48	Trial: 48	NONE	508.00	384.40
LH9	48	Trial: 48	NONE	510.50	379.00
LH9	49	Trial: 49	NONE	520.40	381.60
LH9	50	Trial: 50	NONE	512.70	380.70
LH9	51	Trial: 51	NONE	509.80	385.40
LH9	52	Trial: 52	NONE	516.90	380.90
LH9	52	Trial: 52	NONE	519.10	385.80
LH9	53	Trial: 53	NONE	521.20	388.30
LH9	54	Trial: 54	NONE	513.10	394.50
LH9	55	Trial: 55	NONE	510.80	384.20
LH9	55	Trial: 55	NONE	510.20	382.60
LH9	56	Trial: 56	NONE	517.20	385.40
LH9	56	Trial: 56	NONE	508.10	379.90
LH9	57	Trial: 57	NONE	514.80	385.30
LH9	58	Trial: 58	NONE	511.60	386.40
LH9	59	Trial: 59	NONE	511.20	389.50
LH9	60	Trial: 60	NONE	518.30	378.10
LH9	61	Trial: 61	NONE	513.70	383.00
LH9	62	Trial: 62	NONE	509.80	383.70
LH9	63	Trial: 63	NONE	518.30	389.60
LH9	64	Trial: 64	NONE	511.60	388.00
LH9	64	Trial: 64	NONE	507.40	379.40
LH9	65	Trial: 65	NONE	508.10	384.50
LH9	65	Trial: 65	NONE	518.90	381.50
LH9	66	Trial: 66	NONE	512.30	384.60
LH9	66	Trial: 66	NONE	513.60	387.50
LH9	67	Trial: 67	NONE	511.80	378.80
LH9	68	Trial: 68	NONE	514.80	390.00
LH9	69	Trial: 69	NONE	510.80	382.70
LH9	69	Trial: 69	NONE	513.00	381.50
LH9	70	Trial: 70	NONE	510.00	389.50
LH9	71	Trial: 71	NONE	509.60	384.60
LH9	71	Trial: 71	NONE	505.30	379.20
LH9	72	Trial: 72	NONE	513.70	387.50
LH9	72	Trial: 72	NONE	509.00	382.60
LH9	73	Trial: 73	NONE	509.80	383.70
LH9	74	Trial: 74	NONE	512.60	388.80
LH9	74	Trial: 74	NONE	531.10	391.70
LH9	74	Trial: 74	NONE	512.50	379.30
LH9	75	Trial: 75	NONE	511.30	384.90
LH9	75	Trial: 75	NONE	513.00	382.40
LH9	76	Trial: 76	NONE	502.60	382.10
LH9	77	Trial: 77	NONE	515.40	385.60
LH9	78	Trial: 78	NONE	510.50	388.60
LH9	79	Trial: 79	NONE	506.40	389.90
LH9	80	Trial: 80	NONE	510.40	387.10
LH9	81	Trial: 81	NONE	496.50	388.10
LH9	81	Trial: 81	NONE	513.50	395.00
LH9	82	Trial: 82	NONE	508.50	387.80
LH9	82	Trial: 82	NONE	501.10	389.60
LH9	83	Trial: 83	NONE	507.50	392.70
LH9	84	Trial: 84	NONE	514.60	382.70
LH9	84	Trial: 84	NONE	518.60	377.90
LH9	85	Trial: 85	NONE	506.80	388.70
LH9	86	Trial: 86	NONE	512.40	382.00
LH9	87	Trial: 87	NONE	513.10	382.40
LH9	87	Trial: 87	NONE	508.40	385.00
LH9	87	Trial: 87	NONE	509.70	352.70
LH9	87	Trial: 87	NONE	508.70	390.10
LH9	88	Trial: 88	NONE	509.90	384.90
LH9	89	Trial: 89	NONE	509.00	388.40
LH9	90	Trial: 90	NONE	507.90	378.10
LH9	91	Trial: 91	NONE	514.60	377.40
LH9	91	Trial: 91	NONE	519.80	374.60
LH9	92	Trial: 92	NONE	512.30	391.10
LH9	92	Trial: 92	NONE	511.40	387.60
LH9	93	Trial: 93	NONE	511.20	376.90
LH9	94	Trial: 94	NONE	517.10	381.40
LH9	94	Trial: 94	NONE	517.30	372.60
LH9	95	Trial: 95	NONE	518.30	380.00
LH9	96	Trial: 96	NONE	513.00	396.90
LH9	97	Trial: 97	NONE	505.40	383.70
LH9	98	Trial: 98	NONE	508.40	379.20
LH9	98	Trial: 98	NONE	513.30	376.80
LH9	99	Trial: 99	NONE	513.60	384.60
LH9	100	Trial: 100	NONE	512.10	388.60
LH9	101	Trial: 101	NONE	517.50	381.00
LH9	101	Trial: 101	NONE	516.20	378.30
LH9	102	Trial: 102	NONE	514.20	385.70
LH9	103	Trial: 103	NONE	512.60	383.30
LH9	104	Trial: 104	NONE	511.70	384.60
LH9	105	Trial: 105	NONE	513.10	379.70
LH9	105	Trial: 105	NONE	518.20	383.10
LH9	106	Trial: 106	NONE	514.30	382.20
LH9	107	Trial: 107	NONE	513.80	382.70
LH9	108	Trial: 108	NONE	505.50	387.50
LH9	109	Trial: 109	NONE	508.20	389.40
LH9	110	Trial: 110	NONE	518.50	386.70
LH9	110	Trial: 110	NONE	521.80	385.50
LH9	111	Trial: 111	NONE	515.60	386.90
LH9	112	Trial: 112	NONE	513.30	382.40
LH9	113	Trial: 113	NONE	519.80	385.50
LH9	114	Trial: 114	NONE	516.50	389.70
LH9	115	Trial: 115	NONE	514.10	386.20
LH9	116	Trial: 116	AFTER	508.80	386.90
LH9	116	Trial: 116	BEFORE	507.20	392.60
LH9	117	Trial: 117	NONE	519.50	393.30
LH9	117	Trial: 117	NONE	530.80	393.80
LH9	118	Trial: 118	NONE	513.90	382.60
LH9	118	Trial: 118	NONE	517.30	374.40
LH9	119	Trial: 119	NONE	506.50	381.00
LH9	120	Trial: 120	NONE	508.50	383.50
LH9	121	Trial: 121	NONE	515.40	387.40
LH9	121	Trial: 121	NONE	517.10	379.60
LH9	122	Trial: 122	NONE	503.70	382.00
LH9	123	Trial: 123	NONE	511.20	388.40
LH9	123	Trial: 123	NONE	527.20	370.30
LH9	123	Trial: 123	NONE	512.90	383.80
LH9	124	Trial: 124	NONE	513.40	387.00
LH9	125	Trial: 125	NONE	516.10	387.90
LH9	125	Trial: 125	NONE	505.80	377.60
LH9	125	Trial: 125	NONE	519.60	387.60
LH9	126	Trial: 126	NONE	511.90	381.10
LH9	127	Trial: 127	NONE	515.40	375.80
LH9	127	Trial: 127	NONE	514.20	378.10
LH9	128	Trial: 128	NONE	513.90	378.80
LH9	129	Trial: 129	NONE	512.00	378.80
LH9	130	Trial: 130	NONE	515.70	377.60
LH9	130	Trial: 130	NONE	501.90	378.30
LH9	131	Trial: 131	NONE	508.60	388.80
LH9	131	Trial: 131	NONE	510.10	387.10
LH9	132	Trial: 132	NONE	516.40	384.70
LH9	133	Trial: 133	NONE	514.30	383.80
LH9	133	Trial: 133	NONE	515.10	384.30
LH9	134	Trial: 134	NONE	508.20	381.90
LH9	135	Trial: 135	NONE	514.50	389.20
LH9	135	Trial: 135	NONE	512.00	389.70
LH9	136	Trial: 136	NONE	513.10	383.30
LH9	136	Trial: 136	NONE	512.20	379.20
LH9	137	Trial: 137	NONE	509.30	383.80
LH9	137	Trial: 137	NONE	502.00	386.10
LH9	138	Trial: 138	NONE	513.10	386.70
LH9	139	Trial: 139	NONE	508.50	387.80
LH9	140	Trial: 140	NONE	508.50	386.80
LH9	141	Trial: 141	NONE	512.80	386.40
LH9	142	Trial: 142	NONE	511.60	391.10
LH9	142	Trial: 142	NONE	509.30	383.10
LH9	143	Trial: 143	NONE	511.90	388.50
LH9	144	Trial: 144	NONE	510.30	394.40
LH9	145	Trial: 145	NONE	511.00	383.70
LH9	146	Trial: 146	NONE	514.00	377.60
LH9	147	Trial: 147	NONE	518.00	388.90
LH9	148	Trial: 148	NONE	518.90	377.70
LH9	149	Trial: 149	NONE	515.30	390.30
LH9	150	Trial: 150	NONE	508.60	379.60
LH9	151	Trial: 151	NONE	506.80	381.10
LH9	151	Trial: 151	NONE	515.80	372.60
LH9	152	Trial: 152	NONE	513.40	379.60
LH9	152	Trial: 152	NONE	523.60	364.40
LH9	152	Trial: 152	NONE	509.00	376.50
LH9	153	Trial: 153	NONE	505.60	384.90
LH9	153	Trial: 153	NONE	512.70	386.40
LH9	153	Trial: 153	NONE	510.50	384.90
LH9	154	Trial: 154	NONE	514.90	386.80
LH9	155	Trial: 155	NONE	521.80	380.90
LH9	156	Trial: 156	NONE	518.10	380.90
LH9	157	Trial: 157	NONE	512.30	395.10
LH9	158	Trial: 158	NONE	510.50	388.50
LH9	158	Trial: 158	NONE	519.80	382.60
LH9	159	Trial: 159	NONE	512.70	398.10
LH9	160	Trial: 160	NONE	514.90	381.90
LH9	161	Trial: 161	NONE	507.50	386.40
LH9	162	Trial: 162	NONE	501.40	391.00
