RECORDING_SESSION_LABEL	TRIAL_INDEX	TRIAL_LABEL	CURRENT_FIX_BLINK_AROUND	CURRENT_FIX_X	CURRENT_FIX_Y
PC13	1	Trial: 1	NONE	507.20	384.60
PC13	1	Trial: 1	NONE	560.00	397.00
PC13	2	Trial: 2	NONE	493.30	378.80
PC13	2	Trial: 2	NONE	556.40	339.50
PC13	3	Trial: 3	NONE	462.40	393.40
PC13	4	Trial: 4	NONE	507.20	392.00
PC13	4	Trial: 4	NONE	548.30	349.70
PC13	4	Trial: 4	NONE	455.80	433.10
PC13	5	Trial: 5	NONE	509.40	391.40
PC13	5	Trial: 5	AFTER	511.40	408.60
PC13	5	Trial: 5	BEFORE	512.30	408.00
PC13	5	Trial: 5	NONE	539.50	366.70
PC13	5	Trial: 5	NONE	517.90	473.00
PC13	6	Trial: 6	NONE	511.20	390.50
PC13	6	Trial: 6	AFTER	448.80	402.50
PC13	6	Trial: 6	BEFORE	523.40	413.40
PC13	7	Trial: 7	NONE	517.00	391.30
PC13	7	Trial: 7	AFTER	564.30	360.00
PC13	7	Trial: 7	BEFORE	610.00	346.50
PC13	8	Trial: 8	AFTER	514.80	397.40
PC13	8	Trial: 8	BOTH	510.90	403.20
PC13	8	Trial: 8	BEFORE	515.50	402.30
PC13	8	Trial: 8	AFTER	569.60	431.40
PC13	8	Trial: 8	BEFORE	701.20	341.50
PC13	9	Trial: 9	NONE	507.20	362.70
PC13	9	Trial: 9	NONE	476.60	330.00
PC13	9	Trial: 9	NONE	556.50	399.70
PC13	10	Trial: 10	NONE	511.10	384.00
PC13	10	Trial: 10	NONE	524.70	384.10
PC13	10	Trial: 10	NONE	518.80	327.20
PC13	10	Trial: 10	AFTER	534.60	372.90
PC13	10	Trial: 10	BEFORE	558.80	328.30
PC13	11	Trial: 11	AFTER	514.60	387.30
PC13	11	Trial: 11	BEFORE	512.80	378.90
PC13	11	Trial: 11	NONE	515.60	286.60
PC13	11	Trial: 11	AFTER	503.30	310.80
PC13	11	Trial: 11	BEFORE	584.40	470.40
PC13	12	Trial: 12	NONE	518.30	387.30
PC13	12	Trial: 12	AFTER	516.40	320.30
PC13	12	Trial: 12	BEFORE	635.50	374.10
PC13	13	Trial: 13	NONE	514.50	384.70
PC13	13	Trial: 13	NONE	523.90	381.60
PC13	13	Trial: 13	NONE	566.10	347.30
PC13	13	Trial: 13	AFTER	585.80	376.00
PC13	13	Trial: 13	BEFORE	599.40	369.30
PC13	13	Trial: 13	NONE	261.50	395.20
PC13	14	Trial: 14	AFTER	507.70	392.30
PC13	14	Trial: 14	BOTH	503.10	393.10
PC13	14	Trial: 14	BOTH	521.00	385.00
PC13	14	Trial: 14	BEFORE	522.40	391.20
PC13	14	Trial: 14	NONE	523.80	443.20
PC13	15	Trial: 15	NONE	511.30	392.30
PC13	15	Trial: 15	NONE	522.40	420.70
PC13	15	Trial: 15	NONE	514.00	453.10
PC13	15	Trial: 15	AFTER	560.10	442.50
PC13	15	Trial: 15	BEFORE	624.80	383.80
PC13	16	Trial: 16	NONE	512.80	386.80
PC13	16	Trial: 16	AFTER	500.10	386.50
PC13	16	Trial: 16	BEFORE	500.30	392.10
PC13	16	Trial: 16	NONE	530.40	446.30
PC13	16	Trial: 16	NONE	566.30	443.90
PC13	16	Trial: 16	AFTER	579.20	404.00
PC13	16	Trial: 16	BEFORE	622.20	402.60
PC13	17	Trial: 17	NONE	510.60	390.50
PC13	17	Trial: 17	NONE	562.80	365.80
PC13	17	Trial: 17	AFTER	562.60	346.80
PC13	17	Trial: 17	BEFORE	611.60	356.70
PC13	18	Trial: 18	NONE	478.40	394.90
PC13	18	Trial: 18	NONE	532.10	344.80
PC13	18	Trial: 18	NONE	526.20	377.20
PC13	18	Trial: 18	NONE	570.40	331.70
PC13	18	Trial: 18	AFTER	471.80	376.10
PC13	18	Trial: 18	BEFORE	500.70	370.10
PC13	19	Trial: 19	NONE	514.60	378.00
PC13	19	Trial: 19	AFTER	456.30	320.90
PC13	19	Trial: 19	BEFORE	480.10	320.20
PC13	20	Trial: 20	NONE	515.10	392.00
PC13	20	Trial: 20	NONE	513.70	315.60
PC13	20	Trial: 20	AFTER	525.90	480.30
PC13	20	Trial: 20	BEFORE	599.00	403.10
