RECORDING_SESSION_LABEL	TRIAL_INDEX	TRIAL_LABEL	CURRENT_FIX_BLINK_AROUND	CURRENT_FIX_X	CURRENT_FIX_Y
AN14	1	Trial: 1	NONE	513.70	383.20
AN14	2	Trial: 2	NONE	513.70	384.50
AN14	3	Trial: 3	NONE	511.30	382.20
AN14	4	Trial: 4	NONE	511.10	375.90
AN14	5	Trial: 5	NONE	516.80	384.50
AN14	6	Trial: 6	NONE	511.00	384.50
AN14	7	Trial: 7	NONE	514.40	383.90
AN14	7	Trial: 7	NONE	516.40	385.50
AN14	8	Trial: 8	NONE	504.00	383.80
AN14	9	Trial: 9	NONE	506.50	376.30
AN14	10	Trial: 10	NONE	510.10	382.70
AN14	11	Trial: 11	NONE	509.10	379.60
AN14	12	Trial: 12	NONE	513.00	385.10
AN14	13	Trial: 13	NONE	510.40	378.50
AN14	14	Trial: 14	NONE	511.80	379.00
AN14	15	Trial: 15	NONE	509.10	386.50
AN14	16	Trial: 16	NONE	515.10	380.30
AN14	17	Trial: 17	NONE	510.40	382.10
AN14	18	Trial: 18	NONE	506.70	380.90
AN14	18	Trial: 18	NONE	446.20	379.30
AN14	19	Trial: 19	NONE	510.20	374.80
AN14	19	Trial: 19	NONE	506.10	367.60
AN14	20	Trial: 20	NONE	512.00	381.00
AN14	21	Trial: 21	NONE	511.20	380.80
AN14	22	Trial: 22	NONE	519.10	390.40
AN14	23	Trial: 23	NONE	511.40	381.20
AN14	24	Trial: 24	NONE	512.20	387.70
AN14	25	Trial: 25	NONE	510.50	383.50
AN14	26	Trial: 26	NONE	508.90	380.90
AN14	27	Trial: 27	NONE	506.10	388.20
AN14	28	Trial: 28	NONE	510.00	380.70
AN14	28	Trial: 28	NONE	511.20	373.30
AN14	29	Trial: 29	NONE	508.30	380.30
AN14	29	Trial: 29	NONE	534.10	397.60
AN14	29	Trial: 29	NONE	516.30	390.30
AN14	30	Trial: 30	NONE	516.10	384.70
AN14	30	Trial: 30	NONE	477.00	413.90
AN14	30	Trial: 30	NONE	518.10	379.70
AN14	31	Trial: 31	NONE	506.70	383.70
AN14	32	Trial: 32	NONE	510.00	378.90
AN14	33	Trial: 33	NONE	509.90	380.00
AN14	34	Trial: 34	NONE	515.80	385.20
AN14	34	Trial: 34	NONE	517.40	328.30
AN14	35	Trial: 35	NONE	507.20	381.80
AN14	35	Trial: 35	NONE	508.20	378.90
AN14	35	Trial: 35	NONE	441.90	377.20
AN14	35	Trial: 35	NONE	519.70	378.50
AN14	36	Trial: 36	NONE	509.30	385.20
AN14	36	Trial: 36	NONE	471.20	355.30
AN14	37	Trial: 37	NONE	509.40	381.60
AN14	37	Trial: 37	NONE	571.60	382.20
AN14	38	Trial: 38	NONE	517.30	384.30
AN14	39	Trial: 39	NONE	514.50	377.60
AN14	40	Trial: 40	NONE	511.10	382.30
AN14	40	Trial: 40	NONE	506.20	377.80
AN14	41	Trial: 41	NONE	509.80	383.20
AN14	42	Trial: 42	NONE	507.80	383.20
AN14	43	Trial: 43	NONE	510.30	389.20
AN14	44	Trial: 44	NONE	508.40	382.50
AN14	44	Trial: 44	NONE	471.80	411.10
AN14	44	Trial: 44	NONE	511.90	387.90
AN14	45	Trial: 45	NONE	512.00	387.20
AN14	46	Trial: 46	NONE	511.00	379.00
AN14	47	Trial: 47	NONE	512.50	377.70
AN14	47	Trial: 47	NONE	526.80	404.20
AN14	47	Trial: 47	NONE	517.30	386.10
AN14	48	Trial: 48	NONE	512.90	384.60
AN14	49	Trial: 49	NONE	507.20	380.70
AN14	49	Trial: 49	NONE	512.10	378.40
AN14	49	Trial: 49	NONE	503.60	372.20
AN14	50	Trial: 50	NONE	512.60	381.40
AN14	51	Trial: 51	NONE	511.20	378.60
