RECORDING_SESSION_LABEL	TRIAL_LABEL	TRIAL_INDEX	CURRENT_FIX_BLINK_AROUND	CURRENT_FIX_X	CURRENT_FIX_Y
OS3	Trial: 1	1	NONE	519.70	383.20
OS3	Trial: 2	2	NONE	518.70	385.30
OS3	Trial: 3	3	NONE	521.20	388.50
OS3	Trial: 4	4	NONE	518.80	383.30
OS3	Trial: 4	4	NONE	508.80	372.30
OS3	Trial: 4	4	NONE	509.10	385.70
OS3	Trial: 5	5	NONE	515.90	384.30
OS3	Trial: 6	6	NONE	517.90	384.40
OS3	Trial: 6	6	NONE	515.70	382.60
OS3	Trial: 7	7	NONE	520.60	389.40
OS3	Trial: 8	8	NONE	525.70	388.60
OS3	Trial: 9	9	NONE	517.70	387.20
OS3	Trial: 10	10	NONE	516.90	386.90
OS3	Trial: 11	11	NONE	513.10	394.80
OS3	Trial: 11	11	NONE	558.70	312.20
OS3	Trial: 12	12	NONE	531.00	361.60
OS3	Trial: 13	13	NONE	510.40	379.30
OS3	Trial: 13	13	NONE	558.00	404.60
OS3	Trial: 13	13	NONE	525.80	387.70
OS3	Trial: 14	14	NONE	511.40	387.10
OS3	Trial: 14	14	NONE	474.80	356.40
OS3	Trial: 14	14	NONE	517.40	371.70
OS3	Trial: 14	14	NONE	561.40	274.00
OS3	Trial: 15	15	NONE	522.60	393.50
OS3	Trial: 15	15	NONE	563.70	296.10
OS3	Trial: 16	16	NONE	528.60	383.60
OS3	Trial: 17	17	NONE	516.30	402.70
OS3	Trial: 18	18	NONE	505.30	383.20
OS3	Trial: 19	19	NONE	507.40	379.40
OS3	Trial: 20	20	NONE	520.70	387.30
OS3	Trial: 21	21	NONE	506.60	402.50
OS3	Trial: 22	22	NONE	525.10	366.70
OS3	Trial: 22	22	NONE	566.70	294.80
OS3	Trial: 23	23	NONE	502.60	374.80
OS3	Trial: 23	23	NONE	520.20	378.90
OS3	Trial: 23	23	NONE	514.40	353.90
OS3	Trial: 24	24	NONE	520.50	379.80
OS3	Trial: 25	25	NONE	519.90	387.80
OS3	Trial: 25	25	NONE	479.50	359.20
OS3	Trial: 25	25	NONE	516.80	376.40
OS3	Trial: 26	26	NONE	513.20	379.80
OS3	Trial: 27	27	NONE	508.10	393.30
OS3	Trial: 28	28	NONE	507.90	390.40
OS3	Trial: 29	29	NONE	510.10	390.70
OS3	Trial: 30	30	NONE	520.00	383.80
OS3	Trial: 31	31	NONE	517.30	386.50
OS3	Trial: 32	32	NONE	512.60	384.10
OS3	Trial: 32	32	NONE	511.50	382.60
OS3	Trial: 33	33	NONE	511.50	386.20
OS3	Trial: 33	33	NONE	518.40	385.30
OS3	Trial: 33	33	NONE	571.40	382.50
OS3	Trial: 33	33	NONE	497.10	375.00
OS3	Trial: 33	33	NONE	514.60	376.50
OS3	Trial: 34	34	NONE	507.90	382.60
OS3	Trial: 35	35	NONE	505.80	381.90
OS3	Trial: 35	35	NONE	565.80	339.90
OS3	Trial: 35	35	NONE	538.90	365.00
OS3	Trial: 35	35	NONE	509.40	375.20
OS3	Trial: 35	35	NONE	506.90	377.50
OS3	Trial: 36	36	NONE	519.20	386.40
OS3	Trial: 37	37	NONE	515.00	391.70
OS3	Trial: 38	38	NONE	518.70	387.40
OS3	Trial: 39	39	NONE	515.40	386.70
OS3	Trial: 40	40	NONE	509.30	389.50
OS3	Trial: 40	40	NONE	507.30	402.10
OS3	Trial: 41	41	NONE	518.90	386.70
OS3	Trial: 42	42	NONE	516.40	385.10
OS3	Trial: 43	43	NONE	522.70	391.40
OS3	Trial: 44	44	NONE	515.80	388.00
OS3	Trial: 45	45	NONE	511.00	374.10
OS3	Trial: 46	46	NONE	510.20	390.00
OS3	Trial: 47	47	NONE	512.30	387.00
OS3	Trial: 48	48	NONE	514.40	382.20
OS3	Trial: 49	49	NONE	516.10	384.60
OS3	Trial: 50	50	NONE	516.60	381.30
OS3	Trial: 51	51	NONE	511.20	387.10
OS3	Trial: 51	51	NONE	509.70	381.70
OS3	Trial: 52	52	NONE	519.80	388.30
OS3	Trial: 53	53	NONE	517.50	384.80
OS3	Trial: 54	54	NONE	518.70	382.30
OS3	Trial: 54	54	NONE	521.70	360.80
OS3	Trial: 55	55	NONE	511.50	378.10
OS3	Trial: 56	56	NONE	511.00	381.40
OS3	Trial: 57	57	NONE	515.60	378.70
OS3	Trial: 58	58	NONE	524.40	376.40
OS3	Trial: 58	58	NONE	520.40	385.80
OS3	Trial: 59	59	NONE	507.00	385.20
OS3	Trial: 59	59	NONE	512.80	379.40
OS3	Trial: 60	60	NONE	511.00	383.30
OS3	Trial: 61	61	NONE	508.10	385.20
OS3	Trial: 62	62	NONE	515.80	374.20
OS3	Trial: 63	63	AFTER	515.30	385.00
OS3	Trial: 63	63	BEFORE	513.80	397.10
OS3	Trial: 64	64	NONE	513.40	381.60
OS3	Trial: 64	64	NONE	508.30	377.40
OS3	Trial: 65	65	NONE	515.20	382.70
OS3	Trial: 65	65	NONE	514.00	373.80
OS3	Trial: 66	66	NONE	516.30	383.00
OS3	Trial: 66	66	NONE	519.90	375.20
OS3	Trial: 67	67	NONE	508.50	387.10
OS3	Trial: 68	68	NONE	512.00	383.30
OS3	Trial: 68	68	NONE	488.20	348.40
OS3	Trial: 68	68	NONE	509.80	375.80
OS3	Trial: 69	69	NONE	511.70	382.80
OS3	Trial: 70	70	NONE	511.60	382.00
OS3	Trial: 71	71	NONE	513.10	381.80
OS3	Trial: 71	71	NONE	514.40	367.90
OS3	Trial: 72	72	NONE	515.60	380.40
OS3	Trial: 73	73	NONE	524.80	381.70
