RECORDING_SESSION_LABEL	TRIAL_LABEL	TRIAL_INDEX	CURRENT_FIX_BLINK_AROUND	CURRENT_FIX_X	CURRENT_FIX_Y
LS2	Trial: 1	1	NONE	505.90	379.30
LS2	Trial: 2	2	NONE	512.50	368.20
LS2	Trial: 3	3	NONE	512.50	386.60
LS2	Trial: 4	4	NONE	509.50	381.70
LS2	Trial: 5	5	NONE	516.30	388.20
LS2	Trial: 6	6	NONE	510.00	380.40
LS2	Trial: 7	7	NONE	514.70	384.60
LS2	Trial: 8	8	NONE	507.80	388.10
LS2	Trial: 9	9	NONE	520.40	385.70
LS2	Trial: 10	10	NONE	511.40	389.40
LS2	Trial: 11	11	NONE	515.00	389.20
LS2	Trial: 12	12	NONE	524.60	384.60
LS2	Trial: 13	13	NONE	513.60	396.70
LS2	Trial: 14	14	NONE	510.20	381.50
LS2	Trial: 15	15	NONE	507.00	391.00
LS2	Trial: 15	15	NONE	464.70	467.80
LS2	Trial: 16	16	NONE	509.30	387.20
LS2	Trial: 17	17	NONE	500.20	389.00
LS2	Trial: 18	18	NONE	506.00	390.40
LS2	Trial: 19	19	NONE	517.80	383.50
LS2	Trial: 20	20	NONE	514.90	382.30
LS2	Trial: 21	21	NONE	512.40	373.80
LS2	Trial: 21	21	NONE	482.60	384.70
LS2	Trial: 22	22	NONE	509.50	370.70
LS2	Trial: 23	23	NONE	510.30	381.00
LS2	Trial: 24	24	NONE	519.70	388.40
LS2	Trial: 25	25	NONE	515.40	377.00
LS2	Trial: 26	26	NONE	509.50	383.00
LS2	Trial: 27	27	NONE	509.30	379.90
LS2	Trial: 28	28	NONE	516.10	389.10
LS2	Trial: 28	28	NONE	506.20	396.90
LS2	Trial: 28	28	NONE	505.60	398.10
LS2	Trial: 29	29	NONE	514.30	383.90
LS2	Trial: 30	30	NONE	504.10	375.80
LS2	Trial: 31	31	NONE	512.50	386.00
LS2	Trial: 31	31	NONE	498.40	373.30
LS2	Trial: 32	32	NONE	512.30	392.70
LS2	Trial: 32	32	NONE	583.00	451.30
LS2	Trial: 33	33	NONE	513.80	393.60
LS2	Trial: 34	34	NONE	518.20	388.80
LS2	Trial: 34	34	NONE	581.30	438.50
LS2	Trial: 35	35	NONE	516.30	386.90
LS2	Trial: 36	36	NONE	506.90	379.20
LS2	Trial: 36	36	NONE	516.80	380.10
LS2	Trial: 37	37	NONE	520.70	372.00
LS2	Trial: 37	37	NONE	497.10	355.80
LS2	Trial: 38	38	NONE	508.10	384.80
LS2	Trial: 38	38	NONE	528.60	393.60
LS2	Trial: 39	39	NONE	516.70	400.10
LS2	Trial: 40	40	NONE	515.20	390.50
LS2	Trial: 40	40	NONE	520.00	424.20
LS2	Trial: 40	40	NONE	517.40	413.20
LS2	Trial: 41	41	NONE	514.80	398.30
LS2	Trial: 41	41	NONE	547.60	403.80
LS2	Trial: 42	42	NONE	513.40	381.50
LS2	Trial: 43	43	NONE	518.20	381.70
LS2	Trial: 44	44	NONE	520.30	390.80
LS2	Trial: 45	45	NONE	513.30	382.10
LS2	Trial: 45	45	NONE	490.90	375.80
LS2	Trial: 46	46	NONE	515.50	399.60
LS2	Trial: 47	47	NONE	506.70	384.40
LS2	Trial: 48	48	NONE	532.20	383.20
LS2	Trial: 48	48	NONE	517.30	381.10
LS2	Trial: 48	48	NONE	548.90	333.00
LS2	Trial: 49	49	NONE	512.10	394.80
LS2	Trial: 50	50	NONE	514.40	394.00
