RECORDING_SESSION_LABEL	TRIAL_INDEX	TRIAL_LABEL	CURRENT_FIX_BLINK_AROUND	CURRENT_FIX_X	CURRENT_FIX_Y
JA8	1	Trial: 1	NONE	505.90	380.30
JA8	2	Trial: 2	NONE	511.40	389.50
JA8	3	Trial: 3	NONE	503.70	384.30
JA8	4	Trial: 4	NONE	509.00	382.20
JA8	5	Trial: 5	NONE	507.00	388.70
JA8	6	Trial: 6	NONE	511.60	379.40
JA8	7	Trial: 7	NONE	510.70	382.50
JA8	8	Trial: 8	NONE	511.30	381.40
JA8	9	Trial: 9	NONE	508.50	391.40
JA8	10	Trial: 10	NONE	512.90	381.30
JA8	11	Trial: 11	NONE	508.30	381.70
JA8	12	Trial: 12	NONE	503.70	384.80
JA8	13	Trial: 13	NONE	508.00	379.10
JA8	14	Trial: 14	NONE	510.00	383.80
JA8	15	Trial: 15	NONE	513.00	376.30
JA8	16	Trial: 16	NONE	511.60	380.50
JA8	17	Trial: 17	NONE	516.80	382.00
JA8	18	Trial: 18	NONE	508.40	385.20
JA8	19	Trial: 19	NONE	504.10	395.90
JA8	20	Trial: 20	NONE	509.80	392.60
JA8	21	Trial: 21	NONE	504.40	397.50
JA8	22	Trial: 22	NONE	512.20	383.60
JA8	23	Trial: 23	NONE	512.80	386.60
JA8	23	Trial: 23	NONE	506.60	378.20
JA8	24	Trial: 24	NONE	510.10	372.60
JA8	25	Trial: 25	NONE	512.00	380.40
JA8	26	Trial: 26	NONE	514.20	393.60
JA8	26	Trial: 26	NONE	513.80	394.80
JA8	26	Trial: 26	NONE	485.90	384.60
JA8	26	Trial: 26	AFTER	515.90	391.20
JA8	26	Trial: 26	BEFORE	521.10	411.00
JA8	27	Trial: 27	NONE	507.70	381.80
JA8	27	Trial: 27	NONE	539.30	412.00
JA8	27	Trial: 27	AFTER	513.60	391.90
JA8	27	Trial: 27	BEFORE	503.70	402.90
JA8	28	Trial: 28	NONE	509.40	388.20
JA8	29	Trial: 29	NONE	506.20	384.50
JA8	30	Trial: 30	NONE	511.50	382.70
JA8	31	Trial: 31	NONE	511.90	385.60
JA8	32	Trial: 32	NONE	504.30	395.30
JA8	32	Trial: 32	NONE	505.20	392.80
JA8	33	Trial: 33	NONE	510.80	391.40
JA8	34	Trial: 34	NONE	513.10	384.80
JA8	34	Trial: 34	NONE	511.70	387.00
JA8	35	Trial: 35	NONE	506.00	375.10
JA8	36	Trial: 36	NONE	506.00	385.50
JA8	37	Trial: 37	NONE	502.00	381.40
JA8	38	Trial: 38	NONE	513.90	389.60
JA8	39	Trial: 39	NONE	512.20	378.00
JA8	40	Trial: 40	NONE	509.00	386.40
JA8	41	Trial: 41	NONE	509.60	388.00
JA8	41	Trial: 41	NONE	497.70	382.90
JA8	42	Trial: 42	NONE	514.00	378.90
JA8	42	Trial: 42	NONE	520.60	369.60
JA8	43	Trial: 43	NONE	515.50	376.20
JA8	44	Trial: 44	NONE	514.70	390.70
JA8	45	Trial: 45	NONE	501.30	391.20
JA8	46	Trial: 46	NONE	513.50	385.20
JA8	47	Trial: 47	NONE	508.70	388.30
JA8	48	Trial: 48	NONE	518.70	393.00
JA8	49	Trial: 49	NONE	509.20	385.10
JA8	50	Trial: 50	NONE	509.70	388.60
JA8	51	Trial: 51	NONE	505.70	394.10
JA8	51	Trial: 51	NONE	510.30	381.80
JA8	52	Trial: 52	NONE	517.60	381.10
JA8	53	Trial: 53	NONE	507.40	385.50
JA8	54	Trial: 54	NONE	508.80	381.10
JA8	55	Trial: 55	NONE	509.80	382.60
JA8	56	Trial: 56	NONE	512.70	399.00
JA8	57	Trial: 57	NONE	503.50	380.20
JA8	58	Trial: 58	NONE	512.90	382.90
JA8	59	Trial: 59	NONE	509.20	382.50
JA8	59	Trial: 59	NONE	493.70	393.00
JA8	60	Trial: 60	NONE	510.50	382.90
JA8	61	Trial: 61	NONE	513.30	384.10
JA8	62	Trial: 62	NONE	511.30	389.70
JA8	63	Trial: 63	NONE	504.00	383.70
JA8	64	Trial: 64	NONE	509.00	388.70
JA8	65	Trial: 65	NONE	504.10	388.80
JA8	66	Trial: 66	NONE	512.40	381.60
JA8	67	Trial: 67	NONE	519.60	390.10
JA8	68	Trial: 68	NONE	512.20	375.40
JA8	69	Trial: 69	NONE	511.90	379.70
JA8	69	Trial: 69	NONE	549.50	372.90
JA8	70	Trial: 70	NONE	510.30	386.90
JA8	71	Trial: 71	NONE	510.30	386.10
JA8	72	Trial: 72	NONE	505.30	390.50
JA8	72	Trial: 72	NONE	547.20	396.80
JA8	73	Trial: 73	NONE	517.40	396.70
JA8	74	Trial: 74	NONE	512.50	392.80
JA8	74	Trial: 74	NONE	400.20	411.50
JA8	75	Trial: 75	NONE	508.70	394.10
JA8	76	Trial: 76	NONE	509.10	388.00
JA8	77	Trial: 77	NONE	508.80	382.20
JA8	77	Trial: 77	NONE	519.20	395.70
JA8	77	Trial: 77	NONE	512.60	385.80
JA8	78	Trial: 78	NONE	508.30	384.00
JA8	78	Trial: 78	NONE	520.80	366.70
JA8	79	Trial: 79	NONE	512.00	383.70
JA8	80	Trial: 80	NONE	512.90	388.60
JA8	80	Trial: 80	NONE	523.00	395.20
JA8	81	Trial: 81	NONE	510.80	384.10
JA8	82	Trial: 82	NONE	513.60	385.00
JA8	83	Trial: 83	NONE	506.30	387.90
JA8	83	Trial: 83	NONE	500.40	376.10
JA8	84	Trial: 84	NONE	508.40	380.90
JA8	85	Trial: 85	NONE	507.40	384.40
JA8	86	Trial: 86	NONE	505.70	378.40
JA8	87	Trial: 87	NONE	524.40	378.20
JA8	87	Trial: 87	NONE	495.70	380.70
JA8	88	Trial: 88	NONE	504.20	383.00
JA8	89	Trial: 89	NONE	505.00	387.10
JA8	90	Trial: 90	NONE	515.30	385.40
JA8	91	Trial: 91	NONE	501.60	386.10
JA8	92	Trial: 92	NONE	511.00	388.60
JA8	93	Trial: 93	NONE	510.20	382.90
JA8	93	Trial: 93	NONE	381.80	394.70
JA8	94	Trial: 94	NONE	512.10	380.70
JA8	95	Trial: 95	NONE	510.50	379.40
JA8	95	Trial: 95	NONE	515.40	373.20
JA8	96	Trial: 96	NONE	510.20	387.40
JA8	97	Trial: 97	NONE	509.10	385.50
JA8	98	Trial: 98	NONE	509.80	387.00
JA8	99	Trial: 99	NONE	509.40	385.90
JA8	100	Trial: 100	NONE	511.00	393.40
JA8	101	Trial: 101	NONE	514.00	381.80
JA8	102	Trial: 102	NONE	514.50	393.70
JA8	103	Trial: 103	NONE	504.80	380.40
JA8	104	Trial: 104	NONE	509.20	377.20
JA8	104	Trial: 104	NONE	478.90	369.80
JA8	104	Trial: 104	NONE	493.40	376.30
JA8	105	Trial: 105	NONE	505.90	377.70
JA8	105	Trial: 105	NONE	516.50	379.70
JA8	105	Trial: 105	NONE	577.40	411.80
JA8	106	Trial: 106	NONE	514.70	388.00
JA8	107	Trial: 107	NONE	512.90	383.40
JA8	108	Trial: 108	NONE	514.10	392.50
JA8	109	Trial: 109	NONE	514.90	388.60
JA8	110	Trial: 110	NONE	510.40	383.00
JA8	110	Trial: 110	NONE	498.40	391.40
JA8	110	Trial: 110	NONE	539.80	419.10
JA8	110	Trial: 110	AFTER	506.30	388.70
JA8	110	Trial: 110	BEFORE	498.40	405.40
JA8	111	Trial: 111	NONE	517.00	384.40
JA8	112	Trial: 112	NONE	513.60	381.40
JA8	113	Trial: 113	NONE	510.30	386.90
JA8	114	Trial: 114	NONE	508.40	388.80
JA8	114	Trial: 114	NONE	505.80	789.10
JA8	114	Trial: 114	NONE	492.40	408.40
JA8	115	Trial: 115	NONE	517.90	378.40
JA8	116	Trial: 116	NONE	515.10	386.80
JA8	117	Trial: 117	NONE	508.30	385.00
JA8	118	Trial: 118	NONE	515.60	387.60
JA8	119	Trial: 119	NONE	520.50	389.50
JA8	120	Trial: 120	NONE	508.40	382.40
JA8	121	Trial: 121	NONE	512.50	387.80
JA8	122	Trial: 122	NONE	513.70	380.60
JA8	123	Trial: 123	NONE	511.80	383.50
JA8	124	Trial: 124	NONE	508.70	383.20
