RECORDING_SESSION_LABEL	CURRENT_FIX_BLINK_AROUND	CURRENT_FIX_END	CURRENT_FIX_START	CURRENT_FIX_X	CURRENT_FIX_Y	TRIAL_INDEX	TRIAL_LABEL
MV10	NONE	2841	7	515.40	379.00	1	Trial: 1
MV10	NONE	2834	7	513.40	383.30	2	Trial: 2
MV10	NONE	1071	7	507.50	385.20	3	Trial: 3
MV10	NONE	2431	1093	473.30	354.10	3	Trial: 3
MV10	NONE	2832	2451	509.20	380.20	3	Trial: 3
MV10	NONE	2833	7	514.40	383.90	4	Trial: 4
MV10	NONE	1051	7	517.20	386.30	5	Trial: 5
MV10	NONE	2836	1069	516.10	356.60	5	Trial: 5
MV10	AFTER	69	7	512.00	386.90	6	Trial: 6
MV10	BEFORE	416	274	507.20	345.50	6	Trial: 6
MV10	NONE	1849	439	513.90	393.40	6	Trial: 6
MV10	NONE	2832	1869	518.00	344.10	6	Trial: 6
MV10	NONE	428	178	510.50	378.10	7	Trial: 7
MV10	NONE	697	450	549.60	342.00	7	Trial: 7
MV10	NONE	1077	721	511.70	394.50	7	Trial: 7
MV10	NONE	2830	1087	517.90	360.30	7	Trial: 7
MV10	NONE	1674	7	513.60	382.70	8	Trial: 8
MV10	NONE	2834	1683	535.10	379.10	8	Trial: 8
MV10	NONE	266	23	510.10	435.60	9	Trial: 9
MV10	NONE	1149	274	506.50	423.20	9	Trial: 9
MV10	NONE	2830	1157	506.70	403.70	9	Trial: 9
MV10	NONE	283	7	519.50	357.10	10	Trial: 10
MV10	NONE	2137	294	510.80	384.50	10	Trial: 10
MV10	NONE	2650	2155	519.90	359.00	10	Trial: 10
MV10	NONE	2830	2678	582.80	400.20	10	Trial: 10
MV10	NONE	51	27	523.30	737.60	11	Trial: 11
MV10	NONE	135	74	524.30	787.80	11	Trial: 11
MV10	AFTER	218	190	528.70	623.90	11	Trial: 11
MV10	BEFORE	978	452	530.30	390.50	11	Trial: 11
MV10	AFTER	1012	988	524.50	417.90	11	Trial: 11
MV10	BEFORE	2831	1296	523.90	416.50	11	Trial: 11
MV10	NONE	1111	7	512.90	382.30	12	Trial: 12
MV10	NONE	1758	1120	514.20	357.70	12	Trial: 12
MV10	NONE	2745	1772	505.60	392.20	12	Trial: 12
MV10	NONE	2840	2771	563.60	335.50	12	Trial: 12
MV10	NONE	545	7	523.80	364.50	13	Trial: 13
MV10	NONE	1310	554	517.10	371.20	13	Trial: 13
MV10	NONE	2833	1321	530.10	372.10	13	Trial: 13
MV10	NONE	1456	7	511.30	384.60	14	Trial: 14
MV10	NONE	2087	1471	540.60	336.60	14	Trial: 14
MV10	NONE	2834	2103	521.10	370.60	14	Trial: 14
MV10	NONE	403	7	508.50	373.20	15	Trial: 15
MV10	AFTER	666	428	517.50	297.10	15	Trial: 15
MV10	BEFORE	2831	915	520.90	344.10	15	Trial: 15
MV10	AFTER	996	7	511.50	387.30	16	Trial: 16
MV10	BEFORE	2840	1227	506.80	363.70	16	Trial: 16
MV10	NONE	1442	7	502.90	393.60	17	Trial: 17
MV10	NONE	2835	1462	504.80	351.40	17	Trial: 17
MV10	NONE	482	7	503.70	388.10	18	Trial: 18
MV10	NONE	702	492	495.60	364.10	18	Trial: 18
MV10	NONE	1287	718	497.40	387.10	18	Trial: 18
MV10	AFTER	2019	1309	502.60	332.90	18	Trial: 18
MV10	BEFORE	2840	2261	494.40	383.70	18	Trial: 18
MV10	NONE	391	7	513.80	388.10	19	Trial: 19
MV10	AFTER	793	411	522.00	346.00	19	Trial: 19
MV10	BEFORE	1093	1018	509.00	396.60	19	Trial: 19
MV10	NONE	1709	1105	511.60	397.50	19	Trial: 19
MV10	NONE	2840	1729	503.00	357.20	19	Trial: 19
MV10	NONE	2830	7	520.30	409.60	20	Trial: 20
MV10	NONE	280	7	514.30	387.60	21	Trial: 21
MV10	NONE	659	305	577.40	378.80	21	Trial: 21
MV10	NONE	2452	683	515.30	379.00	21	Trial: 21
MV10	NONE	2830	2473	457.30	372.00	21	Trial: 21
MV10	AFTER	298	7	505.40	381.60	22	Trial: 22
MV10	BEFORE	1094	544	494.80	351.00	22	Trial: 22
MV10	NONE	2158	1105	504.50	365.20	22	Trial: 22
MV10	NONE	2833	2170	514.70	380.50	22	Trial: 22
MV10	NONE	420	7	506.30	385.60	23	Trial: 23
MV10	NONE	667	448	503.30	325.00	23	Trial: 23
MV10	AFTER	1010	688	503.40	373.80	23	Trial: 23
MV10	BEFORE	2829	1254	515.30	356.10	23	Trial: 23
MV10	NONE	487	7	515.10	384.90	24	Trial: 24
MV10	NONE	2284	511	510.00	327.30	24	Trial: 24
MV10	NONE	2831	2301	469.80	319.70	24	Trial: 24
MV10	AFTER	265	166	512.70	443.60	25	Trial: 25
MV10	BEFORE	1127	501	492.40	389.60	25	Trial: 25
MV10	NONE	1356	1151	531.00	330.00	25	Trial: 25
MV10	NONE	1609	1368	490.90	367.60	25	Trial: 25
MV10	NONE	2834	1625	514.70	370.70	25	Trial: 25
MV10	NONE	282	7	505.50	386.70	26	Trial: 26
MV10	NONE	559	306	530.20	326.20	26	Trial: 26
MV10	AFTER	637	576	497.30	342.40	26	Trial: 26
MV10	BOTH	1046	885	499.90	354.60	26	Trial: 26
MV10	BEFORE	1355	1282	507.90	351.90	26	Trial: 26
MV10	NONE	1455	1374	548.10	331.60	26	Trial: 26
MV10	NONE	2839	1473	513.90	342.00	26	Trial: 26
MV10	NONE	47	7	509.90	389.70	27	Trial: 27
MV10	NONE	135	65	513.30	469.90	27	Trial: 27
MV10	NONE	406	153	511.90	392.80	27	Trial: 27
MV10	AFTER	551	434	500.40	301.80	27	Trial: 27
MV10	BEFORE	1111	769	499.20	309.80	27	Trial: 27
MV10	NONE	1645	1131	516.50	283.10	27	Trial: 27
MV10	NONE	1826	1675	513.50	400.50	27	Trial: 27
MV10	NONE	2830	1842	518.70	370.70	27	Trial: 27
MV10	AFTER	282	7	521.10	391.00	28	Trial: 28
MV10	BEFORE	1490	575	530.30	383.40	28	Trial: 28
MV10	NONE	2840	1508	524.10	378.50	28	Trial: 28
MV10	AFTER	694	7	516.90	375.90	29	Trial: 29
MV10	BEFORE	1128	944	502.40	358.20	29	Trial: 29
MV10	NONE	2850	1149	512.90	376.00	29	Trial: 29
MV10	NONE	80	7	512.00	383.40	30	Trial: 30
MV10	AFTER	972	104	508.40	310.00	30	Trial: 30
MV10	BEFORE	1453	1172	512.10	345.40	30	Trial: 30
MV10	NONE	2834	1471	521.60	321.10	30	Trial: 30
MV10	AFTER	192	7	511.60	392.00	31	Trial: 31
MV10	BEFORE	797	472	520.10	369.90	31	Trial: 31
MV10	NONE	2830	809	513.50	335.60	31	Trial: 31
MV10	NONE	229	7	603.80	370.90	32	Trial: 32
MV10	AFTER	319	262	479.20	371.90	32	Trial: 32
MV10	BEFORE	1050	556	516.30	389.30	32	Trial: 32
MV10	NONE	1315	1069	546.40	387.00	32	Trial: 32
MV10	NONE	1844	1329	523.70	381.70	32	Trial: 32
MV10	NONE	2840	1855	538.70	370.20	32	Trial: 32
MV10	AFTER	279	7	519.50	361.80	33	Trial: 33
MV10	BEFORE	626	490	526.20	395.00	33	Trial: 33
MV10	AFTER	778	653	568.00	312.90	33	Trial: 33
MV10	BEFORE	1255	1031	535.80	374.00	33	Trial: 33
MV10	NONE	2147	1265	520.70	380.80	33	Trial: 33
MV10	NONE	2834	2174	559.40	320.00	33	Trial: 33
MV10	NONE	1066	7	514.70	380.60	34	Trial: 34
MV10	NONE	1323	1073	493.10	364.30	34	Trial: 34
MV10	NONE	2361	1335	509.00	377.20	34	Trial: 34
MV10	NONE	2843	2381	458.70	384.00	34	Trial: 34
MV10	NONE	521	176	522.10	351.20	35	Trial: 35
MV10	NONE	734	538	497.90	334.20	35	Trial: 35
MV10	NONE	1044	757	505.20	280.00	35	Trial: 35
MV10	NONE	2845	1066	510.30	343.40	35	Trial: 35
MV10	AFTER	250	7	520.70	351.70	36	Trial: 36
MV10	BEFORE	1038	497	509.40	347.10	36	Trial: 36
MV10	NONE	1430	1060	512.10	396.20	36	Trial: 36
MV10	NONE	2832	1442	518.40	381.40	36	Trial: 36
MV10	AFTER	500	7	514.80	388.40	37	Trial: 37
MV10	BOTH	797	755	508.80	410.80	37	Trial: 37
MV10	BEFORE	1334	1048	522.30	375.90	37	Trial: 37
MV10	NONE	2839	1355	508.20	348.30	37	Trial: 37
MV10	AFTER	45	7	510.50	384.50	38	Trial: 38
MV10	BEFORE	463	311	500.30	371.60	38	Trial: 38
MV10	NONE	1729	474	510.30	369.20	38	Trial: 38
MV10	NONE	2833	1744	506.90	362.50	38	Trial: 38
MV10	AFTER	57	7	512.10	392.00	39	Trial: 39
MV10	BOTH	950	298	500.40	378.70	39	Trial: 39
MV10	BEFORE	1411	1269	534.00	362.90	39	Trial: 39
MV10	NONE	2831	1430	496.20	377.50	39	Trial: 39
MV10	NONE	2835	7	515.40	366.20	40	Trial: 40
MV10	NONE	284	7	508.30	392.20	41	Trial: 41
MV10	NONE	644	309	509.40	333.30	41	Trial: 41
MV10	AFTER	835	668	539.20	271.20	41	Trial: 41
MV10	BEFORE	1504	1120	511.50	349.50	41	Trial: 41
MV10	NONE	2830	1530	520.60	292.00	41	Trial: 41
MV10	AFTER	301	7	515.80	384.60	42	Trial: 42
MV10	BEFORE	780	557	498.80	321.70	42	Trial: 42
MV10	AFTER	1219	801	522.80	351.60	42	Trial: 42
MV10	BEFORE	1605	1496	507.70	359.10	42	Trial: 42
MV10	AFTER	1803	1628	509.10	396.10	42	Trial: 42
MV10	BEFORE	2840	2036	521.00	311.10	42	Trial: 42
MV10	AFTER	505	7	505.90	387.20	43	Trial: 43
MV10	BEFORE	955	762	467.50	317.80	43	Trial: 43
MV10	NONE	1352	977	498.20	373.70	43	Trial: 43
MV10	NONE	2830	1372	484.90	360.50	43	Trial: 43
MV10	NONE	367	7	498.40	366.30	44	Trial: 44
MV10	AFTER	1067	375	508.10	392.00	44	Trial: 44
MV10	BEFORE	2333	1370	526.80	396.50	44	Trial: 44
MV10	NONE	2831	2353	466.90	380.90	44	Trial: 44
MV10	NONE	2832	187	494.50	383.50	45	Trial: 45
MV10	NONE	260	7	512.00	386.20	46	Trial: 46
MV10	NONE	1464	271	508.20	355.80	46	Trial: 46
MV10	NONE	2840	1477	516.30	354.70	46	Trial: 46
MV10	NONE	516	7	510.10	399.20	47	Trial: 47
MV10	NONE	1074	532	523.80	385.90	47	Trial: 47
MV10	NONE	2840	1108	519.30	323.20	47	Trial: 47
MV10	AFTER	351	7	512.10	376.00	48	Trial: 48
MV10	BEFORE	1373	852	505.10	379.70	48	Trial: 48
MV10	AFTER	1979	1395	504.90	346.70	48	Trial: 48
MV10	BEFORE	2642	2222	499.40	339.20	48	Trial: 48
MV10	NONE	2838	2658	501.10	360.60	48	Trial: 48
MV10	AFTER	297	7	510.80	383.50	49	Trial: 49
MV10	BEFORE	810	557	512.90	366.30	49	Trial: 49
MV10	NONE	1528	833	510.50	272.10	49	Trial: 49
MV10	NONE	1750	1555	504.20	358.40	49	Trial: 49
MV10	NONE	2834	1765	515.40	389.50	49	Trial: 49
MV10	AFTER	493	7	513.30	395.30	50	Trial: 50
MV10	BOTH	1379	742	519.80	396.50	50	Trial: 50
MV10	BEFORE	2830	1610	515.40	387.70	50	Trial: 50
MV10	AFTER	505	7	511.50	377.10	51	Trial: 51
MV10	BOTH	1383	747	504.00	354.60	51	Trial: 51
MV10	BOTH	1988	1601	503.20	340.20	51	Trial: 51
MV10	BEFORE	2833	2278	506.10	348.10	51	Trial: 51
MV10	NONE	272	7	523.80	414.40	52	Trial: 52
MV10	AFTER	661	301	517.50	352.80	52	Trial: 52
MV10	BEFORE	1271	956	515.60	390.40	52	Trial: 52
MV10	AFTER	1727	1283	531.80	388.60	52	Trial: 52
MV10	BOTH	2483	1987	527.20	387.70	52	Trial: 52
MV10	BEFORE	2781	2740	526.80	547.60	52	Trial: 52
MV10	NONE	2831	2793	528.80	523.50	52	Trial: 52
MV10	NONE	571	7	502.40	396.70	53	Trial: 53
MV10	NONE	859	593	479.50	356.10	53	Trial: 53
MV10	NONE	1477	874	497.00	339.00	53	Trial: 53
MV10	NONE	2834	1488	502.90	364.30	53	Trial: 53
MV10	NONE	1042	7	521.60	394.30	54	Trial: 54
MV10	AFTER	1182	1063	511.10	336.40	54	Trial: 54
MV10	BEFORE	1612	1412	518.00	319.30	54	Trial: 54
MV10	NONE	2843	1632	524.80	386.50	54	Trial: 54
MV10	NONE	235	7	514.70	377.40	55	Trial: 55
MV10	AFTER	445	261	518.90	297.30	55	Trial: 55
MV10	BOTH	755	711	505.80	371.70	55	Trial: 55
MV10	BEFORE	1768	1034	524.40	306.00	55	Trial: 55
MV10	NONE	2830	1795	515.40	388.60	55	Trial: 55
MV10	NONE	368	7	502.70	398.00	56	Trial: 56
MV10	NONE	584	396	507.90	294.60	56	Trial: 56
MV10	NONE	2840	609	511.50	368.00	56	Trial: 56
MV10	NONE	303	7	510.70	384.20	57	Trial: 57
MV10	NONE	584	327	548.40	326.80	57	Trial: 57
MV10	NONE	843	603	524.50	350.70	57	Trial: 57
MV10	NONE	1092	854	518.30	377.80	57	Trial: 57
MV10	NONE	2834	1114	530.90	343.00	57	Trial: 57
MV10	NONE	1111	7	513.30	390.50	58	Trial: 58
MV10	NONE	1359	1135	559.50	347.10	58	Trial: 58
MV10	NONE	1647	1374	536.30	357.90	58	Trial: 58
MV10	NONE	2830	1660	520.90	374.10	58	Trial: 58
MV10	NONE	2840	7	498.30	384.60	59	Trial: 59
MV10	NONE	354	7	508.70	390.60	60	Trial: 60
MV10	NONE	1022	381	510.40	321.80	60	Trial: 60
MV10	AFTER	1308	1172	503.80	366.40	60	Trial: 60
MV10	BEFORE	2840	1541	507.40	341.20	60	Trial: 60
MV10	AFTER	242	7	531.10	340.10	61	Trial: 61
MV10	BOTH	993	470	510.70	362.60	61	Trial: 61
MV10	BEFORE	1525	1218	509.80	382.00	61	Trial: 61
MV10	NONE	2835	1549	518.80	342.40	61	Trial: 61
MV10	AFTER	408	7	510.80	386.90	62	Trial: 62
MV10	BOTH	1029	636	505.50	382.80	62	Trial: 62
MV10	BEFORE	1576	1263	518.40	378.10	62	Trial: 62
MV10	AFTER	2003	1585	506.30	372.60	62	Trial: 62
MV10	BEFORE	2698	2223	518.30	364.60	62	Trial: 62
MV10	AFTER	579	7	509.00	384.10	63	Trial: 63
MV10	BEFORE	2834	831	511.10	384.10	63	Trial: 63
MV10	AFTER	1354	205	515.60	374.00	64	Trial: 64
MV10	BEFORE	2759	1614	518.60	370.30	64	Trial: 64
MV10	NONE	2838	2782	582.90	368.90	64	Trial: 64
MV10	NONE	368	7	514.00	377.60	65	Trial: 65
MV10	AFTER	718	394	513.00	319.10	65	Trial: 65
MV10	BEFORE	2840	955	516.90	384.90	65	Trial: 65
MV10	NONE	2840	7	503.40	400.30	66	Trial: 66
MV10	NONE	1431	7	513.20	393.80	67	Trial: 67
MV10	NONE	2838	1442	512.40	393.20	67	Trial: 67
MV10	AFTER	1030	7	505.40	389.30	68	Trial: 68
MV10	BOTH	1251	1213	509.10	360.90	68	Trial: 68
MV10	BEFORE	2847	1510	505.10	386.70	68	Trial: 68
MV10	AFTER	237	7	508.60	384.40	69	Trial: 69
MV10	BEFORE	683	414	507.80	347.20	69	Trial: 69
MV10	AFTER	1028	704	514.90	404.10	69	Trial: 69
MV10	BEFORE	2830	1198	517.70	412.40	69	Trial: 69
MV10	NONE	2830	7	507.00	381.40	70	Trial: 70
MV10	NONE	355	7	513.30	385.50	71	Trial: 71
MV10	NONE	592	376	485.60	352.20	71	Trial: 71
MV10	AFTER	779	607	504.40	368.80	71	Trial: 71
MV10	BEFORE	1162	1001	490.50	368.20	71	Trial: 71
MV10	NONE	2829	1172	505.70	384.20	71	Trial: 71
MV10	NONE	583	7	519.30	394.30	72	Trial: 72
MV10	NONE	766	590	504.20	407.30	72	Trial: 72
MV10	NONE	2624	775	513.80	414.30	72	Trial: 72
MV10	NONE	2830	2647	563.30	379.00	72	Trial: 72
MV10	AFTER	251	212	502.90	389.10	73	Trial: 73
MV10	BOTH	1975	448	505.40	367.20	73	Trial: 73
MV10	BEFORE	2425	2137	510.90	329.90	73	Trial: 73
MV10	NONE	2841	2447	476.90	374.40	73	Trial: 73
MV10	NONE	303	7	508.50	390.30	74	Trial: 74
MV10	NONE	554	323	530.60	365.20	74	Trial: 74
MV10	NONE	2831	572	515.50	384.10	74	Trial: 74
MV10	NONE	299	7	514.10	384.10	75	Trial: 75
MV10	NONE	1442	317	501.00	368.00	75	Trial: 75
MV10	NONE	2830	1450	511.70	383.60	75	Trial: 75
MV10	NONE	639	176	498.00	388.90	76	Trial: 76
MV10	NONE	1255	651	508.30	381.40	76	Trial: 76
MV10	NONE	1544	1273	494.70	364.90	76	Trial: 76
MV10	NONE	2832	1554	512.10	385.00	76	Trial: 76
MV10	NONE	736	7	505.60	396.30	77	Trial: 77
MV10	NONE	1711	747	531.00	409.50	77	Trial: 77
MV10	NONE	2568	1721	543.80	413.60	77	Trial: 77
MV10	NONE	2679	2593	578.50	364.40	77	Trial: 77
MV10	NONE	243	126	705.70	475.40	78	Trial: 78
MV10	NONE	460	285	514.10	388.00	78	Trial: 78
MV10	AFTER	713	475	508.10	375.50	78	Trial: 78
MV10	BEFORE	1024	912	483.20	362.70	78	Trial: 78
MV10	NONE	1325	1035	498.30	369.00	78	Trial: 78
