RECORDING_SESSION_LABEL	CURRENT_FIX_BLINK_AROUND	CURRENT_FIX_END	CURRENT_FIX_START	CURRENT_FIX_X	CURRENT_FIX_Y	TRIAL_INDEX	TRIAL_LABEL
SH20	AFTER	1375	7	508.50	389.30	1	Trial: 1
SH20	BEFORE	3796	1594	512.80	383.50	1	Trial: 1
SH20	NONE	859	7	509.50	388.20	2	Trial: 2
SH20	NONE	3795	869	514.60	388.50	2	Trial: 2
SH20	NONE	3792	7	508.30	393.20	3	Trial: 3
SH20	NONE	3791	7	513.70	384.30	4	Trial: 4
SH20	AFTER	3161	7	515.10	390.80	5	Trial: 5
SH20	BEFORE	3803	3352	523.90	376.70	5	Trial: 5
SH20	NONE	3792	7	516.10	380.20	6	Trial: 6
SH20	NONE	3793	7	521.40	391.30	7	Trial: 7
SH20	AFTER	3011	7	514.70	385.10	8	Trial: 8
SH20	BEFORE	3799	3208	510.60	372.90	8	Trial: 8
SH20	NONE	2663	7	513.50	381.50	9	Trial: 9
SH20	NONE	2966	2683	478.50	376.30	9	Trial: 9
SH20	NONE	3145	3005	540.70	377.90	9	Trial: 9
SH20	NONE	3791	3161	520.50	377.80	9	Trial: 9
SH20	NONE	2694	7	514.10	387.70	10	Trial: 10
SH20	NONE	2987	2715	559.40	393.10	10	Trial: 10
SH20	NONE	3322	3011	503.80	390.10	10	Trial: 10
SH20	NONE	3793	3330	509.90	387.20	10	Trial: 10
SH20	NONE	3792	7	515.30	379.40	11	Trial: 11
SH20	NONE	3792	7	515.20	384.70	12	Trial: 12
SH20	NONE	3794	7	511.50	393.00	13	Trial: 13
SH20	NONE	2719	7	522.50	385.20	14	Trial: 14
SH20	NONE	2968	2739	523.50	357.40	14	Trial: 14
SH20	NONE	3795	2987	520.20	384.10	14	Trial: 14
SH20	NONE	3793	7	507.00	386.60	15	Trial: 15
SH20	NONE	3798	7	515.10	380.70	16	Trial: 16
SH20	NONE	250	7	510.90	386.40	17	Trial: 17
SH20	NONE	390	268	484.10	376.40	17	Trial: 17
SH20	NONE	2099	403	510.60	379.90	17	Trial: 17
SH20	NONE	2897	2107	516.00	386.00	17	Trial: 17
SH20	NONE	3162	2918	548.60	383.70	17	Trial: 17
SH20	NONE	3792	3183	516.70	382.40	17	Trial: 17
SH20	NONE	250	7	514.20	386.20	18	Trial: 18
SH20	NONE	436	272	514.30	342.30	18	Trial: 18
SH20	AFTER	1011	454	505.50	377.80	18	Trial: 18
SH20	BEFORE	2685	1238	511.70	376.00	18	Trial: 18
SH20	NONE	2850	2701	512.00	348.10	18	Trial: 18
SH20	NONE	3802	2865	507.40	374.30	18	Trial: 18
SH20	AFTER	22	7	509.40	383.80	19	Trial: 19
SH20	BEFORE	2779	288	508.80	394.20	19	Trial: 19
SH20	NONE	2978	2802	531.70	398.90	19	Trial: 19
SH20	NONE	3792	2997	508.20	396.90	19	Trial: 19
SH20	NONE	3796	7	516.80	386.60	20	Trial: 20
SH20	NONE	3792	7	508.80	394.60	21	Trial: 21
SH20	NONE	429	7	516.20	388.40	22	Trial: 22
SH20	NONE	3801	437	519.20	382.50	22	Trial: 22
SH20	NONE	3733	7	516.50	384.30	23	Trial: 23
SH20	AFTER	67	7	505.60	386.00	24	Trial: 24
SH20	BEFORE	3792	301	510.40	378.60	24	Trial: 24
SH20	NONE	3047	7	512.10	384.50	25	Trial: 25
SH20	NONE	3181	3061	532.90	370.50	25	Trial: 25
SH20	NONE	3804	3194	513.00	377.10	25	Trial: 25
SH20	NONE	2969	7	514.60	391.20	26	Trial: 26
SH20	NONE	3104	2988	520.30	389.40	26	Trial: 26
SH20	NONE	3791	3113	512.60	384.20	26	Trial: 26
SH20	NONE	3792	7	513.70	390.20	27	Trial: 27
SH20	NONE	3791	7	513.00	388.10	28	Trial: 28
SH20	NONE	1598	7	518.80	388.20	29	Trial: 29
SH20	NONE	3795	1609	518.80	392.70	29	Trial: 29
SH20	NONE	2573	7	517.10	386.70	30	Trial: 30
SH20	NONE	2797	2594	515.50	359.40	30	Trial: 30
SH20	NONE	3791	2816	512.20	389.40	30	Trial: 30
SH20	NONE	341	7	514.60	387.80	31	Trial: 31
SH20	NONE	491	352	527.60	398.70	31	Trial: 31
SH20	AFTER	1004	501	510.80	399.20	31	Trial: 31
SH20	BEFORE	1615	1223	513.00	385.10	31	Trial: 31
SH20	NONE	3791	1624	516.00	393.20	31	Trial: 31
SH20	NONE	270	7	510.00	385.60	32	Trial: 32
SH20	NONE	3796	284	522.00	380.30	32	Trial: 32
SH20	NONE	285	7	511.50	391.60	33	Trial: 33
SH20	NONE	3792	295	515.80	391.70	33	Trial: 33
SH20	NONE	261	7	510.30	385.60	34	Trial: 34
SH20	NONE	505	283	460.40	376.10	34	Trial: 34
SH20	AFTER	702	532	557.20	369.00	34	Trial: 34
SH20	BEFORE	1103	925	498.50	363.80	34	Trial: 34
SH20	NONE	2853	1112	514.60	375.20	34	Trial: 34
SH20	NONE	3763	2875	482.40	382.60	34	Trial: 34
SH20	NONE	3793	7	515.10	393.10	35	Trial: 35
SH20	NONE	3800	7	517.80	388.50	36	Trial: 36
SH20	NONE	3760	7	510.20	382.10	37	Trial: 37
SH20	NONE	2866	7	509.50	386.10	38	Trial: 38
SH20	NONE	3145	2888	536.40	366.60	38	Trial: 38
SH20	NONE	3791	3169	511.90	384.70	38	Trial: 38
SH20	NONE	306	7	510.30	384.20	39	Trial: 39
SH20	NONE	436	319	495.60	376.20	39	Trial: 39
SH20	NONE	3792	445	509.70	387.20	39	Trial: 39
SH20	NONE	285	7	513.70	382.20	40	Trial: 40
SH20	NONE	2542	296	518.40	383.10	40	Trial: 40
SH20	NONE	3793	2557	516.10	375.30	40	Trial: 40
SH20	NONE	3797	7	507.90	384.50	41	Trial: 41
SH20	NONE	3791	7	514.40	382.50	42	Trial: 42
SH20	NONE	3792	7	515.00	387.30	43	Trial: 43
SH20	NONE	2870	7	513.40	398.60	44	Trial: 44
SH20	NONE	3801	2879	510.00	404.30	44	Trial: 44
SH20	NONE	3796	7	511.00	392.00	45	Trial: 45
SH20	NONE	413	7	509.90	388.70	46	Trial: 46
SH20	NONE	2837	422	503.30	385.50	46	Trial: 46
SH20	NONE	3126	2857	468.60	389.30	46	Trial: 46
SH20	NONE	3794	3141	489.00	390.60	46	Trial: 46
SH20	NONE	3799	7	512.20	389.90	47	Trial: 47
SH20	NONE	3794	7	514.80	388.60	48	Trial: 48
SH20	NONE	3791	7	508.60	387.10	49	Trial: 49
SH20	NONE	3792	7	513.00	391.70	50	Trial: 50
