RECORDING_SESSION_LABEL	CURRENT_FIX_BLINK_AROUND	CURRENT_FIX_END	CURRENT_FIX_START	CURRENT_FIX_X	CURRENT_FIX_Y	TRIAL_INDEX	TRIAL_LABEL
SR22	NONE	384	7	510.30	383.20	1	Trial: 1
SR22	NONE	533	405	521.40	355.60	1	Trial: 1
SR22	NONE	854	554	548.20	336.40	1	Trial: 1
SR22	NONE	2535	889	515.80	376.30	1	Trial: 1
SR22	NONE	2808	2557	504.80	382.30	1	Trial: 1
SR22	NONE	3794	2838	470.50	386.50	1	Trial: 1
SR22	NONE	401	7	506.90	390.60	2	Trial: 2
SR22	NONE	559	421	476.30	364.90	2	Trial: 2
SR22	NONE	746	576	456.40	347.90	2	Trial: 2
SR22	NONE	1027	784	534.20	386.90	2	Trial: 2
SR22	NONE	1926	1051	501.90	357.50	2	Trial: 2
SR22	NONE	2567	1949	471.40	330.50	2	Trial: 2
SR22	NONE	3795	2611	562.40	398.50	2	Trial: 2
SR22	NONE	247	7	514.40	384.50	3	Trial: 3
SR22	NONE	572	268	498.00	402.00	3	Trial: 3
SR22	NONE	943	603	512.10	349.90	3	Trial: 3
SR22	NONE	2079	963	513.50	370.20	3	Trial: 3
SR22	NONE	2518	2088	508.10	372.50	3	Trial: 3
SR22	NONE	3085	2556	509.70	436.50	3	Trial: 3
SR22	NONE	3581	3115	521.50	336.30	3	Trial: 3
SR22	NONE	3801	3602	511.20	363.50	3	Trial: 3
SR22	NONE	3800	7	519.90	385.90	4	Trial: 4
SR22	NONE	180	7	510.70	383.10	5	Trial: 5
SR22	NONE	358	211	459.60	387.80	5	Trial: 5
SR22	NONE	499	368	446.10	386.80	5	Trial: 5
SR22	NONE	726	529	570.20	376.80	5	Trial: 5
SR22	NONE	945	749	529.40	378.20	5	Trial: 5
SR22	AFTER	2142	957	516.00	380.00	5	Trial: 5
SR22	BEFORE	3792	2275	517.60	388.60	5	Trial: 5
SR22	NONE	3792	7	515.40	367.20	6	Trial: 6
SR22	NONE	536	7	509.00	383.30	7	Trial: 7
SR22	NONE	751	569	538.50	374.60	7	Trial: 7
SR22	NONE	3792	774	522.30	382.20	7	Trial: 7
SR22	NONE	577	141	521.70	387.20	8	Trial: 8
SR22	NONE	725	601	492.60	371.60	8	Trial: 8
SR22	NONE	3188	743	523.00	376.20	8	Trial: 8
SR22	NONE	3530	3212	474.90	333.50	8	Trial: 8
SR22	NONE	3799	3560	521.10	369.00	8	Trial: 8
SR22	NONE	373	7	509.90	391.10	9	Trial: 9
SR22	NONE	679	396	459.70	382.70	9	Trial: 9
SR22	NONE	919	707	544.80	376.40	9	Trial: 9
SR22	AFTER	3386	943	517.30	387.50	9	Trial: 9
SR22	BEFORE	3792	3693	470.70	373.90	9	Trial: 9
SR22	NONE	304	7	515.50	379.20	10	Trial: 10
SR22	NONE	651	330	502.00	320.80	10	Trial: 10
SR22	NONE	3791	677	516.50	371.50	10	Trial: 10
SR22	NONE	292	7	513.70	382.10	11	Trial: 11
SR22	NONE	498	319	515.50	325.70	11	Trial: 11
SR22	NONE	644	519	512.50	365.20	11	Trial: 11
SR22	NONE	2567	664	511.00	387.70	11	Trial: 11
SR22	NONE	2806	2597	477.90	380.50	11	Trial: 11
SR22	NONE	3766	2838	524.70	351.90	11	Trial: 11
SR22	NONE	261	7	512.40	383.40	12	Trial: 12
SR22	NONE	466	286	470.50	338.80	12	Trial: 12
SR22	NONE	723	491	514.10	368.30	12	Trial: 12
SR22	AFTER	1202	733	523.30	374.30	12	Trial: 12
SR22	BEFORE	2859	1452	522.10	377.30	12	Trial: 12
SR22	NONE	3791	2886	568.60	393.50	12	Trial: 12
SR22	NONE	273	7	514.20	386.20	13	Trial: 13
SR22	NONE	551	299	503.30	357.30	13	Trial: 13
SR22	NONE	2756	576	522.70	382.70	13	Trial: 13
SR22	AFTER	3188	2781	524.30	412.40	13	Trial: 13
SR22	BEFORE	3642	3565	540.90	339.10	13	Trial: 13
SR22	NONE	3776	3692	535.70	349.20	13	Trial: 13
SR22	NONE	282	7	512.70	380.10	14	Trial: 14
SR22	NONE	523	309	498.40	343.20	14	Trial: 14
SR22	AFTER	1421	546	505.60	382.80	14	Trial: 14
SR22	BEFORE	3792	1548	512.10	377.30	14	Trial: 14
SR22	NONE	245	7	512.90	385.60	15	Trial: 15
SR22	NONE	425	269	488.50	368.40	15	Trial: 15
SR22	AFTER	1166	446	513.60	391.40	15	Trial: 15
SR22	BEFORE	1691	1406	538.90	386.50	15	Trial: 15
SR22	NONE	3761	1711	519.10	382.00	15	Trial: 15
SR22	NONE	331	7	511.90	387.60	16	Trial: 16
SR22	NONE	478	363	457.60	381.40	16	Trial: 16
SR22	NONE	3795	511	528.60	381.60	16	Trial: 16
SR22	NONE	2551	7	514.90	376.20	17	Trial: 17
SR22	NONE	2801	2580	491.90	392.20	17	Trial: 17
SR22	NONE	3799	2825	522.30	370.80	17	Trial: 17
SR22	AFTER	247	7	510.70	387.30	18	Trial: 18
SR22	BEFORE	571	428	509.80	432.10	18	Trial: 18
SR22	NONE	3791	590	506.80	383.00	18	Trial: 18
SR22	AFTER	1172	7	514.60	388.00	19	Trial: 19
SR22	BEFORE	1651	1339	513.40	393.80	19	Trial: 19
SR22	NONE	3800	1661	521.70	376.50	19	Trial: 19
SR22	AFTER	1281	7	507.90	380.70	20	Trial: 20
SR22	BEFORE	3797	1452	518.20	380.00	20	Trial: 20
SR22	NONE	3806	7	510.60	366.20	21	Trial: 21
SR22	NONE	3795	7	521.80	370.20	22	Trial: 22
SR22	AFTER	1030	7	510.60	384.10	23	Trial: 23
SR22	BEFORE	2649	1272	512.40	378.60	23	Trial: 23
SR22	NONE	3308	2680	482.30	400.80	23	Trial: 23
SR22	NONE	3791	3333	528.10	365.30	23	Trial: 23
SR22	NONE	2885	7	515.40	381.40	24	Trial: 24
SR22	NONE	3798	2909	541.30	339.20	24	Trial: 24
SR22	AFTER	476	7	509.60	388.20	25	Trial: 25
SR22	BOTH	2095	648	509.80	380.80	25	Trial: 25
SR22	BEFORE	2896	2277	523.90	380.30	25	Trial: 25
SR22	NONE	3608	2929	581.40	425.90	25	Trial: 25
SR22	NONE	259	7	509.10	359.90	26	Trial: 26
SR22	NONE	2732	270	514.90	372.80	26	Trial: 26
SR22	NONE	3417	2758	573.90	380.40	26	Trial: 26
SR22	NONE	3793	3439	594.30	372.40	26	Trial: 26
SR22	NONE	2478	7	511.30	381.50	27	Trial: 27
SR22	AFTER	2928	2511	468.10	368.00	27	Trial: 27
SR22	BEFORE	3794	3198	441.50	376.60	27	Trial: 27
SR22	AFTER	20	7	508.90	388.90	28	Trial: 28
SR22	BEFORE	524	264	463.90	366.40	28	Trial: 28
SR22	NONE	1078	548	508.90	371.00	28	Trial: 28
SR22	NONE	2485	1095	529.90	356.30	28	Trial: 28
SR22	AFTER	2791	2512	523.50	410.50	28	Trial: 28
SR22	BEFORE	3792	3035	542.60	371.40	28	Trial: 28
SR22	NONE	309	7	510.50	388.90	29	Trial: 29
SR22	NONE	441	330	504.40	414.00	29	Trial: 29
SR22	AFTER	1025	460	509.30	384.00	29	Trial: 29
SR22	BEFORE	2675	1240	509.10	375.40	29	Trial: 29
SR22	NONE	3023	2710	473.80	395.90	29	Trial: 29
SR22	NONE	3290	3060	657.80	347.00	29	Trial: 29
SR22	NONE	3792	3324	797.70	381.80	29	Trial: 29
SR22	NONE	2767	7	511.50	384.80	30	Trial: 30
SR22	AFTER	3221	2792	554.90	328.30	30	Trial: 30
SR22	BEFORE	3792	3475	570.80	309.60	30	Trial: 30
SR22	AFTER	1152	7	512.10	381.10	31	Trial: 31
SR22	BEFORE	2789	1359	514.10	375.80	31	Trial: 31
SR22	NONE	3745	2824	462.70	367.60	31	Trial: 31
SR22	NONE	250	7	524.30	383.60	32	Trial: 32
SR22	AFTER	3135	269	508.30	390.20	32	Trial: 32
SR22	BEFORE	3795	3431	506.00	388.90	32	Trial: 32
SR22	NONE	329	14	494.30	376.20	33	Trial: 33
SR22	AFTER	1088	349	511.40	374.20	33	Trial: 33
SR22	BEFORE	1574	1391	510.50	366.80	33	Trial: 33
SR22	NONE	3792	1583	516.20	377.90	33	Trial: 33
SR22	AFTER	1038	7	512.00	386.80	34	Trial: 34
SR22	BEFORE	3797	1233	519.70	377.70	34	Trial: 34
SR22	AFTER	389	7	509.20	381.10	35	Trial: 35
SR22	BEFORE	3113	610	513.60	372.20	35	Trial: 35
SR22	NONE	3778	3147	575.60	355.80	35	Trial: 35
SR22	NONE	215	7	506.80	356.50	36	Trial: 36
SR22	NONE	398	233	508.90	377.10	36	Trial: 36
SR22	NONE	538	416	534.20	356.60	36	Trial: 36
SR22	NONE	1405	560	514.30	366.50	36	Trial: 36
SR22	NONE	1741	1419	507.60	361.80	36	Trial: 36
SR22	NONE	1988	1762	523.90	358.50	36	Trial: 36
SR22	NONE	3799	1997	513.50	364.20	36	Trial: 36
SR22	NONE	260	7	511.10	386.90	37	Trial: 37
SR22	NONE	465	294	569.40	387.00	37	Trial: 37
SR22	NONE	647	490	525.50	393.30	37	Trial: 37
SR22	AFTER	994	667	509.60	391.10	37	Trial: 37
SR22	BEFORE	3006	1273	511.40	386.00	37	Trial: 37
SR22	NONE	3276	3032	574.20	377.30	37	Trial: 37
SR22	NONE	3792	3299	595.50	379.30	37	Trial: 37
SR22	AFTER	1465	7	524.60	391.60	38	Trial: 38
SR22	BEFORE	3792	1659	523.50	385.40	38	Trial: 38
SR22	AFTER	696	7	513.30	378.80	39	Trial: 39
SR22	BOTH	1241	939	517.50	370.90	39	Trial: 39
SR22	BEFORE	1689	1553	531.00	385.80	39	Trial: 39
SR22	NONE	3792	1708	517.30	364.30	39	Trial: 39
SR22	AFTER	1044	7	517.00	388.00	40	Trial: 40
SR22	BEFORE	3069	1276	524.30	388.20	40	Trial: 40
SR22	NONE	3413	3100	563.30	373.10	40	Trial: 40
SR22	NONE	3793	3437	535.90	377.10	40	Trial: 40
SR22	NONE	264	7	510.00	381.60	41	Trial: 41
SR22	NONE	450	295	478.50	392.00	41	Trial: 41
SR22	NONE	657	473	505.80	385.80	41	Trial: 41
SR22	AFTER	1549	672	509.90	370.80	41	Trial: 41
SR22	BEFORE	2685	1753	518.10	381.80	41	Trial: 41
SR22	NONE	2885	2718	484.20	394.20	41	Trial: 41
SR22	NONE	3792	2909	524.40	363.80	41	Trial: 41
SR22	AFTER	1301	7	515.90	384.80	42	Trial: 42
SR22	BEFORE	3797	1522	503.10	375.00	42	Trial: 42
SR22	NONE	270	176	518.50	362.80	43	Trial: 43
SR22	NONE	320	287	501.50	378.50	43	Trial: 43
SR22	NONE	664	341	493.00	364.50	43	Trial: 43
SR22	NONE	935	688	504.70	316.60	43	Trial: 43
SR22	NONE	1378	959	497.70	366.40	43	Trial: 43
SR22	NONE	2991	1385	496.70	371.50	43	Trial: 43
SR22	NONE	3802	3025	568.90	372.10	43	Trial: 43
SR22	NONE	286	7	503.20	384.90	44	Trial: 44
SR22	NONE	950	314	508.10	322.00	44	Trial: 44
SR22	AFTER	1215	984	512.30	374.90	44	Trial: 44
SR22	BEFORE	1529	1460	487.20	376.10	44	Trial: 44
SR22	NONE	2710	1553	512.70	374.70	44	Trial: 44
SR22	NONE	3418	2738	519.70	296.30	44	Trial: 44
SR22	NONE	3610	3501	181.40	386.70	44	Trial: 44
SR22	NONE	3792	3653	67.60	433.30	44	Trial: 44
SR22	AFTER	1128	7	509.50	378.30	45	Trial: 45
SR22	BEFORE	1431	1318	503.50	384.80	45	Trial: 45
SR22	NONE	3795	1440	515.10	367.20	45	Trial: 45
SR22	NONE	3795	7	511.80	368.70	46	Trial: 46
SR22	NONE	2806	9	511.00	397.10	47	Trial: 47
SR22	AFTER	2887	2834	560.00	349.90	47	Trial: 47
SR22	BEFORE	3226	3139	568.60	357.60	47	Trial: 47
SR22	NONE	3792	3260	520.20	387.20	47	Trial: 47
SR22	NONE	500	7	505.60	382.30	48	Trial: 48
SR22	NONE	3075	512	515.70	356.30	48	Trial: 48
SR22	AFTER	3332	3105	479.90	305.50	48	Trial: 48
SR22	BEFORE	3794	3571	454.00	304.40	48	Trial: 48
SR22	NONE	298	7	511.00	383.40	49	Trial: 49
SR22	NONE	444	331	481.90	405.20	49	Trial: 49
SR22	AFTER	754	458	504.10	396.10	49	Trial: 49
SR22	BEFORE	2659	947	513.90	382.90	49	Trial: 49
SR22	NONE	2888	2684	489.10	404.80	49	Trial: 49
SR22	NONE	3792	2917	518.20	378.10	49	Trial: 49
SR22	NONE	258	7	513.60	388.60	50	Trial: 50
SR22	NONE	427	282	537.30	371.50	50	Trial: 50
SR22	AFTER	1073	451	524.10	390.30	50	Trial: 50
SR22	BEFORE	3121	1301	527.20	377.50	50	Trial: 50
SR22	NONE	3792	3134	533.70	371.60	50	Trial: 50
SR22	AFTER	1059	7	516.10	391.20	51	Trial: 51
