RECORDING_SESSION_LABEL	CURRENT_FIX_BLINK_AROUND	CURRENT_FIX_END	CURRENT_FIX_START	CURRENT_FIX_X	CURRENT_FIX_Y	TRIAL_INDEX	TRIAL_LABEL
NC21	NONE	708	7	515.90	384.10	1	Trial: 1
NC21	NONE	1055	739	441.90	388.70	1	Trial: 1
NC21	NONE	1271	1082	532.40	394.00	1	Trial: 1
NC21	NONE	2979	1288	506.30	391.60	1	Trial: 1
NC21	NONE	3796	2994	479.70	389.20	1	Trial: 1
NC21	NONE	1170	7	505.20	375.80	2	Trial: 2
NC21	NONE	3203	1186	499.00	393.60	2	Trial: 2
NC21	NONE	3791	3228	514.20	428.60	2	Trial: 2
NC21	NONE	1467	7	511.60	375.10	3	Trial: 3
NC21	NONE	3796	1484	498.30	380.00	3	Trial: 3
NC21	NONE	2954	7	515.60	373.70	4	Trial: 4
NC21	NONE	3791	2980	450.90	416.80	4	Trial: 4
NC21	NONE	3730	7	510.90	375.60	5	Trial: 5
NC21	NONE	3795	7	512.30	362.20	6	Trial: 6
NC21	NONE	1442	7	514.00	376.60	7	Trial: 7
NC21	NONE	3794	1455	501.70	378.90	7	Trial: 7
NC21	NONE	3792	7	514.60	373.50	8	Trial: 8
NC21	NONE	3799	7	507.60	363.30	9	Trial: 9
NC21	NONE	3802	7	506.20	375.30	10	Trial: 10
NC21	NONE	3792	7	503.10	378.40	11	Trial: 11
NC21	AFTER	3045	7	510.60	375.30	12	Trial: 12
NC21	BEFORE	3798	3308	526.60	374.80	12	Trial: 12
NC21	AFTER	2995	7	517.70	377.40	13	Trial: 13
NC21	BEFORE	3792	3257	522.10	383.20	13	Trial: 13
NC21	NONE	3792	7	507.60	377.90	14	Trial: 14
NC21	NONE	1108	7	505.80	384.90	15	Trial: 15
NC21	NONE	2982	1124	487.30	389.50	15	Trial: 15
NC21	NONE	3792	3023	505.60	469.70	15	Trial: 15
NC21	NONE	3792	7	516.20	370.90	16	Trial: 16
NC21	AFTER	3117	7	516.30	378.20	17	Trial: 17
NC21	BEFORE	3791	3412	560.90	384.80	17	Trial: 17
NC21	NONE	392	7	508.50	379.00	18	Trial: 18
NC21	NONE	3659	415	510.70	340.20	18	Trial: 18
NC21	NONE	3799	3786	535.60	451.30	18	Trial: 18
NC21	NONE	3791	7	504.80	378.30	19	Trial: 19
NC21	NONE	718	7	506.00	378.60	20	Trial: 20
NC21	NONE	3809	729	495.20	373.90	20	Trial: 20
NC21	NONE	3797	7	513.50	375.50	21	Trial: 21
NC21	NONE	3796	7	521.90	391.40	22	Trial: 22
NC21	NONE	3793	7	517.20	388.40	23	Trial: 23
NC21	NONE	3792	7	512.50	387.90	24	Trial: 24
NC21	NONE	830	7	513.00	380.20	25	Trial: 25
NC21	NONE	3800	839	504.40	380.20	25	Trial: 25
NC21	NONE	1641	7	519.30	381.90	26	Trial: 26
NC21	NONE	3042	1649	511.50	386.00	26	Trial: 26
NC21	NONE	3795	3069	439.00	382.00	26	Trial: 26
NC21	NONE	403	7	517.30	383.50	27	Trial: 27
NC21	NONE	852	413	506.70	375.20	27	Trial: 27
NC21	NONE	1439	866	518.90	399.90	27	Trial: 27
NC21	NONE	3792	1447	514.00	402.60	27	Trial: 27
NC21	NONE	1331	7	513.80	376.30	28	Trial: 28
NC21	NONE	3795	1342	502.80	373.70	28	Trial: 28
NC21	NONE	1249	7	508.00	373.70	29	Trial: 29
NC21	NONE	1400	1259	492.40	369.40	29	Trial: 29
NC21	NONE	1699	1415	517.40	370.10	29	Trial: 29
NC21	NONE	3792	1710	504.20	358.00	29	Trial: 29
NC21	NONE	440	7	511.70	369.10	30	Trial: 30
NC21	NONE	3795	454	513.40	371.10	30	Trial: 30
NC21	NONE	260	7	508.80	386.10	31	Trial: 31
NC21	NONE	3792	267	502.90	383.60	31	Trial: 31
NC21	NONE	1738	7	505.80	381.80	32	Trial: 32
NC21	AFTER	2026	1745	506.10	387.60	32	Trial: 32
NC21	BEFORE	3284	2317	494.80	366.50	32	Trial: 32
NC21	NONE	3792	3310	591.70	400.30	32	Trial: 32
NC21	NONE	376	7	508.10	378.70	33	Trial: 33
NC21	NONE	3795	387	496.50	378.80	33	Trial: 33
NC21	NONE	238	7	511.40	381.80	34	Trial: 34
NC21	NONE	3791	245	491.00	375.50	34	Trial: 34
NC21	NONE	3198	7	506.70	371.90	35	Trial: 35
NC21	NONE	3799	3209	511.40	384.50	35	Trial: 35
NC21	NONE	486	7	515.10	374.70	36	Trial: 36
NC21	NONE	1020	496	495.10	377.90	36	Trial: 36
NC21	NONE	2190	1032	515.20	377.20	36	Trial: 36
NC21	NONE	2793	2198	494.60	361.10	36	Trial: 36
NC21	NONE	3599	2818	443.30	384.10	36	Trial: 36
NC21	NONE	3792	3626	521.80	387.50	36	Trial: 36
NC21	NONE	3792	7	526.60	392.10	37	Trial: 37
NC21	NONE	3794	7	515.00	378.00	38	Trial: 38
NC21	NONE	3800	7	507.30	393.50	39	Trial: 39
NC21	NONE	416	7	516.50	381.70	40	Trial: 40
NC21	NONE	2927	426	509.00	381.20	40	Trial: 40
NC21	NONE	3792	2945	506.40	395.50	40	Trial: 40
NC21	NONE	2281	7	501.30	375.30	41	Trial: 41
NC21	NONE	3797	2292	501.50	381.00	41	Trial: 41
NC21	NONE	439	7	513.00	375.40	42	Trial: 42
NC21	NONE	3797	449	500.30	382.90	42	Trial: 42
NC21	NONE	3797	7	519.10	391.10	43	Trial: 43
NC21	NONE	469	7	511.00	379.40	44	Trial: 44
NC21	NONE	3800	476	509.50	384.70	44	Trial: 44
NC21	NONE	3800	7	507.80	375.30	45	Trial: 45
NC21	NONE	821	7	506.80	382.80	46	Trial: 46
NC21	NONE	1147	833	483.70	372.80	46	Trial: 46
NC21	NONE	3792	1156	499.50	370.30	46	Trial: 46
NC21	NONE	1079	7	526.50	385.40	47	Trial: 47
NC21	NONE	3794	1087	525.10	396.20	47	Trial: 47
NC21	NONE	806	7	504.80	372.40	48	Trial: 48
NC21	NONE	1063	820	477.90	368.80	48	Trial: 48
NC21	NONE	1301	1074	493.90	367.90	48	Trial: 48
NC21	NONE	1460	1310	483.90	373.10	48	Trial: 48
NC21	NONE	2026	1477	512.30	372.20	48	Trial: 48
NC21	NONE	3801	2040	493.50	369.70	48	Trial: 48
NC21	NONE	1817	7	506.10	384.30	49	Trial: 49
NC21	NONE	1988	1831	512.70	374.00	49	Trial: 49
NC21	NONE	2484	2008	485.40	381.60	49	Trial: 49
NC21	NONE	3792	2494	501.70	374.40	49	Trial: 49
NC21	NONE	1680	7	506.10	384.20	50	Trial: 50
NC21	NONE	1806	1691	495.00	387.90	50	Trial: 50
NC21	NONE	2116	1825	519.90	388.70	50	Trial: 50
NC21	NONE	3798	2127	498.50	377.30	50	Trial: 50
NC21	NONE	2398	7	504.40	374.50	51	Trial: 51
NC21	NONE	3795	2412	499.70	368.90	51	Trial: 51
NC21	NONE	2987	7	494.50	373.90	52	Trial: 52
NC21	NONE	3171	2997	464.60	379.30	52	Trial: 52
NC21	NONE	3792	3187	488.80	370.60	52	Trial: 52
NC21	NONE	3172	7	519.60	388.70	53	Trial: 53
NC21	NONE	3792	3179	524.40	393.20	53	Trial: 53
NC21	NONE	782	7	512.10	399.50	54	Trial: 54
NC21	NONE	1142	794	493.60	403.70	54	Trial: 54
NC21	NONE	3800	1153	520.10	391.60	54	Trial: 54
NC21	NONE	702	7	503.70	382.10	55	Trial: 55
NC21	NONE	3291	709	492.90	362.90	55	Trial: 55
NC21	NONE	3800	3301	486.90	361.50	55	Trial: 55
NC21	NONE	35	7	505.10	391.60	56	Trial: 56
NC21	NONE	253	43	525.10	387.70	56	Trial: 56
NC21	NONE	768	269	490.50	374.80	56	Trial: 56
NC21	NONE	812	788	465.80	362.80	56	Trial: 56
NC21	NONE	882	832	485.70	425.40	56	Trial: 56
NC21	NONE	2159	893	481.30	372.60	56	Trial: 56
NC21	NONE	3794	2171	475.70	368.50	56	Trial: 56
NC21	NONE	1180	7	504.60	380.00	57	Trial: 57
NC21	NONE	3795	1191	501.50	380.10	57	Trial: 57
NC21	NONE	1397	7	510.90	374.20	58	Trial: 58
NC21	NONE	3792	1411	514.70	403.60	58	Trial: 58
NC21	NONE	3802	7	521.60	381.20	59	Trial: 59
NC21	NONE	3799	7	505.40	374.20	60	Trial: 60
NC21	NONE	795	7	513.20	381.30	61	Trial: 61
NC21	NONE	2840	802	501.60	368.70	61	Trial: 61
NC21	NONE	3791	2855	498.00	401.90	61	Trial: 61
NC21	NONE	1335	7	506.10	381.30	62	Trial: 62
NC21	NONE	1730	1343	484.80	369.80	62	Trial: 62
NC21	NONE	2018	1741	514.10	375.00	62	Trial: 62
NC21	NONE	3217	2027	508.60	386.80	62	Trial: 62
NC21	NONE	3791	3236	510.30	436.50	62	Trial: 62
NC21	AFTER	44	7	500.40	384.30	63	Trial: 63
NC21	BEFORE	773	260	499.10	385.50	63	Trial: 63
NC21	NONE	3491	782	516.50	402.80	63	Trial: 63
NC21	NONE	3743	3499	539.30	406.20	63	Trial: 63
NC21	NONE	3792	3753	521.60	414.80	63	Trial: 63
NC21	NONE	3792	7	514.80	383.10	64	Trial: 64
NC21	NONE	186	7	512.70	395.90	65	Trial: 65
NC21	NONE	322	203	490.20	406.50	65	Trial: 65
NC21	NONE	1651	334	509.00	392.70	65	Trial: 65
NC21	NONE	2193	1664	508.50	389.70	65	Trial: 65
NC21	NONE	2941	2210	510.60	379.50	65	Trial: 65
NC21	NONE	3791	2959	518.40	439.40	65	Trial: 65
NC21	NONE	2488	7	513.40	405.00	66	Trial: 66
NC21	NONE	3706	2497	517.70	394.20	66	Trial: 66
NC21	NONE	3798	3735	525.10	361.90	66	Trial: 66
NC21	NONE	3797	7	509.70	378.40	67	Trial: 67
NC21	NONE	262	7	531.50	381.70	68	Trial: 68
