RECORDING_SESSION_LABEL	TRIAL_LABEL	TRIAL_INDEX	CURRENT_FIX_BLINK_AROUND	CURRENT_FIX_X	CURRENT_FIX_Y
IK4	Trial: 1	1	NONE	513.00	392.30
IK4	Trial: 1	1	NONE	506.10	396.00
IK4	Trial: 2	2	NONE	515.50	377.10
IK4	Trial: 3	3	NONE	513.30	380.20
IK4	Trial: 4	4	NONE	513.30	379.50
IK4	Trial: 4	4	NONE	532.10	304.60
IK4	Trial: 5	5	NONE	509.40	385.30
IK4	Trial: 6	6	NONE	514.90	383.90
IK4	Trial: 6	6	NONE	515.00	382.80
IK4	Trial: 6	6	NONE	527.60	388.90
IK4	Trial: 7	7	NONE	509.60	389.40
IK4	Trial: 7	7	NONE	493.90	390.80
IK4	Trial: 7	7	NONE	519.50	393.10
IK4	Trial: 8	8	AFTER	520.00	389.00
IK4	Trial: 8	8	BEFORE	507.80	392.50
IK4	Trial: 9	9	NONE	512.90	381.60
IK4	Trial: 10	10	NONE	506.70	389.60
IK4	Trial: 11	11	NONE	504.80	377.40
IK4	Trial: 12	12	NONE	516.30	387.60
IK4	Trial: 12	12	NONE	502.40	390.40
IK4	Trial: 12	12	NONE	526.30	390.70
IK4	Trial: 12	12	NONE	516.50	383.70
IK4	Trial: 13	13	NONE	513.40	393.30
IK4	Trial: 14	14	NONE	513.70	384.60
IK4	Trial: 15	15	NONE	507.90	382.70
IK4	Trial: 16	16	NONE	509.30	390.10
IK4	Trial: 17	17	NONE	517.60	379.80
IK4	Trial: 18	18	NONE	516.50	378.40
IK4	Trial: 18	18	NONE	516.10	375.60
IK4	Trial: 19	19	NONE	515.10	378.90
IK4	Trial: 20	20	NONE	514.10	376.50
IK4	Trial: 21	21	NONE	502.20	384.80
IK4	Trial: 22	22	NONE	513.40	374.00
IK4	Trial: 23	23	NONE	502.40	370.40
IK4	Trial: 24	24	NONE	512.10	367.80
IK4	Trial: 25	25	NONE	517.70	380.70
IK4	Trial: 26	26	NONE	517.00	385.80
IK4	Trial: 27	27	AFTER	503.80	392.00
IK4	Trial: 27	27	BEFORE	505.80	390.90
IK4	Trial: 28	28	NONE	507.30	370.90
IK4	Trial: 29	29	NONE	509.30	384.50
IK4	Trial: 29	29	NONE	510.60	392.10
IK4	Trial: 30	30	NONE	504.40	389.10
IK4	Trial: 30	30	NONE	502.60	384.10
IK4	Trial: 30	30	NONE	516.80	305.30
IK4	Trial: 31	31	NONE	514.60	397.40
IK4	Trial: 32	32	NONE	509.80	379.70
IK4	Trial: 33	33	NONE	513.60	381.40
IK4	Trial: 33	33	NONE	512.30	381.50
IK4	Trial: 34	34	NONE	514.40	380.30
IK4	Trial: 35	35	NONE	507.50	376.60
IK4	Trial: 36	36	NONE	507.30	381.40
IK4	Trial: 37	37	NONE	503.40	379.60
IK4	Trial: 38	38	NONE	514.30	384.50
IK4	Trial: 39	39	NONE	517.20	383.70
IK4	Trial: 39	39	NONE	518.60	378.40
IK4	Trial: 39	39	NONE	512.20	375.80
IK4	Trial: 40	40	NONE	518.20	383.30
IK4	Trial: 41	41	NONE	507.80	383.00
IK4	Trial: 42	42	NONE	517.00	383.70
IK4	Trial: 43	43	NONE	516.60	386.40
IK4	Trial: 43	43	NONE	510.20	384.00
IK4	Trial: 43	43	NONE	516.50	382.10
IK4	Trial: 43	43	NONE	517.70	391.90
IK4	Trial: 44	44	NONE	517.70	377.40
IK4	Trial: 45	45	NONE	519.50	384.30
IK4	Trial: 45	45	NONE	808.70	376.50
IK4	Trial: 46	46	NONE	509.20	374.80
IK4	Trial: 47	47	NONE	519.90	382.80
IK4	Trial: 48	48	NONE	510.40	381.40
IK4	Trial: 49	49	AFTER	520.50	378.60
IK4	Trial: 49	49	BEFORE	566.50	378.50
IK4	Trial: 50	50	NONE	515.60	378.80
IK4	Trial: 50	50	NONE	509.30	373.80
IK4	Trial: 50	50	NONE	516.60	374.50
IK4	Trial: 51	51	NONE	520.40	385.10
IK4	Trial: 52	52	NONE	509.30	384.70
IK4	Trial: 53	53	NONE	514.20	381.60
IK4	Trial: 54	54	NONE	509.40	378.90
IK4	Trial: 55	55	AFTER	505.10	390.70
IK4	Trial: 55	55	BEFORE	504.20	383.80
IK4	Trial: 56	56	NONE	511.30	374.30
IK4	Trial: 57	57	NONE	508.20	383.50
IK4	Trial: 58	58	NONE	513.60	388.60
IK4	Trial: 59	59	NONE	508.50	391.60
IK4	Trial: 60	60	NONE	516.10	388.00
IK4	Trial: 61	61	NONE	513.40	387.50
IK4	Trial: 62	62	NONE	513.80	384.60
IK4	Trial: 63	63	NONE	509.20	380.00
IK4	Trial: 64	64	NONE	509.60	371.50
IK4	Trial: 65	65	NONE	513.40	382.30
IK4	Trial: 66	66	NONE	515.30	379.30
IK4	Trial: 67	67	NONE	514.40	381.90
IK4	Trial: 68	68	NONE	510.40	379.70
IK4	Trial: 69	69	NONE	511.80	372.40
IK4	Trial: 69	69	NONE	495.20	372.90
IK4	Trial: 69	69	NONE	514.50	376.10
IK4	Trial: 70	70	NONE	508.20	385.50
IK4	Trial: 71	71	NONE	510.70	376.60
IK4	Trial: 71	71	NONE	522.10	383.50
