RECORDING_SESSION_LABEL	TRIAL_LABEL	TRIAL_INDEX	CURRENT_FIX_BLINK_AROUND	CURRENT_FIX_X	CURRENT_FIX_Y
LT52	Trial: 1	1	NONE	512.50	389.40
LT52	Trial: 2	2	NONE	520.90	387.60
LT52	Trial: 3	3	NONE	507.30	384.70
LT52	Trial: 3	3	NONE	503.00	383.50
LT52	Trial: 4	4	NONE	514.30	377.70
LT52	Trial: 5	5	NONE	518.40	381.90
LT52	Trial: 6	6	NONE	514.80	374.20
LT52	Trial: 7	7	NONE	514.40	379.50
LT52	Trial: 8	8	NONE	520.90	383.40
LT52	Trial: 8	8	NONE	518.30	378.10
LT52	Trial: 8	8	NONE	529.50	382.60
LT52	Trial: 9	9	AFTER	503.40	389.40
LT52	Trial: 9	9	BEFORE	503.80	386.60
LT52	Trial: 10	10	NONE	516.20	378.70
LT52	Trial: 11	11	NONE	511.10	388.70
LT52	Trial: 12	12	NONE	522.10	390.20
LT52	Trial: 13	13	AFTER	517.60	374.70
LT52	Trial: 13	13	BEFORE	532.90	358.00
LT52	Trial: 14	14	NONE	512.30	381.80
LT52	Trial: 15	15	NONE	518.40	379.50
LT52	Trial: 16	16	AFTER	514.10	382.40
LT52	Trial: 16	16	BEFORE	519.50	381.00
LT52	Trial: 17	17	NONE	510.70	381.20
LT52	Trial: 18	18	NONE	511.90	386.90
LT52	Trial: 18	18	NONE	527.10	378.70
LT52	Trial: 19	19	AFTER	511.60	388.60
LT52	Trial: 19	19	BEFORE	518.90	384.60
LT52	Trial: 20	20	NONE	522.60	382.20
LT52	Trial: 21	21	NONE	522.00	373.90
LT52	Trial: 22	22	NONE	518.10	381.90
LT52	Trial: 22	22	NONE	522.40	377.60
LT52	Trial: 23	23	NONE	509.90	389.30
LT52	Trial: 24	24	NONE	506.80	384.10
LT52	Trial: 25	25	NONE	523.00	377.20
LT52	Trial: 26	26	AFTER	501.40	384.30
LT52	Trial: 26	26	BEFORE	502.50	370.50
LT52	Trial: 26	26	NONE	510.60	366.10
LT52	Trial: 27	27	NONE	519.00	385.50
LT52	Trial: 28	28	NONE	521.40	379.00
LT52	Trial: 29	29	NONE	515.80	386.90
LT52	Trial: 30	30	NONE	516.50	381.70
LT52	Trial: 30	30	NONE	515.10	373.40
LT52	Trial: 30	30	NONE	526.80	378.10
LT52	Trial: 31	31	NONE	510.60	383.90
LT52	Trial: 32	32	NONE	511.40	382.90
LT52	Trial: 33	33	NONE	507.30	374.10
LT52	Trial: 33	33	NONE	503.50	361.00
LT52	Trial: 34	34	NONE	510.00	390.70
LT52	Trial: 35	35	NONE	516.70	382.60
LT52	Trial: 35	35	NONE	507.50	402.80
LT52	Trial: 35	35	NONE	510.80	393.10
LT52	Trial: 35	35	NONE	505.30	386.60
LT52	Trial: 35	35	NONE	521.30	373.30
LT52	Trial: 35	35	NONE	510.90	398.80
LT52	Trial: 35	35	NONE	533.20	401.20
LT52	Trial: 36	36	NONE	505.00	373.20
LT52	Trial: 36	36	NONE	515.30	368.80
LT52	Trial: 37	37	NONE	501.60	375.50
LT52	Trial: 37	37	AFTER	514.40	368.30
LT52	Trial: 37	37	BEFORE	511.90	357.10
LT52	Trial: 38	38	NONE	514.70	408.30
LT52	Trial: 39	39	NONE	520.80	394.90
LT52	Trial: 39	39	NONE	534.90	389.80
LT52	Trial: 40	40	NONE	520.80	382.40
LT52	Trial: 41	41	NONE	522.40	374.60
LT52	Trial: 42	42	NONE	521.70	396.90
LT52	Trial: 43	43	NONE	516.20	399.10
LT52	Trial: 43	43	NONE	523.60	399.80
LT52	Trial: 44	44	NONE	514.30	386.10
LT52	Trial: 44	44	NONE	512.70	371.90
LT52	Trial: 45	45	NONE	518.30	378.70
LT52	Trial: 46	46	AFTER	511.60	380.80
LT52	Trial: 46	46	BEFORE	515.10	381.20
LT52	Trial: 47	47	NONE	521.80	384.30
LT52	Trial: 47	47	NONE	532.40	373.40
LT52	Trial: 47	47	NONE	520.80	359.30
LT52	Trial: 47	47	NONE	525.80	366.50
LT52	Trial: 48	48	NONE	508.90	380.40
LT52	Trial: 49	49	AFTER	497.80	383.90
LT52	Trial: 49	49	BEFORE	507.40	379.80
LT52	Trial: 50	50	AFTER	521.20	388.20
LT52	Trial: 50	50	BOTH	519.70	378.50
LT52	Trial: 50	50	BEFORE	521.70	353.50
LT52	Trial: 50	50	NONE	527.20	353.30
LT52	Trial: 51	51	NONE	511.60	399.10
LT52	Trial: 51	51	NONE	528.40	385.90
LT52	Trial: 52	52	NONE	512.40	388.70
LT52	Trial: 53	53	NONE	506.30	388.20
LT52	Trial: 54	54	NONE	521.70	379.20
LT52	Trial: 55	55	NONE	510.90	393.70
LT52	Trial: 55	55	NONE	501.00	378.90
LT52	Trial: 55	55	NONE	495.00	382.70
LT52	Trial: 56	56	NONE	514.20	376.10
LT52	Trial: 57	57	NONE	508.70	383.90
LT52	Trial: 57	57	NONE	526.50	375.60
LT52	Trial: 58	58	NONE	513.50	384.60
LT52	Trial: 59	59	NONE	521.00	388.90
LT52	Trial: 59	59	NONE	528.60	386.60
LT52	Trial: 60	60	NONE	502.90	332.10
LT52	Trial: 60	60	NONE	507.10	372.20
LT52	Trial: 61	61	NONE	504.10	375.60
LT52	Trial: 62	62	NONE	511.90	409.20
LT52	Trial: 63	63	NONE	523.90	376.60
LT52	Trial: 64	64	NONE	506.00	371.70
LT52	Trial: 64	64	NONE	509.80	372.70
LT52	Trial: 64	64	NONE	496.80	369.10
LT52	Trial: 65	65	NONE	487.30	382.70
LT52	Trial: 65	65	NONE	501.90	371.60
LT52	Trial: 65	65	NONE	501.00	385.30
LT52	Trial: 66	66	NONE	501.00	371.90
LT52	Trial: 66	66	NONE	503.30	379.20
LT52	Trial: 67	67	NONE	522.20	393.10
LT52	Trial: 67	67	NONE	534.40	436.00
LT52	Trial: 68	68	NONE	508.60	382.00
LT52	Trial: 68	68	NONE	528.30	384.70
LT52	Trial: 68	68	NONE	524.20	392.40
LT52	Trial: 68	68	NONE	551.00	375.10
LT52	Trial: 69	69	NONE	528.90	411.60
LT52	Trial: 69	69	NONE	512.70	330.00
LT52	Trial: 69	69	NONE	499.50	306.40
LT52	Trial: 69	69	NONE	508.40	337.70
LT52	Trial: 69	69	NONE	506.30	304.10
LT52	Trial: 70	70	NONE	519.30	378.30
LT52	Trial: 71	71	NONE	509.60	385.50
LT52	Trial: 72	72	NONE	518.70	390.20
LT52	Trial: 73	73	NONE	517.80	380.20
LT52	Trial: 73	73	NONE	521.40	378.00
LT52	Trial: 73	73	NONE	532.90	431.70
LT52	Trial: 74	74	NONE	506.80	378.20
LT52	Trial: 74	74	NONE	517.80	362.80
LT52	Trial: 75	75	NONE	469.30	359.70
LT52	Trial: 75	75	NONE	488.40	392.40
LT52	Trial: 75	75	NONE	491.80	409.30
LT52	Trial: 76	76	NONE	517.10	368.70
LT52	Trial: 77	77	NONE	520.40	366.10
LT52	Trial: 78	78	NONE	517.30	379.10
LT52	Trial: 79	79	AFTER	519.90	380.60
LT52	Trial: 79	79	BEFORE	544.00	364.80
LT52	Trial: 80	80	NONE	503.90	375.80
LT52	Trial: 80	80	AFTER	509.00	380.30
LT52	Trial: 80	80	BEFORE	507.30	364.90
LT52	Trial: 81	81	NONE	516.60	379.70
LT52	Trial: 82	82	NONE	510.50	368.00
LT52	Trial: 82	82	NONE	522.20	367.30
LT52	Trial: 83	83	NONE	513.90	377.30
LT52	Trial: 84	84	NONE	495.20	383.80
LT52	Trial: 85	85	NONE	514.90	384.70
LT52	Trial: 86	86	NONE	525.70	377.00
LT52	Trial: 87	87	NONE	507.00	385.10
LT52	Trial: 88	88	NONE	498.50	368.60
LT52	Trial: 89	89	NONE	512.00	371.20
LT52	Trial: 90	90	AFTER	523.10	380.90
LT52	Trial: 90	90	BEFORE	529.50	356.80
LT52	Trial: 91	91	NONE	495.70	353.80
LT52	Trial: 91	91	NONE	506.60	392.20
LT52	Trial: 92	92	NONE	510.20	376.60
LT52	Trial: 92	92	NONE	539.80	367.30
LT52	Trial: 92	92	NONE	519.80	375.10
LT52	Trial: 92	92	NONE	528.60	360.70
LT52	Trial: 93	93	AFTER	519.90	374.80
LT52	Trial: 93	93	BEFORE	516.70	354.10
LT52	Trial: 94	94	AFTER	507.10	375.90
LT52	Trial: 94	94	BEFORE	505.80	351.20
LT52	Trial: 94	94	NONE	527.10	431.00
LT52	Trial: 95	95	NONE	506.30	376.60
LT52	Trial: 96	96	NONE	520.70	374.40
LT52	Trial: 97	97	NONE	501.30	396.40
LT52	Trial: 98	98	NONE	505.70	377.50
LT52	Trial: 98	98	NONE	512.50	370.90
LT52	Trial: 99	99	NONE	520.50	375.10
LT52	Trial: 100	100	NONE	511.90	376.30
LT52	Trial: 101	101	NONE	513.70	391.70
LT52	Trial: 102	102	NONE	519.10	389.20
LT52	Trial: 102	102	NONE	514.90	386.70
LT52	Trial: 103	103	NONE	510.80	377.10
LT52	Trial: 104	104	AFTER	511.10	379.60
LT52	Trial: 104	104	BEFORE	524.80	371.50
LT52	Trial: 105	105	NONE	514.70	361.40
LT52	Trial: 105	105	AFTER	537.50	355.60
LT52	Trial: 105	105	BEFORE	518.30	342.00
LT52	Trial: 105	105	NONE	515.90	355.10
LT52	Trial: 106	106	NONE	515.50	381.80
LT52	Trial: 106	106	NONE	521.10	375.60
LT52	Trial: 107	107	NONE	513.50	375.20
LT52	Trial: 107	107	NONE	485.30	375.40
LT52	Trial: 107	107	NONE	506.60	373.10
LT52	Trial: 108	108	NONE	519.20	378.90
LT52	Trial: 109	109	AFTER	503.90	380.50
LT52	Trial: 109	109	BEFORE	511.20	379.50
LT52	Trial: 110	110	NONE	508.10	379.30
