RECORDING_SESSION_LABEL	CURRENT_FIX_BLINK_AROUND	CURRENT_FIX_X	CURRENT_FIX_Y	CURRENT_FIX_START	CURRENT_FIX_END	TRIAL_INDEX	TRIAL_LABEL
18JH2	NONE	512.20	373.10	247	447	1	Trial: 1
18JH2	AFTER	514.90	383.00	458	852	1	Trial: 1
18JH2	BEFORE	517.80	381.10	1224	1518	1	Trial: 1
18JH2	NONE	358.30	351.70	1559	1712	1	Trial: 1
18JH2	NONE	466.50	374.00	1743	1913	1	Trial: 1
18JH2	NONE	504.10	375.50	1931	2081	1	Trial: 1
18JH2	NONE	509.80	387.30	7	424	2	Trial: 2
18JH2	NONE	511.80	389.80	516	2079	2	Trial: 2
18JH2	NONE	506.60	378.60	7	1888	3	Trial: 3
18JH2	NONE	506.00	378.20	7	1826	4	Trial: 4
18JH2	AFTER	505.00	384.70	7	280	5	Trial: 5
18JH2	BEFORE	504.40	384.30	576	1316	5	Trial: 5
18JH2	NONE	753.60	377.50	1361	1762	5	Trial: 5
18JH2	NONE	501.20	374.30	1810	2078	5	Trial: 5
18JH2	NONE	507.00	377.40	7	1385	6	Trial: 6
18JH2	AFTER	655.20	447.10	1425	1707	6	Trial: 6
18JH2	BEFORE	496.90	377.70	1766	1989	6	Trial: 6
18JH2	NONE	514.00	398.20	264	480	7	Trial: 7
18JH2	AFTER	506.00	378.30	489	594	7	Trial: 7
18JH2	BEFORE	513.40	378.30	948	1481	7	Trial: 7
18JH2	NONE	522.90	228.40	1517	1830	7	Trial: 7
18JH2	NONE	507.60	387.90	1871	2079	7	Trial: 7
18JH2	AFTER	508.20	373.90	7	414	8	Trial: 8
18JH2	BEFORE	491.90	403.70	719	830	8	Trial: 8
18JH2	NONE	502.50	368.60	838	1376	8	Trial: 8
18JH2	NONE	473.80	360.00	1394	1544	8	Trial: 8
18JH2	NONE	577.80	366.30	1574	1833	8	Trial: 8
18JH2	NONE	491.30	358.80	1860	2077	8	Trial: 8
18JH2	AFTER	509.50	380.30	7	1739	9	Trial: 9
18JH2	BEFORE	521.40	470.60	2023	2085	9	Trial: 9
18JH2	NONE	505.90	392.20	7	1800	10	Trial: 10
18JH2	NONE	484.50	319.10	7	295	11	Trial: 11
18JH2	AFTER	502.80	366.40	321	712	11	Trial: 11
18JH2	BEFORE	512.60	379.70	1031	1712	11	Trial: 11
18JH2	NONE	355.40	301.00	1758	2085	11	Trial: 11
18JH2	NONE	507.20	376.00	7	1495	12	Trial: 12
18JH2	NONE	434.00	373.20	1521	1813	12	Trial: 12
18JH2	NONE	511.30	386.40	304	1515	13	Trial: 13
18JH2	NONE	799.40	364.20	1562	1862	13	Trial: 13
18JH2	NONE	525.60	383.00	1910	2086	13	Trial: 13
18JH2	NONE	503.50	382.90	7	1717	14	Trial: 14
18JH2	NONE	493.70	323.80	1743	2089	14	Trial: 14
18JH2	NONE	515.10	352.90	316	491	15	Trial: 15
18JH2	NONE	519.10	391.70	519	1104	15	Trial: 15
18JH2	NONE	513.80	375.80	1113	1732	15	Trial: 15
18JH2	NONE	226.50	370.10	1790	2079	15	Trial: 15
