RECORDING_SESSION_LABEL	CURRENT_FIX_BLINK_AROUND	CURRENT_FIX_X	CURRENT_FIX_Y	CURRENT_FIX_START	CURRENT_FIX_END	TRIAL_INDEX	TRIAL_LABEL
18ZK4	NONE	505.70	387.20	7	2083	1	Trial: 1
18ZK4	NONE	509.00	374.80	7	2081	2	Trial: 2
18ZK4	NONE	511.50	394.40	7	2089	3	Trial: 3
18ZK4	NONE	514.00	391.00	7	2089	4	Trial: 4
18ZK4	NONE	510.60	394.70	7	2080	5	Trial: 5
18ZK4	NONE	512.40	391.00	7	2083	6	Trial: 6
18ZK4	NONE	505.40	398.10	7	2080	7	Trial: 7
18ZK4	NONE	510.70	398.40	7	2083	8	Trial: 8
18ZK4	NONE	528.50	381.50	7	2023	9	Trial: 9
18ZK4	NONE	539.90	324.30	2046	2078	9	Trial: 9
18ZK4	NONE	512.40	387.80	7	2057	10	Trial: 10
18ZK4	NONE	511.90	389.10	7	2078	11	Trial: 11
18ZK4	NONE	507.70	396.00	7	2086	12	Trial: 12
18ZK4	NONE	516.00	385.40	7	2078	13	Trial: 13
18ZK4	NONE	516.80	396.20	7	2078	14	Trial: 14
18ZK4	NONE	508.50	394.60	7	2089	15	Trial: 15
18ZK4	NONE	512.30	385.90	7	2098	16	Trial: 16
18ZK4	NONE	515.60	381.90	7	2078	17	Trial: 17
18ZK4	NONE	510.40	383.30	7	2078	18	Trial: 18
18ZK4	NONE	509.80	387.10	7	2080	19	Trial: 19
18ZK4	NONE	503.10	380.90	7	2079	20	Trial: 20
18ZK4	NONE	514.60	377.60	7	2077	21	Trial: 21
18ZK4	NONE	505.10	380.00	7	2090	22	Trial: 22
18ZK4	NONE	508.70	382.00	7	2092	23	Trial: 23
18ZK4	NONE	514.20	389.70	7	2079	24	Trial: 24
18ZK4	NONE	508.40	388.10	7	2088	25	Trial: 25
18ZK4	NONE	507.40	385.80	7	2082	26	Trial: 26
18ZK4	NONE	513.10	382.90	7	2088	27	Trial: 27
18ZK4	NONE	510.80	388.20	7	2085	28	Trial: 28
18ZK4	NONE	517.90	393.50	7	2089	29	Trial: 29
18ZK4	NONE	505.10	391.10	7	2082	30	Trial: 30
18ZK4	NONE	512.10	389.90	7	2078	31	Trial: 31
18ZK4	NONE	518.70	397.20	7	2087	32	Trial: 32
18ZK4	NONE	509.50	397.50	7	2085	33	Trial: 33
18ZK4	NONE	502.20	400.90	7	2082	34	Trial: 34
18ZK4	NONE	515.30	392.40	7	1855	35	Trial: 35
18ZK4	NONE	510.00	387.20	1867	2086	35	Trial: 35
18ZK4	NONE	511.20	387.60	7	2078	36	Trial: 36
18ZK4	NONE	520.50	383.90	7	2080	37	Trial: 37
18ZK4	NONE	504.00	389.10	7	2089	38	Trial: 38
18ZK4	NONE	506.90	385.00	7	2079	39	Trial: 39
18ZK4	NONE	508.80	385.30	7	413	40	Trial: 40
18ZK4	NONE	502.90	375.20	421	2098	40	Trial: 40
18ZK4	NONE	506.90	385.50	7	2077	41	Trial: 41
18ZK4	NONE	520.30	387.70	7	1985	42	Trial: 42
18ZK4	NONE	518.20	374.10	1994	2079	42	Trial: 42
18ZK4	NONE	503.90	384.50	7	2096	43	Trial: 43
18ZK4	NONE	507.40	394.60	7	2088	44	Trial: 44
18ZK4	NONE	509.50	386.30	7	527	45	Trial: 45
18ZK4	NONE	514.50	382.50	603	2079	45	Trial: 45
18ZK4	NONE	517.70	392.30	7	2078	46	Trial: 46
18ZK4	NONE	512.70	390.70	7	2078	47	Trial: 47
18ZK4	NONE	516.50	396.80	7	2081	48	Trial: 48
18ZK4	NONE	507.90	398.70	7	2082	49	Trial: 49
18ZK4	NONE	505.80	394.80	7	2089	50	Trial: 50
18ZK4	NONE	511.80	393.80	7	2093	51	Trial: 51
18ZK4	NONE	509.60	385.30	7	2079	52	Trial: 52
18ZK4	NONE	510.10	392.70	7	2084	53	Trial: 53
18ZK4	NONE	510.70	389.70	7	588	54	Trial: 54
18ZK4	NONE	504.50	391.00	595	2079	54	Trial: 54
18ZK4	NONE	510.70	388.00	7	2079	55	Trial: 55
18ZK4	NONE	508.40	383.30	7	741	56	Trial: 56
18ZK4	NONE	501.30	389.30	748	2081	56	Trial: 56
18ZK4	AFTER	513.90	384.20	7	362	57	Trial: 57
18ZK4	BEFORE	522.30	368.30	600	2079	57	Trial: 57
18ZK4	NONE	504.10	390.10	7	2081	58	Trial: 58
18ZK4	NONE	505.10	390.00	7	2081	59	Trial: 59
18ZK4	NONE	522.10	388.90	7	2078	60	Trial: 60
18ZK4	NONE	518.20	385.80	7	2088	61	Trial: 61
18ZK4	NONE	518.70	393.20	7	2081	62	Trial: 62
18ZK4	NONE	508.80	385.40	7	2088	63	Trial: 63
18ZK4	NONE	511.80	390.90	7	2091	64	Trial: 64
18ZK4	NONE	506.20	387.20	7	2079	65	Trial: 65
18ZK4	NONE	522.10	384.00	7	2077	66	Trial: 66
18ZK4	NONE	509.20	391.30	7	2088	67	Trial: 67
18ZK4	NONE	506.00	382.50	7	2019	68	Trial: 68
18ZK4	NONE	521.10	379.50	2027	2078	68	Trial: 68
18ZK4	NONE	505.90	391.50	7	2078	69	Trial: 69
18ZK4	NONE	496.10	387.00	7	2084	70	Trial: 70
18ZK4	NONE	512.60	394.50	7	2088	71	Trial: 71
18ZK4	NONE	497.90	390.70	7	2088	72	Trial: 72
18ZK4	NONE	508.70	385.00	7	2080	73	Trial: 73
18ZK4	AFTER	510.90	387.20	7	316	74	Trial: 74
18ZK4	BEFORE	519.00	365.20	637	958	74	Trial: 74
18ZK4	NONE	504.20	385.90	965	2078	74	Trial: 74
18ZK4	NONE	514.60	396.50	7	2086	75	Trial: 75
18ZK4	NONE	506.40	392.80	7	1937	76	Trial: 76
18ZK4	NONE	497.80	391.70	1945	2087	76	Trial: 76
18ZK4	NONE	524.00	362.70	7	212	77	Trial: 77
18ZK4	NONE	505.70	385.90	229	2095	77	Trial: 77
18ZK4	NONE	509.20	394.40	7	2078	78	Trial: 78
18ZK4	AFTER	510.40	391.30	7	463	79	Trial: 79
18ZK4	BEFORE	499.70	333.00	658	2090	79	Trial: 79
18ZK4	NONE	505.70	402.50	7	2081	80	Trial: 80
18ZK4	NONE	513.40	380.10	7	620	81	Trial: 81
18ZK4	NONE	512.50	374.40	633	2082	81	Trial: 81
18ZK4	NONE	510.50	400.30	7	2078	82	Trial: 82
18ZK4	NONE	509.60	399.50	7	2079	83	Trial: 83
18ZK4	NONE	508.10	386.50	7	2077	84	Trial: 84
18ZK4	NONE	510.10	383.10	7	2088	85	Trial: 85
18ZK4	NONE	511.20	387.60	7	2089	86	Trial: 86
18ZK4	NONE	507.20	392.60	7	2080	87	Trial: 87
18ZK4	NONE	507.60	394.00	7	2078	88	Trial: 88
18ZK4	NONE	512.10	402.10	7	2078	89	Trial: 89
18ZK4	NONE	508.80	390.60	7	1595	90	Trial: 90
18ZK4	NONE	481.20	328.30	1621	2078	90	Trial: 90
18ZK4	NONE	510.20	398.40	7	2078	91	Trial: 91
18ZK4	NONE	512.40	382.60	7	1964	92	Trial: 92
18ZK4	NONE	507.60	398.90	7	2086	93	Trial: 93
18ZK4	AFTER	511.40	383.70	7	358	94	Trial: 94
18ZK4	BEFORE	507.80	365.20	581	2078	94	Trial: 94
18ZK4	NONE	522.60	385.20	7	243	95	Trial: 95
18ZK4	NONE	513.60	390.50	250	1799	95	Trial: 95
18ZK4	NONE	505.30	394.40	1809	2080	95	Trial: 95
18ZK4	NONE	509.60	390.60	7	2080	96	Trial: 96
18ZK4	NONE	512.30	396.80	7	2079	97	Trial: 97
18ZK4	NONE	510.20	394.00	7	2086	98	Trial: 98
18ZK4	NONE	509.60	390.20	7	2079	99	Trial: 99
18ZK4	NONE	517.10	381.00	7	469	100	Trial: 100
18ZK4	NONE	517.10	382.30	477	2079	100	Trial: 100
18ZK4	NONE	525.40	326.60	7	119	101	Trial: 101
18ZK4	NONE	507.90	365.90	131	2083	101	Trial: 101
18ZK4	NONE	510.60	397.60	7	2078	102	Trial: 102
18ZK4	NONE	511.20	386.90	7	2080	103	Trial: 103
18ZK4	NONE	505.30	385.70	7	2078	104	Trial: 104
18ZK4	NONE	514.10	398.20	7	2087	105	Trial: 105
18ZK4	NONE	521.10	391.20	7	2078	106	Trial: 106
18ZK4	NONE	506.80	399.00	7	2088	107	Trial: 107
18ZK4	NONE	508.10	401.00	7	2090	108	Trial: 108
18ZK4	NONE	514.10	395.00	7	2084	109	Trial: 109
18ZK4	NONE	510.90	353.80	7	2086	110	Trial: 110
18ZK4	NONE	512.40	391.60	7	561	111	Trial: 111
18ZK4	NONE	506.80	395.10	569	2091	111	Trial: 111
18ZK4	NONE	512.70	380.30	7	1918	112	Trial: 112
18ZK4	NONE	508.70	401.70	7	2078	113	Trial: 113
18ZK4	NONE	515.60	394.70	7	2080	114	Trial: 114
18ZK4	NONE	506.70	386.60	7	2079	115	Trial: 115
18ZK4	NONE	512.10	414.10	7	2077	116	Trial: 116
18ZK4	NONE	508.80	402.10	7	2090	117	Trial: 117
18ZK4	NONE	514.60	387.80	7	2088	118	Trial: 118
18ZK4	NONE	507.30	387.30	7	2086	119	Trial: 119
18ZK4	NONE	511.40	389.90	7	1901	120	Trial: 120
18ZK4	NONE	534.30	384.20	1917	2086	120	Trial: 120
18ZK4	NONE	519.80	386.50	7	2079	121	Trial: 121
18ZK4	NONE	509.50	388.20	7	1961	122	Trial: 122
18ZK4	NONE	559.70	324.90	238	298	123	Trial: 123
18ZK4	NONE	534.40	316.70	332	524	123	Trial: 123
18ZK4	NONE	536.40	304.30	576	811	123	Trial: 123
18ZK4	NONE	509.60	370.20	840	2086	123	Trial: 123
18ZK4	NONE	504.10	386.70	7	2090	124	Trial: 124
18ZK4	NONE	518.90	380.70	7	1832	125	Trial: 125
18ZK4	NONE	511.50	376.80	1840	1914	125	Trial: 125
18ZK4	NONE	501.30	400.50	7	2052	126	Trial: 126
18ZK4	NONE	510.00	387.30	7	428	127	Trial: 127
18ZK4	NONE	512.90	379.20	436	2083	127	Trial: 127
18ZK4	NONE	512.50	392.80	7	2088	128	Trial: 128
18ZK4	NONE	508.10	412.20	7	2089	129	Trial: 129
18ZK4	NONE	515.50	407.40	7	1813	130	Trial: 130
18ZK4	NONE	456.20	384.90	1837	1993	130	Trial: 130
18ZK4	NONE	514.00	409.10	7	1844	131	Trial: 131
18ZK4	NONE	547.00	416.10	1857	2079	131	Trial: 131
18ZK4	NONE	514.80	400.50	7	2089	132	Trial: 132
18ZK4	NONE	512.60	398.70	7	1918	133	Trial: 133
18ZK4	NONE	516.20	391.40	7	760	134	Trial: 134
