RECORDING_SESSION_LABEL	CURRENT_FIX_BLINK_AROUND	CURRENT_FIX_X	CURRENT_FIX_Y	CURRENT_FIX_START	CURRENT_FIX_END	TRIAL_INDEX	TRIAL_LABEL
18CH5	NONE	518.60	397.90	7	2077	1	Trial: 1
18CH5	AFTER	506.00	385.70	7	554	2	Trial: 2
18CH5	BEFORE	496.70	396.70	717	909	2	Trial: 2
18CH5	NONE	513.10	394.70	924	2080	2	Trial: 2
18CH5	AFTER	507.60	385.50	7	464	3	Trial: 3
18CH5	BEFORE	501.80	404.30	610	2079	3	Trial: 3
18CH5	AFTER	518.80	382.00	7	397	4	Trial: 4
18CH5	BEFORE	517.40	385.60	523	2079	4	Trial: 4
18CH5	NONE	510.00	397.60	7	2081	5	Trial: 5
18CH5	NONE	509.90	392.80	7	1730	6	Trial: 6
18CH5	NONE	401.30	439.00	1787	1895	6	Trial: 6
18CH5	NONE	402.60	442.50	1933	2008	6	Trial: 6
18CH5	NONE	402.60	443.90	2020	2061	6	Trial: 6
18CH5	NONE	504.90	388.60	7	2081	7	Trial: 7
18CH5	NONE	509.10	376.20	7	2082	8	Trial: 8
18CH5	NONE	507.00	376.00	7	2084	9	Trial: 9
18CH5	NONE	512.50	386.60	7	553	10	Trial: 10
18CH5	NONE	511.60	391.30	562	827	10	Trial: 10
18CH5	NONE	500.10	387.20	840	2078	10	Trial: 10
18CH5	NONE	497.10	397.60	7	2083	11	Trial: 11
18CH5	NONE	513.80	374.90	7	2081	12	Trial: 12
18CH5	NONE	508.20	388.50	7	565	13	Trial: 13
18CH5	NONE	499.00	383.90	577	934	13	Trial: 13
18CH5	NONE	512.20	374.00	942	1327	13	Trial: 13
18CH5	NONE	425.40	270.30	1358	2022	13	Trial: 13
18CH5	NONE	516.60	387.80	7	2083	14	Trial: 14
18CH5	NONE	507.90	399.50	7	848	15	Trial: 15
18CH5	NONE	516.90	402.70	855	1081	15	Trial: 15
18CH5	NONE	505.80	413.10	1088	2080	15	Trial: 15
18CH5	NONE	510.40	393.10	7	922	16	Trial: 16
18CH5	NONE	519.20	398.00	929	1110	16	Trial: 16
18CH5	NONE	502.40	390.70	1133	2087	16	Trial: 16
18CH5	NONE	510.70	394.50	7	2088	17	Trial: 17
18CH5	AFTER	509.80	387.90	7	421	18	Trial: 18
18CH5	BEFORE	513.30	396.10	664	749	18	Trial: 18
18CH5	NONE	497.60	390.50	762	980	18	Trial: 18
18CH5	NONE	513.80	396.50	995	2086	18	Trial: 18
18CH5	NONE	520.90	378.70	7	255	19	Trial: 19
18CH5	NONE	517.00	383.60	264	611	19	Trial: 19
18CH5	NONE	526.30	395.20	621	837	19	Trial: 19
18CH5	NONE	517.30	394.50	847	2085	19	Trial: 19
18CH5	NONE	510.40	389.80	7	2079	20	Trial: 20
18CH5	NONE	527.40	380.90	7	556	21	Trial: 21
